country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PL	Poland	13_17	13-17	870	282	4024130	1454266	7310	817
PL	Poland	18_24	18-24	6555	1518	43781287	16901814	112762	23701
PL	Poland	25_34	25-34	7414	1680	37564663	14516064	109252	22259
PL	Poland	35_44	35-44	7361	1659	29362035	10746134	84934	16483
PL	Poland	45_54	45-54	7062	1579	18984761	6617902	57679	10577
PL	Poland	55_64	55-64	6255	1450	17452836	5679744	55177	9052
PL	Poland	65_	65+	5203	1260	11410585	3652703	36142	5880
