advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Paddy Meade for Meath County Council	Meade Patrick Eugene	248607801969670	Facebook	county_meath	County Meath	IE	Ireland	2	1	54998	11000	198	0
Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	county_meath	County Meath	IE	Ireland	2	1	52018	11009	509	105
Alan Tobin	Alan Tobin	651567734900881	Facebook	county_meath	County Meath	IE	Ireland	2	1	50998	10000	598	100
Referendum Commission	Referendum Commission	580832208630212	Facebook	county_meath	County Meath	IE	Ireland	3	1	50557	10281	501	100
Ronan Moore for Meath West	Social Democrats	1181205802001387	Facebook	county_meath	County Meath	IE	Ireland	1	1	47403	9480	93	0
Paul Nolan - Social Democrats Meath East	King John	1838758749501583	Facebook	county_meath	County Meath	IE	Ireland	5	1	20058	4012	396	0
Protect Life		541250599362726	Facebook	county_meath	County Meath	IE	Ireland	2	1	19998	10000	198	0
Cllr Gerry O'Connor Peace Commissioner	O'CONNOR GERARD PATRICK	689114891286642	Facebook	county_meath	County Meath	IE	Ireland	5	1	17995	6000	895	100
Fianna Fáil	Fianna Fáil	222629035132	Facebook	county_meath	County Meath	IE	Ireland	17	1	10764	4812	36	4
Matt Carthy	Carthy Matt	580216935345125	Facebook	county_meath	County Meath	IE	Ireland	2	1	8645	4322	38	7
Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	county_meath	County Meath	IE	Ireland	4	1	6020	2602	65	15
Saoirse McHugh for MEP	Green Party Ireland	2242183922693730	Facebook	county_meath	County Meath	IE	Ireland	6	1	5513	2472	34	8
Social Democrats	Social Democrats	1012851375393300	Facebook	county_meath	County Meath	IE	Ireland	7	1	5500	1084	19	0
Noeleen O'Hagan - Sinn Féin		1605653193088824	Facebook	county_meath	County Meath	IE	Ireland	1	1	2685	537	47	0
Michael  O'Dowd for Europe	O'Dowd Michael Joseph	878147035569806	Facebook	county_meath	County Meath	IE	Ireland	7	1	2323	779	16	2
Brendan Smith TD	Brendan Smith 	287458667963046	Facebook	county_meath	County Meath	IE	Ireland	2	1	2240	1120	7	1
Legion Of Mary Kells		950055141699203	Facebook	county_meath	County Meath	IE	Ireland	2	1	1998	0	198	0
European Parliament	European Parliament	178362315106	Facebook	county_meath	County Meath	IE	Ireland	15	1	1730	750	5	1
Cllr Sharon Tolan East Meath	Tolan Sharon Mary	562597020485832	Facebook	county_meath	County Meath	IE	Ireland	2	1	1698	422	5	0
Dr. Fidelma Healy Eames Independent Candidate, EU elections	Healy Eames Fidelma	395965057626422	Facebook	county_meath	County Meath	IE	Ireland	23	1	1462	360	10	1
Frances Fitzgerald	Fine Gael	302584593224671	Facebook	county_meath	County Meath	IE	Ireland	2	1	1080	432	10	2
European Greens	European Greens	141366725876424	Facebook	county_meath	County Meath	IE	Ireland	7	1	939	441	9	2
Paul Mulville	Paul Mulville	170053833201393	Facebook	county_meath	County Meath	IE	Ireland	1	1	684	342	6	0
Green Party Ireland	Green Party Ireland	108339693065	Facebook	county_meath	County Meath	IE	Ireland	5	1	494	135	1	0
Peter Casey	Casey Peter Joseph	1473814189502078	Facebook	county_meath	County Meath	IE	Ireland	27	1	450	89	9	0
Josiah Burke	Burke Josiah Emmanuelle	162814401227663	Facebook	county_meath	County Meath	IE	Ireland	3	1	424	84	4	0
Brendan Wyse	Brendan Wyse	264271610907208	Facebook	county_meath	County Meath	IE	Ireland	2	1	388	194	3	0
Aontú	Toibin Peadar Pol	1052704411520149	Facebook	county_meath	County Meath	IE	Ireland	2	1	329	108	1	0
Anne Rabbitte TD	Rabbitte Anne Marie	1426461550915658	Facebook	county_meath	County Meath	IE	Ireland	3	1	311	62	0	0
Cyril Brennan - People Before Profit	People Before Profit - Midlands North West	164750800796944	Facebook	county_meath	County Meath	IE	Ireland	2	1	282	66	0	0
Sinn Féin Ireland	Sinn Féin	148726998530273	Facebook	county_meath	County Meath	IE	Ireland	4	1	261	115	1	0
Patrick Barry PJ		2443361185698404	Facebook	county_meath	County Meath	IE	Ireland	3	1	233	45	5	0
TENI - Transgender Equality Network Ireland	TENI - Transgender Equality Network Ireland	182348645122723	Facebook	county_meath	County Meath	IE	Ireland	69	1	225	49	5	0
Department of Politics and Public Administration UL		190855980950496	Facebook	county_meath	County Meath	IE	Ireland	2	1	206	41	0	0
Maria Walsh	Fine Gael	883806764992893	Facebook	county_meath	County Meath	IE	Ireland	2	1	203	41	2	0
Fine Gael	Fine Gael	264172043210	Facebook	county_meath	County Meath	IE	Ireland	1	1	172	86	0	0
Garrett Mullan	Garrett Mullan	475136362553220	Facebook	county_meath	County Meath	IE	Ireland	1	1	165	33	3	0
Leo Varadkar T.D.	Fine Gael	178974912140818	Facebook	county_meath	County Meath	IE	Ireland	2	1	144	60	0	0
Pro Life Campaign Ireland	Pro Life Campaign Ireland	224615650378	Facebook	county_meath	County Meath	IE	Ireland	4	1	141	43	1	0
Amnesty International-Ireland	Amnesty International-Ireland	158961023733	Facebook	county_meath	County Meath	IE	Ireland	4	1	101	48	0	0
Transmitter		264627431202	Facebook	county_meath	County Meath	IE	Ireland	1	1	56	11	0	0
Barry Andrews for Europe	Barry Andrews	188114061407	Facebook	county_meath	County Meath	IE	Ireland	2	1	32	16	0	0
SpunOut.ie	SpunOut.ie	344422890306	Facebook	county_meath	County Meath	IE	Ireland	7	1	24	6	0	0
Life Institute		158325247540273	Facebook	county_meath	County Meath	IE	Ireland	1	1	23	4	0	0
Alex White	Mc Kinney Eunan Anthony	58389344622	Facebook	county_meath	County Meath	IE	Ireland	1	1	17	3	0	0
Uplift - People Powered Change	Uplift - People Powered Change	214697488711000	Facebook	county_meath	County Meath	IE	Ireland	4	1	11	2	0	0
Kevin Donoghue	Donoghue Kevin David	1923733181256832	Facebook	county_meath	County Meath	IE	Ireland	2	1	10	4	0	0
Theresa Lowe The Other Side	Frank Mcnamara	2191621574230825	Facebook	county_meath	County Meath	IE	Ireland	3	1	9	1	0	0
Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	county_meath	County Meath	IE	Ireland	8	1	8	1	0	0
Labour Party	Labour Party	164027949687	Facebook	county_meath	County Meath	IE	Ireland	1	1	6	3	0	0
Taxback.com		135579275180	Facebook	county_meath	County Meath	IE	Ireland	2	1	6	2	0	0
European Commission	European Commission	107898832590939	Facebook	county_meath	County Meath	IE	Ireland	15	1	5	2	0	0
SMA Ireland	Anton Mannering	2221165624784064	Facebook	county_meath	County Meath	IE	Ireland	1	1	4	2	0	0
Tracey Carey	Social Democrats	1055918397899334	Facebook	county_meath	County Meath	IE	Ireland	2	1	4	0	0	0
Donna Sheridan - Local Election Candidate, Castlebar Area	Donna Sheridan	172032100346513	Facebook	county_meath	County Meath	IE	Ireland	1	1	3	1	0	0
Clare Claffey Social Democrats	Social Democrats Laois Offaly	289004898593218	Facebook	county_meath	County Meath	IE	Ireland	1	1	2	1	0	0
EPP Group in the European Parliament	EPP Group in the European Parliament	291699857688	Facebook	county_meath	County Meath	IE	Ireland	1	1	2	1	0	0
Irish Traveller Movement		160681543259	Facebook	county_meath	County Meath	IE	Ireland	1	1	2	0	0	0
Máirín McGrath for Tipperary County Council - Cahir LEA	MC GRATH MÁIRÍN	2129030367395061	Facebook	county_meath	County Meath	IE	Ireland	3	1	1	0	0	0
Rita Harrold - Socialist Feminist for Europe	Socialist Party	419121618646568	Facebook	county_meath	County Meath	IE	Ireland	1	1	1	0	0	0
Denise McMorrow for Dublin 2019	Mc Morrow Denise	438930423601172	Facebook	county_meath	County Meath	IE	Ireland	1	1	1	0	0	0
Mairéad Farrell - Sinn Féin	Farrell Mairead	213927028776676	Facebook	county_meath	County Meath	IE	Ireland	1	1	1	0	0	0
Fine Gael Limerick City	Breen Colm Timothy	137766716313436	Facebook	county_meath	County Meath	IE	Ireland	1	1	1	0	0	0
The Scum Gentry Alternative Arts and Media	Breslin James Zach	326834407424932	Facebook	county_meath	County Meath	IE	Ireland	1	1	1	0	0	0
