region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
carlow	Carlow	IE	Ireland	268	61	177270	42000	1098	148
cavan	Cavan	IE	Ireland	278	63	77905	20439	782	125
county_clare	County Clare	IE	Ireland	355	75	80958	23399	1543	26
county_cork	County Cork	IE	Ireland	400	83	1371121	486450	14020	2282
county_laois	County Laois	IE	Ireland	267	62	82787	20634	837	125
county_leitrim	County Leitrim	IE	Ireland	276	59	11819	4170	66	9
county_longford	County Longford	IE	Ireland	275	62	24087	10180	285	18
county_louth	County Louth	IE	Ireland	307	64	300269	76983	2137	373
county_mayo	County Mayo	IE	Ireland	345	70	112064	44059	918	146
county_meath	County Meath	IE	Ireland	360	83	372103	93643	3948	456
county_monaghan	County Monaghan	IE	Ireland	278	64	22108	8119	275	17
county_offaly	County Offaly	IE	Ireland	290	62	298391	63904	1335	120
county_tipperary	County Tipperary	IE	Ireland	350	71	227929	69113	2499	252
county_westmeath	County Westmeath	IE	Ireland	324	69	168154	50577	1617	283
donegal	Donegal	IE	Ireland	335	77	586914	226743	4530	810
dublin	Dublin	IE	Ireland	546	126	8861210	3208135	60798	10324
galway	Galway	IE	Ireland	436	83	985137	309104	8580	873
kerry	Kerry	IE	Ireland	289	62	314200	76426	2795	302
kildare	Kildare	IE	Ireland	380	82	324055	129264	2774	378
kilkenny	Kilkenny	IE	Ireland	293	67	114948	32306	1207	169
limerick	Limerick	IE	Ireland	383	76	650747	166885	5099	504
roscommon	Roscommon	IE	Ireland	295	64	58299	14266	517	98
sligo	Sligo	IE	Ireland	298	61	174745	43627	1134	142
waterford	Waterford	IE	Ireland	330	68	257026	66880	2360	288
wexford	Wexford	IE	Ireland	283	67	445175	139306	3385	617
wicklow	Wicklow	IE	Ireland	328	83	178236	48122	2155	272
