advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Clare Claffey Social Democrats	Social Democrats Laois Offaly	289004898593218	Facebook	county_offaly	County Offaly	IE	Ireland	8	1	213773	42762	675	0
Malcolm Byrne	Malcolm Byrne Page	34812247970	Facebook	county_offaly	County Offaly	IE	Ireland	11	1	65831	13264	539	102
Fianna Fáil	Fianna Fáil	222629035132	Facebook	county_offaly	County Offaly	IE	Ireland	2	1	6743	3371	29	5
Andrew Doyle	Andrew Doyle	200875073325354	Facebook	county_offaly	County Offaly	IE	Ireland	10	1	3029	1193	20	4
Malachy Hand - FF Local Election Candidate for South Roscommon	Hand Malachy	949185501928800	Facebook	county_offaly	County Offaly	IE	Ireland	6	1	2960	836	18	0
Maria Walsh	Fine Gael	883806764992893	Facebook	county_offaly	County Offaly	IE	Ireland	2	1	1050	418	10	2
Sheila Nunan for Europe	The Labour Party	786865738356162	Facebook	county_offaly	County Offaly	IE	Ireland	1	1	824	329	8	1
Brendan Wyse	Brendan Wyse	264271610907208	Facebook	county_offaly	County Offaly	IE	Ireland	2	1	750	375	7	0
Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	county_offaly	County Offaly	IE	Ireland	12	1	728	326	4	1
European Parliament	European Parliament	178362315106	Facebook	county_offaly	County Offaly	IE	Ireland	15	1	544	236	1	0
Mick Wallace	Oonan Christopher Patrick	346069865514537	Facebook	county_offaly	County Offaly	IE	Ireland	1	1	430	215	2	1
European Greens	European Greens	141366725876424	Facebook	county_offaly	County Offaly	IE	Ireland	7	1	292	138	3	0
Adrienne Wallace - People Before Profit	Wallace Adrienne Catherine	1555518121383424	Facebook	county_offaly	County Offaly	IE	Ireland	10	1	179	41	2	0
Peter Casey	Casey Peter Joseph	1473814189502078	Facebook	county_offaly	County Offaly	IE	Ireland	25	1	168	32	3	0
Referendum Commission	Referendum Commission	580832208630212	Facebook	county_offaly	County Offaly	IE	Ireland	1	1	150	75	0	0
Sinn Féin Ireland	Sinn Féin	148726998530273	Facebook	county_offaly	County Offaly	IE	Ireland	4	1	134	62	0	0
Independent Ireland	Ryan Purcell Walter	758725787550554	Facebook	county_offaly	County Offaly	IE	Ireland	5	1	125	24	1	0
Liam Minehan	Minehan Liam	657837987964520	Facebook	county_offaly	County Offaly	IE	Ireland	1	1	118	23	0	0
Fine Gael	Fine Gael	264172043210	Facebook	county_offaly	County Offaly	IE	Ireland	1	1	91	45	0	0
Pro Life Campaign Ireland	Pro Life Campaign Ireland	224615650378	Facebook	county_offaly	County Offaly	IE	Ireland	4	1	81	26	0	0
