recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-07	2019-05-07	EL	Greece	538	163	3436629	1231868	15663	1264
rd2	Last 2 days	2019-05-06	2019-05-07	EL	Greece	633	183	8239943	2902060	37634	3081
rd3	Last 3 days	2019-05-05	2019-05-07	EL	Greece	772	199	14541885	5158706	60544	5412
rd4	Last 4 days	2019-05-04	2019-05-07	EL	Greece	1042	208	21512198	7582330	88399	7676
rd5	Last 5 days	2019-05-03	2019-05-07	EL	Greece	1203	229	27139600	9601887	111570	9620
rd6	Last 6 days	2019-05-02	2019-05-07	EL	Greece	1324	242	31848843	11279504	131216	11004
rw1	Last week	2019-05-01	2019-05-07	EL	Greece	1407	251	35491980	12639697	145955	12201
rw2	Last 2 weeks	2019-04-24	2019-05-07	EL	Greece	2206	343	59815446	21394287	250098	22283
rw3	Last 3 weeks	2019-04-17	2019-05-07	EL	Greece	2825	445	83766293	29926973	340232	31602
rw4	Last 4 weeks	2019-04-10	2019-05-07	EL	Greece	3508	609	100982803	36274449	409370	38378
rm1	Last month	2019-04-08	2019-05-07	EL	Greece	3665	656	104295407	37418768	420942	39181
rm2	Last 2 months	2019-03-09	2019-05-07	EL	Greece	4957	1001	127680018	45512920	513532	45556
rm3	Last 3 months	2019-02-07	2019-05-07	EL	Greece	5414	1090	135054002	47969027	547188	47582
rm6	Last 6 months	2019-01-01	2019-05-07	EL	Greece	5647	1118	145088847	51992178	577288	52444
