advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Gazeta Wyborcza		63563473556	Facebook	5k_10k	5k - 10k	PL	Poland	72	1	718439	359255	2398	186
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	5k_10k	5k - 10k	PL	Poland	46	1	459884	229965	1059	0
Patryk Jaki		199877710116314	Facebook	5k_10k	5k - 10k	PL	Poland	32	1	319968	160000	1481	186
Bartosz Arłukowicz	KKW Koalicja Europejska PO PSL SLD .N Zieloni	152299864806918	Facebook	5k_10k	5k - 10k	PL	Poland	23	1	229962	114992	622	23
Radosław Sikorski	KKW Koalicja Europejska PO PSL SLD .N Zieloni	134214926657042	Facebook	5k_10k	5k - 10k	PL	Poland	13	1	129986	64999	485	46
Akcja Demokracja		277892342334350	Facebook	5k_10k	5k - 10k	PL	Poland	13	1	129976	64994	299	0
Dariusz Rosati	CommSense	238903929634988	Facebook	5k_10k	5k - 10k	PL	Poland	12	1	119964	59988	648	93
Małgorzata Sekuła-Szmajdzińska - kandydatka do Parlamentu Europejskiego	Katarzyna Kijakowska	420227048536701	Facebook	5k_10k	5k - 10k	PL	Poland	11	1	109969	54990	904	162
Razem	KKW Lewica Razem - Razem, Unia Pracy, RSS	430323810469014	Facebook	5k_10k	5k - 10k	PL	Poland	11	1	109892	54951	718	116
Greenpeace Polska		32104614789	Facebook	5k_10k	5k - 10k	PL	Poland	10	1	98361	49185	316	22
Paweł Bejda	Bejda Paweł 	587380481330698	Facebook	5k_10k	5k - 10k	PL	Poland	10	1	92597	46303	302	22
Bolesław Piecha - poseł do Parlamentu Europejskiego	Agencja reklamowa NXT	704363502985858	Facebook	5k_10k	5k - 10k	PL	Poland	9	1	89873	44941	207	0
Jerzy Buzek	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	69153026654	Facebook	5k_10k	5k - 10k	PL	Poland	8	1	79992	40000	277	23
Jarosław Wałęsa	KKW Koalicja Europejska PO PSL SLD N Zieloni	433052760111334	Facebook	5k_10k	5k - 10k	PL	Poland	8	1	79992	40000	585	0
Krzysztof Hetman	Krzysztof Hetman	1607487699534202	Facebook	5k_10k	5k - 10k	PL	Poland	8	1	79992	40000	488	0
Amnesty International Polska		57544755889	Facebook	5k_10k	5k - 10k	PL	Poland	8	1	79914	39961	370	46
Jan Olbrycht	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	153098244704447	Facebook	5k_10k	5k - 10k	PL	Poland	8	1	79908	39958	463	69
Jacek Protas	KKW Koalicja Europejska PO PSL SLD .N Zieloni 	130955346972893	Facebook	5k_10k	5k - 10k	PL	Poland	7	1	69993	35000	347	46
Mirosława Nykiel Posłanka na Sejm RP	Adam Jan Kądziela	150873051654314	Facebook	5k_10k	5k - 10k	PL	Poland	7	1	69993	35000	626	116
Polska Fundacja im. Roberta Schumana		150617698324166	Facebook	5k_10k	5k - 10k	PL	Poland	7	1	69993	35000	533	93
Patryk Marjan		1224502281011628	Facebook	5k_10k	5k - 10k	PL	Poland	7	1	69939	34973	439	69
Tomasz Frankowski	KWW Koalicja Europejska PO PSL SLD .N Zieloni	2273340699395517	Facebook	5k_10k	5k - 10k	PL	Poland	7	1	69924	34965	440	69
Marek Balt	KKW Koalicja Europejska PO PSL SLD  .N Zieloni	398824790221548	Facebook	5k_10k	5k - 10k	PL	Poland	6	1	59994	30000	138	0
Marek Belka	Marek Marian Belka	254834855469973	Facebook	5k_10k	5k - 10k	PL	Poland	6	1	59994	30000	138	0
Kosma Złotowski		1477251852486946	Facebook	5k_10k	5k - 10k	PL	Poland	6	1	59994	30000	138	0
