advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	25_34	25-34	HR	Croatia	32	1	2576657	1206320	7950	1790
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	25_34	25-34	HR	Croatia	59	1	1598821	712763	2266	144
European Greens		141366725876424	Facebook	25_34	25-34	HR	Croatia	41	1	996725	405978	2355	576
Valter Flego	Valter Flego	441675022557503	Facebook	25_34	25-34	HR	Croatia	44	1	799588	261989	2145	314
Kialo		729627343834501	Facebook	25_34	25-34	HR	Croatia	316	1	613812	258419	3000	763
pametno.org	pametno.org	144815235686385	Facebook	25_34	25-34	HR	Croatia	24	1	494251	206922	659	30
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	25_34	25-34	HR	Croatia	28	1	478328	181914	1073	161
Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	25_34	25-34	HR	Croatia	27	1	357848	129599	422	26
Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	25_34	25-34	HR	Croatia	71	1	355177	86946	1686	22
MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	25_34	25-34	HR	Croatia	43	1	310241	115422	919	83
Eclectica		1379977375431894	Facebook	25_34	25-34	HR	Croatia	1	1	310037	155019	1379	275
Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	25_34	25-34	HR	Croatia	21	1	274237	82278	588	37
GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	25_34	25-34	HR	Croatia	13	1	238890	84729	358	42
Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	25_34	25-34	HR	Croatia	25	1	229779	63176	635	50
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	25_34	25-34	HR	Croatia	38	1	184356	55298	389	30
Greenpeace Hrvatska	Greenpeace Hrvatska	359170097532754	Facebook	25_34	25-34	HR	Croatia	10	1	173686	59405	436	36
Zoran Bahtijarević		2195720960680577	Facebook	25_34	25-34	HR	Croatia	4	1	153302	72518	438	82
Ruža Tomašić		1434305366791182	Facebook	25_34	25-34	HR	Croatia	40	1	144171	42555	337	0
Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	25_34	25-34	HR	Croatia	16	1	138798	37196	374	0
Dr. sc. Tomislav Sokol	HDZ - Hrvatska demokratska zajednica	136900153422435	Facebook	25_34	25-34	HR	Croatia	11	1	132334	40443	343	19
Electrolux Hrvatska		1229501663771543	Facebook	25_34	25-34	HR	Croatia	3	1	115064	57532	86	0
Bandić Milan 365 - Stranka rada i solidarnosti		350640391803012	Facebook	25_34	25-34	HR	Croatia	1	1	103513	41405	91	18
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	25_34	25-34	HR	Croatia	52	1	102938	48417	260	65
Klub zastupnika EPP-a		378351268934576	Facebook	25_34	25-34	HR	Croatia	1	1	95971	47986	47	0
Stjepan Ribić	HDZ - Hrvatska demokratska zajednica	451335681696047	Facebook	25_34	25-34	HR	Croatia	15	1	82662	35287	332	31
Nikolina Brnjac	HDZ - Hrvatska demokratska zajednica	287054392229717	Facebook	25_34	25-34	HR	Croatia	9	1	78468	17718	205	0
Europski parlament, Ured za informiranje u Republici Hrvatskoj	Europski parlament, Ured za informiranje u Republici Hrvatskoj	508795765833382	Facebook	25_34	25-34	HR	Croatia	18	1	75791	27807	675	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	25_34	25-34	HR	Croatia	59	1	70109	29151	248	49
HSLS Split		436749753018950	Facebook	25_34	25-34	HR	Croatia	1	1	69005	34503	153	30
Jozo Radoš	Jozo Radoš	446717938731095	Facebook	25_34	25-34	HR	Croatia	18	1	68422	15156	494	62
Nova ljevica	Markovina Dragan	706769699498076	Facebook	25_34	25-34	HR	Croatia	16	1	67360	15485	284	12
Ivan Prskalo - Kandidat Mosta za EU Izbore		413937162730005	Facebook	25_34	25-34	HR	Croatia	3	1	64230	25006	87	0
Ruža Kovačević Bilić	Hrvatska narodna stranka - liberalni demokrati (HNS)	2268602929863854	Facebook	25_34	25-34	HR	Croatia	6	1	62897	13639	218	0
Goran Pauk	HDZ - Hrvatska demokratska zajednica	581489628528785	Facebook	25_34	25-34	HR	Croatia	4	1	57347	20911	180	20
Give A Vote		2186129244970085	Facebook	25_34	25-34	HR	Croatia	3	1	53243	26535	262	52
Domagoj Maroević	HDZ - Hrvatska demokratska zajednica	377283356332665	Facebook	25_34	25-34	HR	Croatia	4	1	52301	17995	91	0
European Youth Event		919232861444360	Facebook	25_34	25-34	HR	Croatia	8	1	51697	23656	106	28
Sunčana Glavak	HDZ - Hrvatska demokratska zajednica	482597361772021	Facebook	25_34	25-34	HR	Croatia	9	1	49843	12718	212	0
Privredni.		1062000377172732	Facebook	25_34	25-34	HR	Croatia	2	1	48605	23835	68	0
Stjepan Čuraj		1528272037424751	Facebook	25_34	25-34	HR	Croatia	3	1	43839	14839	142	20
Miro Bulj	MOST nezavisnih lista	1252295741481540	Facebook	25_34	25-34	HR	Croatia	3	1	42473	16241	52	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	25_34	25-34	HR	Croatia	19	1	41904	18956	134	13
Bornfight		2050766478536116	Facebook	25_34	25-34	HR	Croatia	10	1	40039	10164	568	0
Stjepan Adanić	HDZ - Hrvatska demokratska zajednica	408695383042330	Facebook	25_34	25-34	HR	Croatia	4	1	37749	7550	96	0
Greens/EFA in the European Parliament		150527751674751	Facebook	25_34	25-34	HR	Croatia	13	1	37446	16325	60	11
Tomislav Stojak		442201595870855	Facebook	25_34	25-34	HR	Croatia	11	1	34170	9815	206	0
Marijana Balić	HDZ - Hrvatska demokratska zajednica	1274752085892321	Facebook	25_34	25-34	HR	Croatia	8	1	31934	7945	122	0
Slobodna Dalmacija	Slobodna Dalmacija	100267330025110	Facebook	25_34	25-34	HR	Croatia	9	1	31520	9973	213	0
Dalija Orešković - START		1984286805018866	Facebook	25_34	25-34	HR	Croatia	6	1	30215	7282	211	0
Ladislav Ilčić	Ladislav Ilčić	621823571235813	Facebook	25_34	25-34	HR	Croatia	3	1	29498	5899	51	0
Stranka europskih socijalista		1927927220797184	Facebook	25_34	25-34	HR	Croatia	4	1	26994	7983	160	0
Bulešić 4 EU		2550012408361701	Facebook	25_34	25-34	HR	Croatia	3	1	26896	6059	65	0
Željana Zovko		1203134436474667	Facebook	25_34	25-34	HR	Croatia	19	1	24819	6589	168	0
HKS - Hrvatska konzervativna stranka	HKS - Hrvatska konzervativna stranka	789855157727222	Facebook	25_34	25-34	HR	Croatia	9	1	24257	5453	71	0
Joško Klisović	Klisovic Josko	1262594650584725	Facebook	25_34	25-34	HR	Croatia	15	1	23787	4586	246	0
HNS Dubrovačko-neretvanske županije	Hrvatska narodna stranka - liberalni demokrati (HNS)	161469323948491	Facebook	25_34	25-34	HR	Croatia	4	1	23711	6359	109	0
Dubravka Suica	HDZ - Hrvatska demokratska zajednica	195096520662445	Facebook	25_34	25-34	HR	Croatia	2	1	22769	4553	42	0
HRAST - pokret za uspješnu Hrvatsku - službene stranice		1481525755446572	Facebook	25_34	25-34	HR	Croatia	9	1	22431	5193	159	0
Game of Sultans		185311195624361	Facebook	25_34	25-34	HR	Croatia	6	1	22077	9564	472	118
HDZ - Hrvatska demokratska zajednica	HDZ - Hrvatska demokratska zajednica	406059206159790	Facebook	25_34	25-34	HR	Croatia	3	1	22017	4403	43	0
Faktograf.hr	Faktograf.hr	1487935214842281	Facebook	25_34	25-34	HR	Croatia	14	1	21617	6233	213	0
Ekonomska klinika		759896740773225	Facebook	25_34	25-34	HR	Croatia	1	1	21153	4230	41	0
Predstavništvo Europske komisije u Hrvatskoj		480559052058396	Facebook	25_34	25-34	HR	Croatia	1	1	18775	3755	37	0
European Commission		107898832590939	Facebook	25_34	25-34	HR	Croatia	5	1	17176	8587	53	12
Antun Babić kandidat za predsjednika države		1106971599482775	Facebook	25_34	25-34	HR	Croatia	4	1	16791	4226	119	0
Izdali smo SDP, radimo za HDZ		1613986695597154	Facebook	25_34	25-34	HR	Croatia	1	1	16235	3247	28	0
Krešo Beljak		52929105855	Facebook	25_34	25-34	HR	Croatia	1	1	15940	7970	79	15
Nacionalni Portal		2081777548773198	Facebook	25_34	25-34	HR	Croatia	4	1	15934	3793	60	0
