audience_code_filter	audience_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f55_64	female (55-64)	Britain's Future	Britain's Future	1625300137516491	Facebook	3887	1	9353587	2788386	114523	16676
f55_64	female (55-64)	Ciudadanos	Ciudadanos	74078667754	Facebook	4279	1	8995360	2795800	85355	7149
f55_64	female (55-64)	Partido Popular	Partido Popular	72249031214	Facebook	2878	1	8924335	2604314	92994	4141
f55_64	female (55-64)	Podemos	Unidas Podemos	269212336568846	Facebook	215	1	6507951	2937958	44527	11788
f55_64	female (55-64)	People's Vote UK	People's Vote	748608695327755	Facebook	3288	1	5276861	1717753	81499	13938
f55_64	female (55-64)	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	87	1	4748365	2166434	10754	3023
f55_64	female (55-64)	European Parliament		178362315106	Facebook	934	1	4538069	1975004	26356	5723
f55_64	female (55-64)	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	383	1	4255387	1741673	19949	3823
f55_64	female (55-64)	The Labour Party	The Labour Party	25749647410	Facebook	609	1	3558520	1418220	31328	7160
f55_64	female (55-64)	38 Degrees	38 Degrees	200006375787	Facebook	641	1	3537953	1283192	23939	3402
f55_64	female (55-64)	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	1976	1	3324389	1058056	61141	6793
f55_64	female (55-64)	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	63	1	3133664	1465242	6894	3079
f55_64	female (55-64)	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	129	1	3025257	1269262	5650	1504
f55_64	female (55-64)	SPD	SPD	47930567748	Facebook	4648	1	2992476	743373	82794	2972
f55_64	female (55-64)	Conservatives	The Conservative Party	8807334278	Facebook	1494	1	2863513	1147641	35267	4834
f55_64	female (55-64)	România în primul rând	Future Innovation	770704223323599	Facebook	81	1	2649815	1154915	3238	779
f55_64	female (55-64)	Partito Democratico		77034286895	Facebook	187	1	2647890	1168225	10745	2528
f55_64	female (55-64)	Best For Britain	Best for Britain	1863944713844924	Facebook	752	1	2604179	1071410	40067	8979
f55_64	female (55-64)	Fidesz	Fidesz	9844779306	Facebook	89	1	2495776	1189405	8641	4235
f55_64	female (55-64)	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	2216	1	2359034	745793	36909	3320
f55_64	female (55-64)	Save the Children Italia		46590675335	Facebook	47	1	2290213	1051459	11495	2820
f55_64	female (55-64)	sp.a	sp.a	57253967150	Facebook	265	1	2260306	831090	14028	2828
f55_64	female (55-64)	Greenpeace France		39435457457	Facebook	124	1	2211083	1013020	12119	2798
f55_64	female (55-64)	WeWorld Onlus		299584710061488	Facebook	315	1	2069148	828286	9701	1304
f55_64	female (55-64)	Médecins du Monde France		265420476920	Facebook	1856	1	2014497	623509	35326	2999
f55_64	female (55-64)	Sosialidemokraatit SDP		108945982480217	Facebook	269	1	1999807	815316	11619	2560
f55_64	female (55-64)	FDP	FDP	21289227249	Facebook	1690	1	1946082	578477	18105	1328
f55_64	female (55-64)	Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	31	1	1851906	858470	5929	1506
