audience_code_filter	audience_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m13_17	male (13-17)	European Parliament		178362315106	Facebook	1023	1	6026684	2578030	20399	3851
m13_17	male (13-17)	Dungeon Defenders		107960282569653	Facebook	291	1	2555670	1041672	7681	898
m13_17	male (13-17)	NPO Zapp		205247699486388	Facebook	2	1	815871	407936	615	248
m13_17	male (13-17)	Greens/EFA in the European Parliament		150527751674751	Facebook	42	1	800139	349770	954	123
m13_17	male (13-17)	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	57	1	732894	301381	1961	461
m13_17	male (13-17)	Europäisches Parlament - Verbindungsbüro in Deutschland		294494163510	Facebook	38	1	668306	303571	2242	413
m13_17	male (13-17)	Knovva Academy		1619172795053683	Facebook	1	1	581077	290539	258	51
m13_17	male (13-17)	Europäisches Parlament Österreich		124468054313069	Facebook	29	1	475875	197406	1670	576
m13_17	male (13-17)	e.on		511324618972373	Facebook	2	1	460342	215713	301	60
m13_17	male (13-17)	Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	30	1	394420	178891	818	210
m13_17	male (13-17)	Sportello Amianto Nazionale		1354625791215832	Facebook	2	1	383398	153359	382	76
m13_17	male (13-17)	SPÖ	SPÖ	77393060080	Facebook	244	1	382071	125394	2160	295
m13_17	male (13-17)	Claudia Gamon	NEOS	447992848717452	Facebook	293	1	370521	124208	2574	380
m13_17	male (13-17)	Dynamique Umoja Plus		1724133231161193	Facebook	2	1	317279	126912	281	56
m13_17	male (13-17)	Industria		252084118203234	Facebook	1	1	299679	149840	173	34
m13_17	male (13-17)	Harald Vilimsky		547597092025909	Facebook	98	1	278850	113747	2511	573
m13_17	male (13-17)	Die Grünen	Die Grünen	21759893033	Facebook	90	1	267420	83847	1879	346
m13_17	male (13-17)	UR Team		539695462729003	Facebook	1	1	266376	106550	52	0
m13_17	male (13-17)	Andreas Schieder	SPÖ	290881691011354	Facebook	107	1	256274	84841	2219	452
m13_17	male (13-17)	China Xinhua News		338109312883186	Facebook	5	1	248793	116795	111	18
m13_17	male (13-17)	Sawab Center FR		1211855348956946	Facebook	7	1	245473	100165	102	19
m13_17	male (13-17)	Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	41	1	237053	63199	149	31
m13_17	male (13-17)	Newstag		1427831877472727	Facebook	1	1	235041	117521	60	12
m13_17	male (13-17)	European Commission		107898832590939	Facebook	3	1	231584	115792	608	157
m13_17	male (13-17)	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	1158	1	218589	47246	5009	97
m13_17	male (13-17)	George Simion Unire		294035851052538	Facebook	21	1	204441	72865	178	26
m13_17	male (13-17)	European Greens		141366725876424	Facebook	15	1	195698	87170	667	173
m13_17	male (13-17)	Make.org	Make.org	122037308191612	Facebook	8	1	195082	80342	377	132
m13_17	male (13-17)	Nomada Stowarzyszenie		114318528622863	Facebook	6	1	192361	80705	49	0
m13_17	male (13-17)	Jusos Schleswig-Holstein	Jusos Schleswig-Holstein	185490505413	Facebook	31	1	191435	36947	1132	0
m13_17	male (13-17)	UNICEF Europe & Central Asia		373536278864	Facebook	1	1	186642	74657	32	0
m13_17	male (13-17)	Give A Vote		2186129244970085	Facebook	4	1	185588	72604	258	51
m13_17	male (13-17)	Van Hall Larenstein		234952503230870	Facebook	2	1	176158	88079	880	176
m13_17	male (13-17)	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	26	1	175337	76774	1360	286
m13_17	male (13-17)	ScribersHive		722350287934296	Facebook	1	1	165863	82932	19	0
m13_17	male (13-17)	Fútbol Santander		116723261685431	Facebook	1	1	163397	81699	14	0
m13_17	male (13-17)	U.S. Mission to NATO		67014122312	Facebook	1	1	160688	64275	28	0
m13_17	male (13-17)	Huawei Europe		1709278142683543	Facebook	1	1	159140	79570	79	15
m13_17	male (13-17)	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	12	1	158363	79070	707	137
m13_17	male (13-17)	Caspar the Hat	Emily Doherty	261773154498428	Facebook	89	1	155248	49403	2681	0
m13_17	male (13-17)	Open Vld	Open Vld	53668151866	Facebook	3	1	151766	63271	261	38
m13_17	male (13-17)	Chartipedia		866201743548232	Facebook	6	1	147057	71885	56	8
m13_17	male (13-17)	Stadt Wien	Stadt Wien	110971788921077	Facebook	12	1	145468	39639	858	139
m13_17	male (13-17)	Ιωάννης Πάιδας-Υποψήφιος Ευρωβουλευτής Νέας Δημοκρατίας		312321199470594	Facebook	33	1	140631	46090	229	0
m13_17	male (13-17)	DGB Bundesvorstand		147245511963527	Facebook	1	1	137713	55085	137	27
m13_17	male (13-17)	CGTN		565225540184937	Facebook	1	1	137382	68691	61	12
m13_17	male (13-17)	Крум Дончев/Krum Donchev		155516354469476	Facebook	7	1	131472	59289	59	0
m13_17	male (13-17)	Social Plastic		486324651440186	Facebook	3	1	130090	54909	92	13
m13_17	male (13-17)	Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	501	1	127625	28133	4305	138
m13_17	male (13-17)	Sawab Center En		858578634336951	Facebook	1	1	123135	49254	29	5
m13_17	male (13-17)	BikeForPeace		195630593782513	Facebook	1	1	123111	61556	31	6
m13_17	male (13-17)	Ζωή Κωνσταντοπούλου - Zoe Konstantopoulou	Πλεύση Ελευθερίας	1489639131352219	Facebook	27	1	118560	39008	212	1
m13_17	male (13-17)	Council of Europe - Directorate General Human Rights and Rule of Law		315160671967064	Facebook	32	1	116460	40522	692	0
m13_17	male (13-17)	Gazeta Wyborcza		63563473556	Facebook	214	1	113207	30658	402	20
m13_17	male (13-17)	Salvatore Riccardi Hair Designer		638347189544941	Facebook	3	1	112151	44829	56	0
m13_17	male (13-17)	HC Strache	FPÖ	74865038590	Facebook	63	1	110187	43693	1007	221
m13_17	male (13-17)	Mohamed Moulay		164782878722	Facebook	1	1	109503	43801	21	0
m13_17	male (13-17)	Feministiskt initiativ	Feministiskt initiativ	112513375470294	Facebook	16	1	106925	49286	529	250
m13_17	male (13-17)	Valori.it		112777008752391	Facebook	87	1	106694	30724	1316	0
m13_17	male (13-17)	Zion8studiojahpan		2067119086946609	Facebook	4	1	105411	41297	106	0
m13_17	male (13-17)	Adolescent Clothing		172140676309487	Facebook	1	1	104411	41764	23	0
m13_17	male (13-17)	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	21	1	103482	43733	55	10
m13_17	male (13-17)	Roberta Metsola		406824526101449	Facebook	304	1	102998	30943	999	32
m13_17	male (13-17)	EEA and Norway Grants		70937137362	Facebook	1	1	101860	40744	20	0
m13_17	male (13-17)	The Freeing Energy Project		164660287630560	Facebook	12	1	99259	43865	212	35
m13_17	male (13-17)	1Europa	Peter Glawischnig	320389701908367	Facebook	22	1	98751	33517	565	75
m13_17	male (13-17)	Melba Culp		902971599738051	Facebook	23	1	97355	34017	212	10
m13_17	male (13-17)	Niklas Nienaß		2280286458870451	Facebook	8	1	96864	21905	292	0
m13_17	male (13-17)	Alternativet	Alternativet	676061179094769	Facebook	3	1	95047	47523	1144	381
m13_17	male (13-17)	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	4	1	93947	42726	500	100
m13_17	male (13-17)	bigFM		50957555959	Facebook	8	1	93657	29469	161	0
m13_17	male (13-17)	Milano Cop26		386034608864803	Facebook	5	1	93486	45155	165	0
m13_17	male (13-17)	Politictee Correct		292246704741314	Facebook	7	1	92697	46060	527	181
m13_17	male (13-17)	Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	143	1	89580	24346	370	13
m13_17	male (13-17)	Palestinian Hustle		1814444211928366	Facebook	5	1	88470	40827	87	0
m13_17	male (13-17)	Less Saves The Planet		222697015050981	Facebook	2	1	88399	43417	219	42
m13_17	male (13-17)	Alfred Sant	Alfred Sant	537789116260209	Facebook	67	1	87230	27669	356	36
m13_17	male (13-17)	eToro		193863317737	Facebook	16	1	86423	35471	172	44
m13_17	male (13-17)	Sofian El Sayd - 61e sur la liste régionale du PS bruxellois		1951525111537961	Facebook	2	1	86408	37444	183	29
m13_17	male (13-17)	Siegfried Muresan		731035500293728	Facebook	5	1	86227	35474	28	5
m13_17	male (13-17)	Mymindourhumanity		293192044804274	Facebook	4	1	83672	34106	125	0
m13_17	male (13-17)	Vlaams Belang	Vlaams Belang	56605856504	Facebook	7	1	83464	37850	418	91
m13_17	male (13-17)	Parlament Europejski - Biuro we Wrocławiu	Parlament Europejski - Biuro we Wrocławiu	426735034064813	Facebook	3	1	83395	41697	330	84
m13_17	male (13-17)	paysafecard		146657005378119	Facebook	8	1	81216	36279	289	0
m13_17	male (13-17)	Dr. Mohamed Elhachmi Hamdi د. محمد الهاشمي الحامدي		482273315273345	Facebook	3	1	81070	37234	36	5
m13_17	male (13-17)	Jenk Oz		1368130286591310	Facebook	1	1	80084	40042	231	46
m13_17	male (13-17)	RMDSZ	RMDSZ	102601499822802	Facebook	55	1	74999	23420	114	21
m13_17	male (13-17)	Sophie Løhde	Sophie Løhde	699619700116377	Facebook	11	1	73836	22175	812	161
m13_17	male (13-17)	Γιώργος Χατζημάρκος	Γιώργος Χατζημάρκος	2128150737398149	Facebook	93	1	73365	16840	384	3
m13_17	male (13-17)	The Trevor Project		24470472733	Facebook	1	1	73057	29223	64	13
m13_17	male (13-17)	Paris Première		140770432659757	Facebook	3	1	72979	36489	351	69
m13_17	male (13-17)	Josef Caruana		166617437361908	Facebook	59	1	72753	21280	278	21
m13_17	male (13-17)	ABB Formula E		490941397612413	Facebook	2	1	72200	35791	217	43
m13_17	male (13-17)	Les Congolais Debout		1405739032827831	Facebook	5	1	72177	33017	199	32
m13_17	male (13-17)	Tuunes		992176580926495	Facebook	7	1	72012	29298	101	0
m13_17	male (13-17)	Erepublik		26897053321	Facebook	4	1	71571	33481	345	63
m13_17	male (13-17)	Our Future, Our Choice	Our Future, Our Choice	1777176712575796	Facebook	62	1	71338	15886	354	21
m13_17	male (13-17)	Günther Sidl	BSA Niederösterreich	806694216374998	Facebook	18	1	70209	25222	301	58
m13_17	male (13-17)	Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	16	1	69373	28941	349	96
m13_17	male (13-17)	MOVE for THE WORLD by Nader Rekik		183647228324670	Facebook	3	1	69022	28467	39	0
m13_17	male (13-17)	James Buckley-Thorp	Tom Anthony James Buckley-Thorp	537321930057394	Facebook	6	1	68872	14692	269	0
m13_17	male (13-17)	TONY MOGRA		647266408659499	Facebook	3	1	68331	13666	135	0
m13_17	male (13-17)	BeSoccer FR		1654057214881798	Facebook	4	1	68326	29760	61	1
m13_17	male (13-17)	Greenpeace Magyarország		35634348348	Facebook	35	1	68045	24084	187	13
m13_17	male (13-17)	MASSIVE		287384192023866	Facebook	2	1	66942	26047	62	11
m13_17	male (13-17)	Inimõiguste Instituut / Estonian Institute of Human Rights		144333745668266	Facebook	1	1	65810	32905	32	6
m13_17	male (13-17)	Bananamia		185686561464778	Facebook	9	1	65247	31187	69	0
m13_17	male (13-17)	Nicola Fratoianni	Nicola Fratoianni	116181541819083	Facebook	10	1	65096	20433	93	2
m13_17	male (13-17)	BeYo		1589705471328198	Facebook	4	1	64888	12902	102	0
m13_17	male (13-17)	IED - Istituto Europeo di Design		87614382847	Facebook	5	1	64471	22102	107	0
m13_17	male (13-17)	Europarlamentar independent Cojocnean Stefan-Iulian		2280428812202738	Facebook	9	1	63431	13101	47	3
m13_17	male (13-17)	Maria Preta Cartonera		786180185099527	Facebook	7	1	63065	22599	29	0
m13_17	male (13-17)	Liberal Alliances Ungdom	Liberal Alliances Ungdom	107893513382	Facebook	6	1	62772	14234	154	42
m13_17	male (13-17)	MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	9	1	62508	22293	353	65
m13_17	male (13-17)	Northenden World	Northenden World Admin	1692130001038191	Facebook	106	1	61941	9451	2783	0
m13_17	male (13-17)	Fundación Aquae		1415773021975267	Facebook	2	1	61199	24464	15	0
m13_17	male (13-17)	PositiveLuxury		174227905981175	Facebook	2	1	60492	29899	46	0
m13_17	male (13-17)	Zimmylifestyle.com		235024056945953	Facebook	1	1	59607	29804	26	5
m13_17	male (13-17)	Άρης Βέρρος, υποψήφιος Δήμαρχος Καβάλας, Συμπαράταξη Πολιτών		152123234823184	Facebook	5	1	59106	29265	209	37
m13_17	male (13-17)	Henk Jan Ormel	CDA	823537391322678	Facebook	2	1	59047	24604	74	0
m13_17	male (13-17)	SciDev.Net Afrique		218466918355066	Facebook	5	1	58977	24292	149	0
m13_17	male (13-17)	Kaar Kaas Sonn		215255338679306	Facebook	3	1	58716	21890	37	0
m13_17	male (13-17)	Grüne Jugend - Grünalternative Jugend	Grüne Jugend - Grünalternative Jugend	533665483708070	Facebook	21	1	58263	17414	361	0
m13_17	male (13-17)	Landeszentrale für politische Bildung Thüringen	Landeszentrale für politische Bildung Thüringen	215460201802938	Facebook	33	1	58183	13376	347	27
m13_17	male (13-17)	Psoe Llanes		604271292984767	Facebook	2	1	57574	28780	28	0
m13_17	male (13-17)	Euroopan komissio Suomessa - Europeiska kommissionen i Finland	Euroopan komissio Suomessa - Europeiska kommissionen i Finland	139489762782508	Facebook	4	1	55779	19254	91	0
m13_17	male (13-17)	1Hmilano		234148697214238	Facebook	4	1	55335	20456	146	0
m13_17	male (13-17)	Ramblers Scotland	Ramblers Scotland	136198803072713	Facebook	8	1	55135	15044	156	0
m13_17	male (13-17)	Johann Gudenus		104145976305577	Facebook	59	1	54628	20294	370	61
m13_17	male (13-17)	Julian Figueroa		1730977423619009	Facebook	2	1	54476	10895	96	0
m13_17	male (13-17)	Giv Klimaet Lov		445657632847922	Facebook	13	1	54473	13262	736	176
m13_17	male (13-17)	Στέλιος Κυμπουρόπουλος	Στέλιος Κυμπουρόπουλος	323456224972682	Facebook	47	1	52978	14721	172	5
m13_17	male (13-17)	Lilian Marijnissen	SP	844559615710915	Facebook	27	1	52727	23909	248	54
m13_17	male (13-17)	300Gospodarka		913279165534005	Facebook	3	1	52604	26302	148	36
m13_17	male (13-17)	Women's Earth and Climate Action Network	Women's Earth and Climate Action Network (WECAN) International	153704007991524	Facebook	3	1	52317	23894	38	0
m13_17	male (13-17)	SP	SP	128393027527	Facebook	34	1	52315	24495	158	25
m13_17	male (13-17)	Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	2	1	51127	25564	136	27
m13_17	male (13-17)	Earl The Kid	Federico Salviato	376327152557351	Facebook	4	1	50948	9977	235	0
m13_17	male (13-17)	Bundesministerium für Arbeit und Soziales	Bundesministerium für Arbeit und Soziales	108268845888673	Facebook	5	1	50098	18416	290	58
m13_17	male (13-17)	Wholesome Culture		1664959567149320	Facebook	7	1	49221	21501	64	9
m13_17	male (13-17)	Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	19	1	48902	13616	229	66
m13_17	male (13-17)	Konservativ Ungdom	Konservativ Ungdom	119769598101853	Facebook	5	1	48481	9696	128	51
m13_17	male (13-17)	Sean Kelly MEP		340786422717552	Facebook	21	1	48463	11697	441	0
m13_17	male (13-17)	Ivan ŠTEFANEC		324560137683033	Facebook	21	1	48316	19465	214	27
m13_17	male (13-17)	Frank Psaila		458318884361628	Facebook	27	1	48303	11271	201	0
m13_17	male (13-17)	Luigi Pantisano		1006758069529993	Facebook	2	1	48243	23989	73	0
m13_17	male (13-17)	OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	44	1	47989	14287	112	5
