advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	65_	65+	HU	Hungary	51	1	3420753	1590053	7792	3429
Fidesz	Fidesz	9844779306	Facebook	65_	65+	HU	Hungary	76	1	2794453	1339543	9816	4836
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	65_	65+	HU	Hungary	81	1	1968839	814229	5253	2104
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	65_	65+	HU	Hungary	54	1	1389752	496720	3539	1188
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	65_	65+	HU	Hungary	121	1	1138852	393984	2236	719
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	65_	65+	HU	Hungary	43	1	1085042	405235	1526	421
MSZP	MSZP	115388925185513	Facebook	65_	65+	HU	Hungary	63	1	966388	421891	2158	972
Ádám Kósa Mep	Adam Kosa, Member of the European Parliament	237088069704442	Facebook	65_	65+	HU	Hungary	11	1	683201	292919	1808	835
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	65_	65+	HU	Hungary	19	1	623724	254557	1140	501
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	65_	65+	HU	Hungary	68	1	606424	218762	1099	313
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	65_	65+	HU	Hungary	26	1	581253	166355	1316	301
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	65_	65+	HU	Hungary	20	1	477536	163466	1022	245
PestiSracok.hu	PestiSrácok.hu	264517713636590	Facebook	65_	65+	HU	Hungary	26	1	470737	118353	1335	305
Budapest 10-es Választókerület		757956501234552	Facebook	65_	65+	HU	Hungary	24	1	424996	135566	971	200
Ujhelyi István dr.	MSZP	734217673259088	Facebook	65_	65+	HU	Hungary	31	1	423907	172218	1023	361
Dr. Molnár Csaba	Demokratikus Koalíció	306318386058001	Facebook	65_	65+	HU	Hungary	25	1	415786	106769	997	210
Morvai Krisztina		282077899700	Facebook	65_	65+	HU	Hungary	3	1	353784	176892	446	177
Jávor Benedek		131797633528377	Facebook	65_	65+	HU	Hungary	16	1	335886	105437	908	143
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	65_	65+	HU	Hungary	23	1	326015	71368	1104	288
Dr. Tóth Bertalan	MSZP	1425355697692924	Facebook	65_	65+	HU	Hungary	11	1	324416	110935	887	285
European Parliament		178362315106	Facebook	65_	65+	HU	Hungary	67	1	306228	124539	1322	199
Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	65_	65+	HU	Hungary	23	1	292628	110666	659	164
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	65_	65+	HU	Hungary	13	1	287331	103149	510	183
Dúró Dóra	Sipos 	191946490841225	Facebook	65_	65+	HU	Hungary	24	1	274569	112127	690	249
Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	65_	65+	HU	Hungary	12	1	247077	99716	414	132
