advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	d132	2019-05-12	HU	Hungary	17	1	1377967	626590	2372	989
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	d132	2019-05-12	HU	Hungary	67	1	1037268	328094	1709	408
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	d132	2019-05-12	HU	Hungary	35	1	986312	346163	886	202
Fidesz	Fidesz	9844779306	Facebook	d132	2019-05-12	HU	Hungary	8	1	924994	455000	3249	1624
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	d132	2019-05-12	HU	Hungary	22	1	846140	373205	614	242
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	d132	2019-05-12	HU	Hungary	13	1	410870	161508	819	365
MSZP	MSZP	115388925185513	Facebook	d132	2019-05-12	HU	Hungary	11	1	324767	141454	505	196
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	d132	2019-05-12	HU	Hungary	11	1	267495	102999	797	312
Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	d132	2019-05-12	HU	Hungary	9	1	184995	67000	456	114
European Greens	European Greens	141366725876424	Facebook	d132	2019-05-12	HU	Hungary	8	1	179161	86362	1036	232
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	d132	2019-05-12	HU	Hungary	9	1	171423	44785	228	64
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	d132	2019-05-12	HU	Hungary	3	1	166664	68333	412	159
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	d132	2019-05-12	HU	Hungary	18	1	138989	37999	495	136
Ökopolisz Alapítvány	Ökopolisz Alapítvány	244669668913278	Facebook	d132	2019-05-12	HU	Hungary	8	1	121593	49924	399	181
Fekete-Győr András	Momentum Mozgalom	128573907819549	Facebook	d132	2019-05-12	HU	Hungary	3	1	75497	14999	232	46
MSZP Budapest	MSZP Budapest	414715951917446	Facebook	d132	2019-05-12	HU	Hungary	9	1	66996	16999	202	50
Dr. Molnár Csaba	Demokratikus Koalíció	306318386058001	Facebook	d132	2019-05-12	HU	Hungary	7	1	58448	11690	196	48
Magyar Kétfarkú Kutya Párt	Magyar Kétfarkú Kutya Párt	14792493292	Facebook	d132	2019-05-12	HU	Hungary	7	1	55115	23824	73	16
Ádám Kósa Mep	Adam Kosa, Member of the European Parliament	237088069704442	Facebook	d132	2019-05-12	HU	Hungary	1	1	49999	19999	154	61
Sneider Tamás	Országgyűlés Hivatala Jobbik Frakció	329107800543535	Facebook	d132	2019-05-12	HU	Hungary	1	1	49998	9999	154	30
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	d132	2019-05-12	HU	Hungary	6	1	45824	10365	135	27
Dr. Keresztes László Lóránt	LMP - Lehet Más a Politika	132593883577930	Facebook	d132	2019-05-12	HU	Hungary	4	1	38331	8666	30	12
Demeter Márta	LMP - Lehet Más a Politika	1372750529476614	Facebook	d132	2019-05-12	HU	Hungary	4	1	34999	6999	108	21
Bana Tibor	Országgyűlés Hivatala Jobbik Frakció	184890488198962	Facebook	d132	2019-05-12	HU	Hungary	6	1	33498	8899	47	20
Nemzeti Agrárgazdasági Kamara - NAK		365977046868250	Facebook	d132	2019-05-12	HU	Hungary	1	1	33333	16666	25	5
Schmuck Erzsébet	LMP - Lehet Más a Politika	1461534750733248	Facebook	d132	2019-05-12	HU	Hungary	1	1	28571	14285	44	22
PestiSracok.hu	PestiSrácok.hu	264517713636590	Facebook	d132	2019-05-12	HU	Hungary	1	1	24999	12500	38	19
Dr. Tóth Bertalan	MSZP	1425355697692924	Facebook	d132	2019-05-12	HU	Hungary	3	1	21954	7977	51	16
Farkas Gergely	Országgyűlés Hivatala Jobbik Frakció	428800467250448	Facebook	d132	2019-05-12	HU	Hungary	4	1	20415	4083	35	9
Stummer János	Országgyűlés Hivatala Jobbik Frakció	134984140045777	Facebook	d132	2019-05-12	HU	Hungary	1	1	16666	3333	51	10
