region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
andalusia	Andalusia	ES	Spain	9827	1300	55081455	19205074	388527	44290
aragon	Aragón	ES	Spain	10886	976	15145851	3387901	466422	4325
balearic_islands	Balearic Islands	ES	Spain	6744	1018	9124504	2729989	56941	4869
cantabria	Cantabria	ES	Spain	5902	846	1185162	298357	16023	520
castilla_y_leon	Castilla y Leon	ES	Spain	9267	1021	14302829	4331878	185367	9484
castilla_la_mancha	Castilla-La Mancha	ES	Spain	7892	995	6381307	2005952	66018	4110
cataluna	Cataluña	ES	Spain	9457	1405	59171059	22746959	376164	56753
comunidad_valenciana	Comunidad Valenciana	ES	Spain	9326	1242	41628574	15684750	241948	37781
comunidad_de_madrid	Comunidad de Madrid	ES	Spain	8734	1278	29069751	11184634	183703	27242
extremadura	Extremadura	ES	Spain	6139	890	5428201	1646657	55521	2394
galicia	Galicia	ES	Spain	7615	1025	14180415	4509264	134281	9247
islas_canarias	Islas Canarias	ES	Spain	7469	1124	16240539	5255187	97825	8326
la_rioja	La Rioja	ES	Spain	5649	880	2246210	604526	23065	842
navarra	Navarra	ES	Spain	6149	831	1558155	472434	17865	1601
pais_vasco	País Vasco	ES	Spain	5809	1003	5281422	1694411	44091	3268
principality_of_asturias	Principality of Asturias	ES	Spain	6484	909	3946253	1319289	28582	2624
region_of_murcia	Region of Murcia	ES	Spain	6749	1005	4110440	1188690	30503	1559
