audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	MT	Malta	3888	714	6269492	2193018	33926	3073
m35_44	male (35-44)	MT	Malta	3838	709	5035844	1706819	27854	2044
m18_24	male (18-24)	MT	Malta	3589	651	4469215	1551259	24216	1996
m45_54	male (45-54)	MT	Malta	3714	679	3556409	1173914	20725	1404
f55_64	female (55-64)	MT	Malta	3380	660	3490724	1136042	22065	1325
f25_34	female (25-34)	MT	Malta	4127	744	3148066	1161969	16723	1814
m55_64	male (55-64)	MT	Malta	3242	640	3099651	988423	18607	1115
f18_24	female (18-24)	MT	Malta	3763	671	2977444	1076062	15217	1455
f35_44	female (35-44)	MT	Malta	4062	730	2974912	1064889	16107	1432
f65_	female (65+)	MT	Malta	3120	593	2759522	874704	17486	960
f45_54	female (45-54)	MT	Malta	3938	705	2673075	918490	15761	1203
m65_	male (65+)	MT	Malta	3029	578	2423869	761324	14710	843
m13_17	male (13-17)	MT	Malta	1155	156	850676	273277	4781	264
f13_17	female (13-17)	MT	Malta	1178	166	806486	262731	4460	258
u35_44	unknown (35-44)	MT	Malta	3444	627	76150	25814	425	33
u25_34	unknown (25-34)	MT	Malta	3232	619	43299	15295	233	24
u45_54	unknown (45-54)	MT	Malta	3132	575	41869	13954	263	18
u55_64	unknown (55-64)	MT	Malta	2520	510	31053	10127	195	12
u65_	unknown (65+)	MT	Malta	2280	466	20341	6547	126	8
u18_24	unknown (18-24)	MT	Malta	2174	504	9727	3423	56	5
u13_17	unknown (13-17)	MT	Malta	481	123	2986	984	16	0
