gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
u	unknown	EE	Estonia	Inimõiguste Instituut / Estonian Institute of Human Rights		144333745668266	Facebook	7	1	10809	4899	24	6
u	unknown	EE	Estonia	European Parliament		178362315106	Facebook	22	1	7027	3112	76	19
u	unknown	EE	Estonia	Isamaa erakond	Isamaa erakond	321163977576	Facebook	10	1	6115	2594	26	8
u	unknown	EE	Estonia	Igor Gräzin	Igor Gräzin	339367456669277	Facebook	28	1	5853	2399	19	2
u	unknown	EE	Estonia	Veriff		959442754113350	Facebook	3	1	5260	2280	8	1
u	unknown	EE	Estonia	Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	6	1	5182	2313	14	4
u	unknown	EE	Estonia	Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	73	1	5155	1308	29	0
u	unknown	EE	Estonia	Urmas Paet	Paet Urmas	223092011815453	Facebook	34	1	4861	1064	20	0
u	unknown	EE	Estonia	Kialo		729627343834501	Facebook	352	1	4440	1678	31	7
u	unknown	EE	Estonia	Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	26	1	3700	1482	22	2
u	unknown	EE	Estonia	Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	37	1	2938	744	32	3
u	unknown	EE	Estonia	European Greens	European Greens	141366725876424	Facebook	10	1	1627	587	5	0
u	unknown	EE	Estonia	Jaak Madison	Madison Jaak	536519246456733	Facebook	10	1	1349	288	7	1
u	unknown	EE	Estonia	Triin Saag	Saag Triin	2012394932389774	Facebook	30	1	1140	315	12	0
u	unknown	EE	Estonia	Pepe Mardiste		1436271733110292	Facebook	1	1	578	115	1	0
u	unknown	EE	Estonia	Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	24	1	509	116	9	0
u	unknown	EE	Estonia	Yoko Alender		709212302463805	Facebook	22	1	488	146	11	0
u	unknown	EE	Estonia	Keskerakond	Keskerakond	161252453921396	Facebook	10	1	480	112	1	0
u	unknown	EE	Estonia	Rimi Eesti		217485440760	Facebook	1	1	465	232	2	0
u	unknown	EE	Estonia	Marina Kaljurand	Marina Kaljurand	651496914998204	Facebook	9	1	463	101	3	0
u	unknown	EE	Estonia	Tartumaa Rohelised		1353771811435346	Facebook	1	1	454	90	0	0
u	unknown	EE	Estonia	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	24	1	452	140	6	0
u	unknown	EE	Estonia	Toitumisnõustaja Erik Orgu		592673214085550	Facebook	2	1	444	171	1	0
u	unknown	EE	Estonia	Riho Terras		2217643278496367	Facebook	3	1	406	89	2	0
u	unknown	EE	Estonia	MTÜ Eesti Tuumajaam		153182254702931	Facebook	1	1	383	76	0	0
