spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	LU	Luxembourg	2495	651	10407690	2632834	67974	8
50_100	50 - 100	LU	Luxembourg	2719	645	137589	49002	651	70
100_1k	100 - 1k	LU	Luxembourg	979	271	8489451	3689694	41124	9969
1k_5k	1k - 5k	LU	Luxembourg	102	38	192148	89853	1377	316
5k_10k	5k - 10k	LU	Luxembourg	10	9	22233	11088	259	115
10k_50k	10k - 50k	LU	Luxembourg	1	1	1440	720	64	12
