gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	BE	Belgium	sp.a	sp.a	57253967150	Facebook	419	1	22077189	8853511	106583	22979
f	female	BE	Belgium	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	118	1	12495661	5173461	37407	9439
f	female	BE	Belgium	Vlaams Belang	Vlaams Belang	56605856504	Facebook	66	1	10997155	5045427	72288	16005
f	female	BE	Belgium	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	94	1	8966184	3843185	81266	18788
f	female	BE	Belgium	European Parliament		178362315106	Facebook	174	1	8830497	3805704	59000	12592
f	female	BE	Belgium	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	112	1	6074920	2851357	23134	4703
f	female	BE	Belgium	Sign for my Future		1345513882259768	Facebook	74	1	5512192	2292103	40912	9163
f	female	BE	Belgium	Open Vld	Open Vld	53668151866	Facebook	344	1	4418542	1591581	37101	5970
f	female	BE	Belgium	Groen	Groen	84920854319	Facebook	180	1	4247660	1498581	20049	2855
f	female	BE	Belgium	Peter Mertens	PVDA	236485149843971	Facebook	489	1	3306011	1004315	41267	4091
f	female	BE	Belgium	IKEA	IKEA	112961202185776	Facebook	78	1	3198401	1163213	12286	2175
f	female	BE	Belgium	John Crombez	sp.a	264131406977201	Facebook	83	1	3136993	1255916	18590	3781
f	female	BE	Belgium	Facebook Brussels	Facebook	287739491272583	Facebook	16	1	2717313	1172584	26378	6770
f	female	BE	Belgium	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	72	1	2602455	1065704	49050	11176
f	female	BE	Belgium	Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	87	1	2013910	804011	4507	318
f	female	BE	Belgium	DéFI	DéFI	173518112695794	Facebook	149	1	1784159	439383	10103	1030
f	female	BE	Belgium	Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	107	1	1665142	564717	10754	1951
f	female	BE	Belgium	VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	69	1	1337238	499675	17854	3910
f	female	BE	Belgium	European Greens	European Greens	141366725876424	Facebook	23	1	1294947	568961	8337	2187
f	female	BE	Belgium	CD&V	CD&V	52997544531	Facebook	101	1	1250386	381986	8966	1161
f	female	BE	Belgium	Mutualité chrétienne (MC)	Mutualité chrétienne (MC)	180233078762668	Facebook	61	1	1201778	350945	7026	1004
f	female	BE	Belgium	Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	14	1	1171649	509977	6906	2244
f	female	BE	Belgium	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	95	1	1007094	314871	3390	208
f	female	BE	Belgium	Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	13	1	1000338	421298	4117	1119
f	female	BE	Belgium	Greenpeace Belgium		73232790238	Facebook	84	1	853390	306577	8570	891
f	female	BE	Belgium	Maurits Vande Reyde	Vande Reyde Maurits Jozef	1797427180478228	Facebook	83	1	842153	237221	6061	384
f	female	BE	Belgium	Kialo		729627343834501	Facebook	370	1	679128	267373	5065	1120
f	female	BE	Belgium	UNICEF Belgium	UNICEF Belgium	60589646095	Facebook	17	1	646067	261297	3922	677
f	female	BE	Belgium	Kathleen Van Brempt	Kathleen Van Brempt	206193139504506	Facebook	123	1	620744	138144	5978	176
f	female	BE	Belgium	MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	46	1	607204	178851	4777	776
f	female	BE	Belgium	L'OCCITANE en Provence		161197393938517	Facebook	5	1	594605	233095	2071	808
f	female	BE	Belgium	sp.a West-Vlaanderen	sp.a West-Vlaanderen	269157793205215	Facebook	29	1	590448	227996	2453	360
f	female	BE	Belgium	Brecht Warnez	Warnez Brecht Luc T	998887823550443	Facebook	142	1	571003	154119	7248	57
f	female	BE	Belgium	European Youth Forum		80161254850	Facebook	2	1	529668	264008	2688	526
f	female	BE	Belgium	Unis pour les Droits Humains		1642871805813802	Facebook	17	1	502201	216210	469	17
f	female	BE	Belgium	Conner Rousseau	Conner Rousseau	942750852588816	Facebook	30	1	490672	105457	4876	1013
f	female	BE	Belgium	CD&V Limburg	CD&V Limburg	495564387205601	Facebook	23	1	490635	114573	3942	711
f	female	BE	Belgium	Le racisme, vous valez mieux que ça		1858720887787052	Facebook	5	1	474907	192728	1420	458
f	female	BE	Belgium	Jan Jambon	Nieuw-Vlaamse Alliantie	60317812912	Facebook	5	1	472410	200287	4019	993
f	female	BE	Belgium	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	53	1	471640	185646	2091	388
f	female	BE	Belgium	Gelijke kansen - Egalité des chances		1757055917947545	Facebook	92	1	463034	119883	5481	0
f	female	BE	Belgium	The Bamboo Brush Society		1152885191422950	Facebook	41	1	458376	151612	3375	512
f	female	BE	Belgium	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	84	1	409835	121748	1730	189
f	female	BE	Belgium	Joris Vandenbroucke	Vandenbroucke Joris Jeroen J	984867054996076	Facebook	15	1	407634	172402	1988	341
f	female	BE	Belgium	Marc Lejeune - 3ème au CDH à la Région	Marc Jean-Marie P Lejeune	1115141181990895	Facebook	161	1	398269	75363	8700	58
f	female	BE	Belgium	Thuisverpleging		372390586890911	Facebook	9	1	395403	162717	704	51
f	female	BE	Belgium	Johan Van Overtveldt		275607285891320	Facebook	13	1	368602	155481	3105	663
f	female	BE	Belgium	Sabine de Bethune		254157758598438	Facebook	12	1	363401	104153	1655	191
f	female	BE	Belgium	UNHCR Belgium		948453825344452	Facebook	1	1	337796	135119	3377	675
f	female	BE	Belgium	Fight For €14 - NL		296330127745778	Facebook	23	1	315477	94480	1373	0
f	female	BE	Belgium	Shopwala Europe		393367314768104	Facebook	12	1	314987	107999	2926	712
f	female	BE	Belgium	Jos D'Haese	PVDA	1397002987227704	Facebook	72	1	314578	61855	4567	370
f	female	BE	Belgium	Bart De Wever		24079407056	Facebook	2	1	307404	122962	3073	614
f	female	BE	Belgium	ExxonMobil		925007000949719	Facebook	26	1	306323	64730	2283	343
f	female	BE	Belgium	Salsa Rica Dance Company		727875134045965	Facebook	2	1	296643	111285	627	125
f	female	BE	Belgium	Vrouw & Maatschappij - CD&V politica	Vrouw & Maatschappij	268844173157989	Facebook	12	1	284878	89578	1146	0
f	female	BE	Belgium	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	55	1	274065	96014	1648	269
f	female	BE	Belgium	Sander Loones	Nieuw-Vlaamse Alliantie	575160279283539	Facebook	15	1	270509	65951	1954	447
f	female	BE	Belgium	Vluchtelingenwerk Vlaanderen		81497097451	Facebook	7	1	260807	94539	376	0
f	female	BE	Belgium	Kim De Witte	PVDA	315662412174661	Facebook	12	1	256517	74675	2225	429
f	female	BE	Belgium	Theo Francken		483497581789280	Facebook	7	1	246046	107198	1274	249
f	female	BE	Belgium	Geert Bourgeois	Nieuw-Vlaamse Alliantie	649429725077632	Facebook	11	1	233935	95026	1870	707
f	female	BE	Belgium	Zuhal Demir	Nieuw-Vlaamse Alliantie	453932394796444	Facebook	13	1	232912	65624	813	47
f	female	BE	Belgium	Marie Arena		109149719130331	Facebook	21	1	227616	75666	854	33
f	female	BE	Belgium	one brussels	one.brussels	244157445635331	Facebook	16	1	225530	52887	1319	120
f	female	BE	Belgium	Manu Diericx	Diericx Manu Romain C	311729416012864	Facebook	16	1	219876	78921	1012	75
f	female	BE	Belgium	WWF-Belgium	WWF-Belgium	110844205773	Facebook	25	1	214986	83925	1510	87
f	female	BE	Belgium	Sofian El Sayd - 61e sur la liste régionale du PS bruxellois		1951525111537961	Facebook	4	1	209712	93510	588	104
f	female	BE	Belgium	Jan Cornillie		980619838787000	Facebook	21	1	205879	83670	1042	91
f	female	BE	Belgium	Solvari België		118790941561498	Facebook	6	1	202725	73949	2063	397
f	female	BE	Belgium	350.org		12185972707	Facebook	32	1	199448	51130	1310	192
f	female	BE	Belgium	Hugues Bayet	Julien Fanuel 	538840262914740	Facebook	8	1	199174	59509	650	59
f	female	BE	Belgium	Klang der Solidarität		385076005313967	Facebook	48	1	198013	65551	358	13
f	female	BE	Belgium	Hans Maes		1181238155301995	Facebook	38	1	192397	49491	1688	102
f	female	BE	Belgium	ProDG	ProDG	89846075866	Facebook	35	1	188070	52756	2266	116
f	female	BE	Belgium	JONG CD&V	JONG CD&V	638247042856542	Facebook	8	1	187267	56099	760	112
f	female	BE	Belgium	Linda Lauwers -  18de plaats Kamer N-VA	Meeus Yannick	700417286687969	Facebook	38	1	186042	64998	2177	0
f	female	BE	Belgium	Kris Peeters	Kris Peeters	192181027566488	Facebook	14	1	172624	41715	1105	130
