gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	BG	Bulgaria	European Parliament		178362315106	Facebook	53	1	2353723	1093811	4768	1165
f	female	BG	Bulgaria	Демократична България	Демократична България	995342840629890	Facebook	35	1	997361	360989	2381	284
f	female	BG	Bulgaria	Приоритети	БЗНС	1163987410423594	Facebook	56	1	730189	266077	2616	84
f	female	BG	Bulgaria	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	51	1	537575	249975	1101	315
f	female	BG	Bulgaria	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	54	1	466701	191649	2054	478
f	female	BG	Bulgaria	Kialo		729627343834501	Facebook	256	1	431016	165886	2463	572
f	female	BG	Bulgaria	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	25	1	408188	158202	1041	141
f	female	BG	Bulgaria	Път на младите	Път на младите	2051476654950711	Facebook	16	1	407460	138600	1484	152
f	female	BG	Bulgaria	Европейски парламент в България		163350039852	Facebook	1	1	368076	147231	3680	736
f	female	BG	Bulgaria	Бареков и Байрактаров без цензура - ТВ предаване		405986069871245	Facebook	10	1	346500	126234	692	214
f	female	BG	Bulgaria	informo.bg	informo.bg	262524054082832	Facebook	6	1	298884	132064	638	94
f	female	BG	Bulgaria	Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	23	1	296256	62357	1159	0
f	female	BG	Bulgaria	Стефан Тафров	Стефан Тафров	233810563693016	Facebook	38	1	281407	64580	1558	0
f	female	BG	Bulgaria	European Greens	European Greens	141366725876424	Facebook	9	1	259874	118102	1015	227
f	female	BG	Bulgaria	ПП ГЕРБ - София		336639303182606	Facebook	1	1	228746	91498	203	40
f	female	BG	Bulgaria	Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	17	1	147165	35461	636	0
f	female	BG	Bulgaria	Партия на ЗЕЛЕНИТЕ	Mitrakiev Boyan	1438204226503681	Facebook	13	1	132039	26804	409	0
f	female	BG	Bulgaria	За Петър Чобанов	Chobanov Petar	762986410409232	Facebook	24	1	131934	29596	1032	0
f	female	BG	Bulgaria	Valeri Simeonov		1967166133516609	Facebook	22	1	130031	31197	567	0
f	female	BG	Bulgaria	Volen Siderov		48268614826	Facebook	22	1	124495	27234	422	0
f	female	BG	Bulgaria	България на Труда и Разума - БТР		709384432421964	Facebook	8	1	118739	24722	232	0
f	female	BG	Bulgaria	Bright Life Today		806186806171908	Facebook	2	1	112120	46264	127	0
f	female	BG	Bulgaria	European Youth Event		919232861444360	Facebook	6	1	99969	44585	279	69
f	female	BG	Bulgaria	European Commission		107898832590939	Facebook	3	1	89693	44846	301	69
f	female	BG	Bulgaria	Ангел Джамбазки	Войчин Мирчо	139581756144530	Facebook	9	1	85846	27295	256	0
