age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	UK	United Kingdom	3211	882	6482352	2029954	54673	1929
18_24	18-24	UK	United Kingdom	41173	4529	131643446	46653552	1452516	189095
25_34	25-34	UK	United Kingdom	44744	4855	176364389	62028010	2018544	289551
35_44	35-44	UK	United Kingdom	47984	4834	153941545	52236322	1914171	270365
45_54	45-54	UK	United Kingdom	47258	4708	151297328	50386325	1967069	268197
55_64	55-64	UK	United Kingdom	45287	4454	127522437	41617538	1687395	219432
65_	65+	UK	United Kingdom	43072	4150	109811894	35495838	1460022	186393
