region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
greater_poland_voivodeship	Greater Poland Voivodeship	PL	Poland	4127	1010	5266547	1829320	14091	2326
kuyavian_pomeranian_voivodeship	Kuyavian-Pomeranian Voivodeship	PL	Poland	3734	906	5609923	1810797	16896	2858
lesser_poland_voivodeship	Lesser Poland Voivodeship	PL	Poland	4221	1053	4362991	1478062	14537	2230
lower_silesian_voivodeship	Lower Silesian Voivodeship	PL	Poland	4132	1051	4359312	1424527	14221	2322
lublin_voivodeship	Lublin Voivodeship	PL	Poland	3631	872	7298288	2658112	17625	3275
lubusz_voivodeship	Lubusz Voivodeship	PL	Poland	3328	842	794520	223793	2627	390
masovian_voivodeship	Masovian Voivodeship	PL	Poland	5083	1166	22597514	7774094	93212	19068
opole_voivodeship	Opole Voivodeship	PL	Poland	3369	817	606479	145850	1816	191
podkarpackie_voivodeship	Podkarpackie Voivodeship	PL	Poland	3382	845	1758003	592622	4360	611
podlaskie_voivodeship	Podlaskie Voivodeship	PL	Poland	3297	804	1299322	414244	3290	500
pomeranian_voivodeship	Pomeranian Voivodeship	PL	Poland	3910	965	5339908	1738468	15643	2749
silesian_voivodeship	Silesian Voivodeship	PL	Poland	4263	1042	11463345	3831560	29376	4954
warmian_masurian_voivodeship	Warmian-Masurian Voivodeship	PL	Poland	3407	817	1953026	610573	4472	874
west_pomeranian_voivodeship	West Pomeranian Voivodeship	PL	Poland	3668	900	2735977	813945	10854	1633
lodz_voivodeship	Łódź Voivodeship	PL	Poland	3970	961	5392056	1677046	13816	2112
swietokrzyskie_voivodeship	Świętokrzyskie Voivodeship	PL	Poland	3277	775	1060785	300007	2923	453
