country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LT	Lithuania	m18_24	male (18-24)	2235	573	5445285	2049669	21097	3124
LT	Lithuania	m25_34	male (25-34)	2521	637	5115821	1855714	21033	2918
LT	Lithuania	f18_24	female (18-24)	2346	576	4848375	1885918	18342	2647
LT	Lithuania	f45_54	female (45-54)	2581	602	4586668	1771410	15466	1930
LT	Lithuania	f35_44	female (35-44)	2672	627	4483391	1774712	14850	2197
LT	Lithuania	m35_44	male (35-44)	2512	622	3945833	1534215	13527	1976
LT	Lithuania	f55_64	female (55-64)	1955	559	3942630	1426053	14457	1149
LT	Lithuania	f25_34	female (25-34)	2676	641	3564947	1321136	15480	2092
LT	Lithuania	m45_54	male (45-54)	2411	590	2494513	933053	8975	1087
LT	Lithuania	f65_	female (65+)	1723	496	1798929	623709	7624	514
LT	Lithuania	m55_64	male (55-64)	1840	550	1290363	453440	4653	352
LT	Lithuania	m65_	male (65+)	1638	490	589439	206635	2320	169
LT	Lithuania	f13_17	female (13-17)	262	97	147695	60750	395	45
LT	Lithuania	m13_17	male (13-17)	244	91	133300	53120	454	60
LT	Lithuania	u35_44	unknown (35-44)	2204	548	55096	20509	223	31
LT	Lithuania	u25_34	unknown (25-34)	2107	544	33832	12080	159	22
LT	Lithuania	u45_54	unknown (45-54)	1908	499	14524	5279	65	8
LT	Lithuania	u18_24	unknown (18-24)	1625	435	10772	4019	51	7
LT	Lithuania	u55_64	unknown (55-64)	1312	442	6526	2286	25	2
LT	Lithuania	u65_	unknown (65+)	1175	400	5077	1830	18	1
LT	Lithuania	u13_17	unknown (13-17)	172	73	311	126	1	0
