spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	NL	Netherlands	4478	1256	16423026	4094275	180718	62
50_100	50 - 100	NL	Netherlands	4771	1233	796410	289044	4831	759
100_1k	100 - 1k	NL	Netherlands	1468	410	44489866	17881497	245054	70741
1k_5k	1k - 5k	NL	Netherlands	160	57	27162886	11956998	292885	59105
5k_10k	5k - 10k	NL	Netherlands	10	7	540328	219411	11267	5317
10k_50k	10k - 50k	NL	Netherlands	1	1	32659	16329	1453	290
