advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
AMERISOFT SRL		AR573801583431647232	Google	1m_10m	1m - 10m	78	1	92115255	9211525	6095	535
Future Innovation SRL		AR474748779908562944	Google	1m_10m	1m - 10m	36	1	87098097	8709809	275894	4761
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	1m_10m	1m - 10m	58	1	70842452	7084245	348141	6115
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	1m_10m	1m - 10m	27	1	50071369	5007136	182574	3180
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	1m_10m	1m - 10m	35	1	41040457	4104045	102395	2006
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	1m_10m	1m - 10m	38	1	34317445	3431744	113985	2212
Freiheitliche Partei Österreich		AR333020356698701824	Google	1m_10m	1m - 10m	16	1	31507836	3150783	144494	14389
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	1m_10m	1m - 10m	21	1	29199935	2919993	204098	15357
SOCIALDEMOKRATIET		AR271193993235136512	Google	1m_10m	1m - 10m	46	1	17660430	1766043	338809	5759
HEADS, s.r.o.		AR356967719951663104	Google	1m_10m	1m - 10m	15	1	15954602	1595460	26425	582
Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	1m_10m	1m - 10m	22	1	14248761	1424876	205302	3421
KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	1m_10m	1m - 10m	19	1	13345671	1334567	1615	146
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	1m_10m	1m - 10m	6	1	13245332	1324533	55239	933
Det Konservative Folkeparti		AR40969452518375424	Google	1m_10m	1m - 10m	13	1	11539491	1153949	79622	1389
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	1m_10m	1m - 10m	25	1	11338800	1133880	1921	171
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	1m_10m	1m - 10m	11	1	10937431	1093743	1359	131
Partido Animalista PACMA		AR145115193901318144	Google	1m_10m	1m - 10m	7	1	9733311	973331	39806	692
Občanska demokraticka strana		AR386241117529571328	Google	1m_10m	1m - 10m	6	1	9432281	943228	18638	357
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	1m_10m	1m - 10m	31	1	9331929	933192	466	0
Párbeszéd Magyarországért		AR567356246269624320	Google	1m_10m	1m - 10m	5	1	9131251	913125	25136	456
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	1m_10m	1m - 10m	16	1	8629530	862953	117908	2007
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	1m_10m	1m - 10m	26	1	7826779	782677	2829	270
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	1m_10m	1m - 10m	26	1	7826779	782677	12387	481
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	1m_10m	1m - 10m	12	1	7425410	742541	642	50
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	1m_10m	1m - 10m	12	1	7425410	742541	1184	110
Sotsiaaldemokraatlik Erakond		AR61981944358895616	Google	1m_10m	1m - 10m	12	1	7425410	742541	31758	642
Alternativet		AR198061076825243648	Google	1m_10m	1m - 10m	11	1	7124380	712438	40488	762
Suomen Keskusta r.p.		AR441112520191639552	Google	1m_10m	1m - 10m	10	1	6823350	682335	84739	1424
Partido Popular Regional De Canarias		AR288284801977286656	Google	1m_10m	1m - 10m	19	1	5719569	571956	2047	195
NEA DEMOKRATIA		AR351183464155840512	Google	1m_10m	1m - 10m	5	1	5318200	531820	21824	401
Slovenska demokratska stranka		AR170068335415787520	Google	1m_10m	1m - 10m	17	1	5117509	511750	526	30
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	1m_10m	1m - 10m	3	1	4716140	471614	21523	371
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	1m_10m	1m - 10m	15	1	4515449	451544	1851	180
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	1m_10m	1m - 10m	15	1	4515449	451544	55540	1038
Partido Socialista Obrero Español de Castilla y León		AR476313110076981248	Google	1m_10m	1m - 10m	2	1	4415110	441511	356	35
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	1m_10m	1m - 10m	14	1	4214419	421441	1971	195
Arnora Oy		AR181544213152792576	Google	1m_10m	1m - 10m	1	1	4114080	411408	205	20
Nye Borgerlige		AR447862147196649472	Google	1m_10m	1m - 10m	1	1	4114080	411408	205	20
Open Vld		AR369049153717665792	Google	1m_10m	1m - 10m	13	1	3913389	391338	19717	466
Sloboda a Solidarita		AR242125929453715456	Google	1m_10m	1m - 10m	12	1	3612359	361235	1128	105
CDA Doetinchem		AR453512812329697280	Google	1m_10m	1m - 10m	11	1	3311329	331132	571	45
COALICION CANARIA		AR489541609348661248	Google	1m_10m	1m - 10m	11	1	3311329	331132	10265	270
SPD		AR456734381399080960	Google	1m_10m	1m - 10m	9	1	2709269	270926	90308	10235
Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	1m_10m	1m - 10m	9	1	2709269	270926	72397	1219
Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	1m_10m	1m - 10m	9	1	2709269	270926	1354	135
Cink, s.r.o.		AR361287976015101952	Google	1m_10m	1m - 10m	8	1	2408239	240823	797	75
Socialdemokratiet i Region Midtjylland		AR258908874940088320	Google	1m_10m	1m - 10m	7	1	2107209	210720	9798	225
UAB "BPN LT"		AR135010682042056704	Google	1m_10m	1m - 10m	6	1	1806179	180617	903	90
SPOLU - občianska demokracia		AR194838133366325248	Google	1m_10m	1m - 10m	6	1	1806179	180617	18663	361
Venstres Landsorganisation		AR283015942256984064	Google	1m_10m	1m - 10m	6	1	1806179	180617	54185	903
Fondation Populaire		AR320938922932699136	Google	1m_10m	1m - 10m	6	1	1806179	180617	18663	361
OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO)		AR392996516970627072	Google	1m_10m	1m - 10m	6	1	1806179	180617	27544	496
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	1m_10m	1m - 10m	6	1	1806179	180617	903	90
Liberal Alliance		AR183859784640888832	Google	1m_10m	1m - 10m	5	1	1505149	150514	45154	752
Pametno		AR222880077921124352	Google	1m_10m	1m - 10m	5	1	1505149	150514	75	0
mmb media agentur d.o.o.		AR524572049809604608	Google	1m_10m	1m - 10m	5	1	1505149	150514	75	0
Progresívne Slovensko		AR114793686864232448	Google	1m_10m	1m - 10m	4	1	1204119	120411	602	60
Strana nezávislosti České republiky		AR465054111008555008	Google	1m_10m	1m - 10m	4	1	1204119	120411	195	15
Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	1m_10m	1m - 10m	4	1	1204119	120411	27243	466
Fianna Fáil		AR101183107301900288	Google	1m_10m	1m - 10m	3	1	903089	90308	316	30
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	1m_10m	1m - 10m	3	1	903089	90308	18212	316
Rumilus Design Oy		AR391102333313875968	Google	1m_10m	1m - 10m	3	1	903089	90308	45	0
DOPRAVA		AR56197688563073024	Google	1m_10m	1m - 10m	3	1	903089	90308	27092	451
Saku Petteri Räty		AR196651502918434816	Google	1m_10m	1m - 10m	2	1	602059	60205	18061	301
Bündnis90/ Die Grünen		AR207068276079984640	Google	1m_10m	1m - 10m	2	1	602059	60205	18061	301
Jukka Kopra		AR232680299937398784	Google	1m_10m	1m - 10m	2	1	602059	60205	18061	301
HLAS		AR312619193323225088	Google	1m_10m	1m - 10m	2	1	602059	60205	30	0
Petteri Rädyn tukiyhdistys ry		AR427131130332839936	Google	1m_10m	1m - 10m	2	1	602059	60205	18061	301
SF - Socialistisk Folkeparti		AR76998249537339392	Google	1m_10m	1m - 10m	2	1	602059	60205	18061	301
Sozialdemokratische Partei Österreich		AR89974685768351744	Google	1m_10m	1m - 10m	2	1	602059	60205	18061	301
