advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
AMERISOFT SRL		AR573801583431647232	Google	500k_1m	500k - 1m	60	1	18061799	1806179	2393	165
SOCIALDEMOKRATIET		AR271193993235136512	Google	500k_1m	500k - 1m	45	1	13546349	1354634	326467	5554
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	500k_1m	500k - 1m	44	1	13245319	1324531	175349	3236
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	500k_1m	500k - 1m	32	1	9632959	963295	39931	978
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	500k_1m	500k - 1m	31	1	9331929	933192	466	0
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	500k_1m	500k - 1m	27	1	8127809	812780	3657	361
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	500k_1m	500k - 1m	26	1	7826779	782677	2829	270
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	500k_1m	500k - 1m	26	1	7826779	782677	12387	481
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	500k_1m	500k - 1m	24	1	7224719	722471	1715	150
Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	500k_1m	500k - 1m	20	1	6020599	602059	180617	3010
Partido Popular Regional De Canarias		AR288284801977286656	Google	500k_1m	500k - 1m	19	1	5719569	571956	2047	195
Slovenska demokratska stranka		AR170068335415787520	Google	500k_1m	500k - 1m	17	1	5117509	511750	526	30
KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	500k_1m	500k - 1m	17	1	5117509	511750	1204	105
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	500k_1m	500k - 1m	16	1	4816479	481647	46810	918
Future Innovation SRL		AR474748779908562944	Google	500k_1m	500k - 1m	16	1	4816479	481647	29049	647
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	500k_1m	500k - 1m	15	1	4515449	451544	1851	180
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	500k_1m	500k - 1m	15	1	4515449	451544	117702	1986
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	500k_1m	500k - 1m	15	1	4515449	451544	55540	1038
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	500k_1m	500k - 1m	15	1	4515449	451544	117702	1986
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	500k_1m	500k - 1m	14	1	4214419	421441	1971	195
Open Vld		AR369049153717665792	Google	500k_1m	500k - 1m	13	1	3913389	391338	19717	466
Sloboda a Solidarita		AR242125929453715456	Google	500k_1m	500k - 1m	12	1	3612359	361235	1128	105
HEADS, s.r.o.		AR356967719951663104	Google	500k_1m	500k - 1m	12	1	3612359	361235	1535	150
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	500k_1m	500k - 1m	11	1	3311329	331132	436	30
Det Konservative Folkeparti		AR40969452518375424	Google	500k_1m	500k - 1m	11	1	3311329	331132	54937	978
