advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
AMERISOFT SRL		AR573801583431647232	Google	200k_500k	200k - 500k	60	1	23876400	2387640	3163	218
SOCIALDEMOKRATIET		AR271193993235136512	Google	200k_500k	200k - 500k	45	1	17907300	1790730	431565	7341
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	200k_500k	200k - 500k	44	1	17509360	1750936	231800	4277
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	200k_500k	200k - 500k	32	1	12734080	1273408	52786	1293
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	200k_500k	200k - 500k	31	1	12336140	1233614	616	0
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	200k_500k	200k - 500k	27	1	10744380	1074438	4834	477
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	200k_500k	200k - 500k	26	1	10346440	1034644	3740	358
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	200k_500k	200k - 500k	26	1	10346440	1034644	16375	636
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	200k_500k	200k - 500k	24	1	9550560	955056	2268	198
Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	200k_500k	200k - 500k	20	1	7958800	795880	238764	3979
Partido Popular Regional De Canarias		AR288284801977286656	Google	200k_500k	200k - 500k	19	1	7560860	756086	2705	258
Slovenska demokratska stranka		AR170068335415787520	Google	200k_500k	200k - 500k	17	1	6764980	676498	696	39
KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	200k_500k	200k - 500k	17	1	6764980	676498	1591	139
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	200k_500k	200k - 500k	16	1	6367040	636704	61879	1213
Future Innovation SRL		AR474748779908562944	Google	200k_500k	200k - 500k	16	1	6367040	636704	38401	855
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	200k_500k	200k - 500k	15	1	5969100	596910	2447	238
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	200k_500k	200k - 500k	15	1	5969100	596910	155594	2626
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	200k_500k	200k - 500k	15	1	5969100	596910	73419	1372
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	200k_500k	200k - 500k	15	1	5969100	596910	155594	2626
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	200k_500k	200k - 500k	14	1	5571160	557116	2606	258
Open Vld		AR369049153717665792	Google	200k_500k	200k - 500k	13	1	5173220	517322	26065	616
Sloboda a Solidarita		AR242125929453715456	Google	200k_500k	200k - 500k	12	1	4775280	477528	1492	139
HEADS, s.r.o.		AR356967719951663104	Google	200k_500k	200k - 500k	12	1	4775280	477528	2029	198
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	200k_500k	200k - 500k	11	1	4377340	437734	577	39
Det Konservative Folkeparti		AR40969452518375424	Google	200k_500k	200k - 500k	11	1	4377340	437734	72624	1293
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	200k_500k	200k - 500k	11	1	4377340	437734	1293	119
CDA Doetinchem		AR453512812329697280	Google	200k_500k	200k - 500k	11	1	4377340	437734	756	59
COALICION CANARIA		AR489541609348661248	Google	200k_500k	200k - 500k	11	1	4377340	437734	13569	358
Sotsiaaldemokraatlik Erakond		AR61981944358895616	Google	200k_500k	200k - 500k	11	1	4377340	437734	25667	577
Alternativet		AR198061076825243648	Google	200k_500k	200k - 500k	10	1	3979400	397940	37207	736
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	200k_500k	200k - 500k	9	1	3581460	358146	1253	119
Freiheitliche Partei Österreich		AR333020356698701824	Google	200k_500k	200k - 500k	9	1	3581460	358146	60486	1074
Suomen Keskusta r.p.		AR441112520191639552	Google	200k_500k	200k - 500k	9	1	3581460	358146	95704	1611
SPD		AR456734381399080960	Google	200k_500k	200k - 500k	9	1	3581460	358146	119382	13529
Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	200k_500k	200k - 500k	9	1	3581460	358146	95704	1611
Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	200k_500k	200k - 500k	9	1	3581460	358146	1790	179
European Parliament	European Parliament	178362315106	Facebook	200k_500k	200k - 500k	7	1	3499993	1400000	14493	4100
Gouvernement	Gouvernement	392341217527576	Facebook	200k_500k	200k - 500k	7	1	3499993	1400000	4493	1500
Cink, s.r.o.		AR361287976015101952	Google	200k_500k	200k - 500k	8	1	3183520	318352	1054	99
Socialdemokratiet i Region Midtjylland		AR258908874940088320	Google	200k_500k	200k - 500k	7	1	2785580	278558	12952	298
Avaaz	Avaaz	8340223883	Facebook	200k_500k	200k - 500k	5	1	2499995	1000000	2995	900
UAB "BPN LT"		AR135010682042056704	Google	200k_500k	200k - 500k	6	1	2387640	238764	1193	119
SPOLU - občianska demokracia		AR194838133366325248	Google	200k_500k	200k - 500k	6	1	2387640	238764	24672	477
Venstres Landsorganisation		AR283015942256984064	Google	200k_500k	200k - 500k	6	1	2387640	238764	71629	1193
Fondation Populaire		AR320938922932699136	Google	200k_500k	200k - 500k	6	1	2387640	238764	24672	477
OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO)		AR392996516970627072	Google	200k_500k	200k - 500k	6	1	2387640	238764	36411	656
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	200k_500k	200k - 500k	6	1	2387640	238764	1193	119
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	200k_500k	200k - 500k	4	1	1999996	800000	4045	1851
Partido Animalista PACMA		AR145115193901318144	Google	200k_500k	200k - 500k	5	1	1989700	198970	36033	616
Liberal Alliance		AR183859784640888832	Google	200k_500k	200k - 500k	5	1	1989700	198970	59691	994
Pametno		AR222880077921124352	Google	200k_500k	200k - 500k	5	1	1989700	198970	99	0
mmb media agentur d.o.o.		AR524572049809604608	Google	200k_500k	200k - 500k	5	1	1989700	198970	99	0
Progresívne Slovensko		AR114793686864232448	Google	200k_500k	200k - 500k	4	1	1591760	159176	795	79
NEA DEMOKRATIA		AR351183464155840512	Google	200k_500k	200k - 500k	4	1	1591760	159176	12535	258
Občanska demokraticka strana		AR386241117529571328	Google	200k_500k	200k - 500k	4	1	1591760	159176	24095	417
Strana nezávislosti České republiky		AR465054111008555008	Google	200k_500k	200k - 500k	4	1	1591760	159176	258	19
Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	200k_500k	200k - 500k	4	1	1591760	159176	36013	616
Fianna Fáil		AR101183107301900288	Google	200k_500k	200k - 500k	3	1	1193820	119382	417	39
