advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU	CDU	78502295414	Facebook	1k_5k	1k - 5k	1890	1	9448110	1890000	187110	0
CDU Christlich Demokratische Union		AR68737343799951360	Google	1k_5k	1k - 5k	4691	1	8197170	0	73068	3564
COALICION CANARIA		AR489541609348661248	Google	1k_5k	1k - 5k	4654	1	8132516	0	40662	0
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	1k_5k	1k - 5k	1909	1	3335834	0	16679	0
mmb media agentur d.o.o.		AR524572049809604608	Google	1k_5k	1k - 5k	1382	1	2414941	0	12074	0
HLAS		AR312619193323225088	Google	1k_5k	1k - 5k	814	1	1422403	0	8212	122
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	1k_5k	1k - 5k	697	1	1217955	0	6089	0
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	1k_5k	1k - 5k	203	1	1014797	203000	20097	0
Conservatives	The Conservative Party	8807334278	Facebook	1k_5k	1k - 5k	130	1	649870	130000	14893	0
Open Vld		AR369049153717665792	Google	1k_5k	1k - 5k	311	1	543449	0	2717	0
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	1k_5k	1k - 5k	107	1	534893	107000	12258	0
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	1k_5k	1k - 5k	278	1	485784	0	9235	262
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	1k_5k	1k - 5k	268	1	468309	0	2341	0
Det Konservative Folkeparti		AR40969452518375424	Google	1k_5k	1k - 5k	260	1	454330	0	3215	104
Mediabrands Digital OÜ		AR530356305605427200	Google	1k_5k	1k - 5k	242	1	422876	0	2114	0
FDP	FDP	21289227249	Facebook	1k_5k	1k - 5k	81	1	404919	81000	8019	0
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	1k_5k	1k - 5k	215	1	375696	0	1957	8
Gestion et Action Libérale		AR201311233196949504	Google	1k_5k	1k - 5k	207	1	361716	0	2752	104
Flamesite s.r.o.		AR522320249995919360	Google	1k_5k	1k - 5k	193	1	337253	0	1686	0
Bündnis 90/Die Grünen Baden-Württemberg		AR17917091730423808	Google	1k_5k	1k - 5k	174	1	304051	0	1756	26
Sloboda a Solidarita		AR242125929453715456	Google	1k_5k	1k - 5k	159	1	277840	0	1625	26
TOP 09		AR268709096956362752	Google	1k_5k	1k - 5k	148	1	258618	0	1293	0
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	1k_5k	1k - 5k	136	1	237649	0	1188	0
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	1k_5k	1k - 5k	131	1	228912	0	2481	148
Compromís	Compromís	194053080624605	Facebook	1k_5k	1k - 5k	43	1	214957	43000	4257	0
