advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPOLU - občianska demokracia		AR194838133366325248	Google	111	1	39990000	3920000	314500	6050
mmb media agentur d.o.o.		AR524572049809604608	Google	1543	1	39640000	2530000	85700	950
Slovenska demokratska stranka		AR170068335415787520	Google	57	1	39000000	3890000	42250	1550
CDA Doetinchem		AR453512812329697280	Google	67	1	38110000	3790000	6050	300
European Commission	European Commission	107898832590939	Facebook	93	1	36620907	17045000	117607	30100
Sotsiaaldemokraatlik Erakond		AR61981944358895616	Google	20	1	36200000	3620000	127550	2750
NEW GEN PUBLISHING SRL		AR55967615754960896	Google	63	1	32670000	3250000	9000	650
Párbeszéd Magyarországért		AR567356246269624320	Google	17	1	32480000	3240000	92500	1700
Partito Democratico		AR254356072167374848	Google	42	1	29490000	2930000	518000	9250
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	169	1	29140000	2800000	12050	400
European Greens	European Greens	141366725876424	Facebook	81	1	28017919	12753000	230419	54300
Fidesz	Fidesz	9844779306	Facebook	123	1	27246877	11961000	137053	58652
OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO)		AR392996516970627072	Google	12	1	27210000	2720000	241550	4150
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	32	1	26060000	2600000	2950	150
Lega per Salvini Premier		AR158424507277639680	Google	17	1	25820000	2580000	154650	2950
Start Business Hellas Single Member P.C.		AR513164341793521664	Google	11	1	25130000	2510000	180250	3000
SPD	SPD	47930567748	Facebook	4748	1	24803252	6227000	530452	14700
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	4010	1	23541990	5994000	553009	25805
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	110	1	23150000	2300000	237650	6000
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	52	1	22030000	2190000	14300	1300
Avaaz	Avaaz	8340223883	Facebook	120	1	21797880	9370000	123280	30800
Alternativet		AR198061076825243648	Google	18	1	21420000	2140000	243650	4350
Antikorupcija-platforma za borbu protiv korupcije		AR441827202749693952	Google	5	1	21110000	2110000	30650	550
Suomen Keskusta r.p.		AR441112520191639552	Google	34	1	20050000	1990000	305250	5450
FDP	FDP	21289227249	Facebook	1952	1	19999048	5960000	229248	8600
KKW Lewica Razem – Razem, Unia Pracy, RSS		AR374597289391423488	Google	33	1	19860000	1980000	11550	1100
Venstres Landsorganisation		AR283015942256984064	Google	282	1	19740000	1760000	730400	14550
HLAS		AR312619193323225088	Google	1003	1	19570000	1030000	92250	1850
Slovenská ľudová strana Andreja Hlinku		AR443277183708823552	Google	187	1	19420000	1840000	27350	2000
Mediabrands Digital OÜ		AR530356305605427200	Google	354	1	18300000	1600000	19500	200
Best For Britain	Best for Britain	1863944713844924	Facebook	94	1	18192906	7587000	145928	32979
UAB "BPN LT"		AR135010682042056704	Google	34	1	17800000	1780000	33900	750
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	60	1	17493940	7810000	119584	26615
Pametno		AR222880077921124352	Google	79	1	17440000	1700000	7550	400
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	222	1	16293778	6648000	249464	60173
Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	59	1	15260000	1500000	43250	1650
Open Vld	Open Vld	53668151866	Facebook	118	1	14990882	6327000	162382	40200
ΚΙΝΗΜΑ ΣΟΣΙΑΛΔΗΜΟΚΡΑΤΩΝ ΕΔΕΚ		AR519097306537000960	Google	51	1	14820000	1470000	2550	0
SPD		AR456734381399080960	Google	58	1	14620000	1440000	788850	42800
Cink, s.r.o.		AR361287976015101952	Google	39	1	14430000	1430000	35950	950
Liberal Alliance		AR183859784640888832	Google	191	1	14420000	1310000	334250	7800
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	8	1	14300000	1430000	63000	1300
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	62	1	14006938	6139000	44279	11096
Gouvernement	Gouvernement	392341217527576	Facebook	40	1	13899960	6150000	89260	19600
Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	83	1	13610000	1300000	406550	7950
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	295	1	13567705	5391000	70905	12500
Ciudadanos	Ciudadanos	74078667754	Facebook	147	1	13498853	5686000	150353	38300
Движение Да България		AR511110454072836096	Google	23	1	12830000	1280000	6550	600
Bündnis90/ Die Grünen		AR207068276079984640	Google	225	1	12690000	1090000	855450	17450
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	59	1	12381941	5434000	75766	19012
Progresívne Slovensko		AR114793686864232448	Google	118	1	12160000	1150000	13100	800
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	147	1	12144853	5245000	33941	14395
FDP Landesverband Saarland		AR227104401595039744	Google	59	1	11840000	1180000	80850	3000
Moderaterna	Moderaterna	7719591155	Facebook	143	1	11486857	4584000	183108	43942
Fondation Populaire		AR320938922932699136	Google	32	1	11390000	1130000	188950	3850
Alianța 2020 USR PLUS	Alianța 2020 USR PLUS	621574984950400	Facebook	45	1	11358955	5060000	16925	3508
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	127	1	10208873	4247000	89303	21639
Ciudadanos Andalucía	Ciudadanos	522336804500176	Facebook	306	1	10163694	3621000	102094	17800
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	45	1	10135955	4419000	143655	44700
Arnora Oy		AR181544213152792576	Google	1	1	10000000	1000000	500	50
Nye Borgerlige		AR447862147196649472	Google	1	1	10000000	1000000	30000	500
