advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
To Potami	To Potami	240638659452549	Facebook	u	unknown	EL	Greece	19	1	59961	27215	332	82
INBOX	New Digital Media	369693523475596	Facebook	u	unknown	EL	Greece	68	1	50732	22552	71	7
Ρένα Δούρου	Ρένα Δούρου	225197477683663	Facebook	u	unknown	EL	Greece	70	1	43943	17434	236	46
Παύλος Γερουλάνος	Παύλος Γερουλάνος	196882087005924	Facebook	u	unknown	EL	Greece	48	1	39073	16562	172	35
Ομάδα Μνήμης	In Progress	230319800467420	Facebook	u	unknown	EL	Greece	7	1	37214	17483	215	47
Kyriakos Mitsotakis	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	34848567724	Facebook	u	unknown	EL	Greece	33	1	36892	15901	105	22
European Parliament	European Parliament	178362315106	Facebook	u	unknown	EL	Greece	18	1	35441	15421	121	27
ΣΥ.ΡΙΖ.Α.	ΣΥ.ΡΙΖ.Α.	31895177275	Facebook	u	unknown	EL	Greece	17	1	34436	16218	198	52
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	u	unknown	EL	Greece	29	1	31729	12990	54	12
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	u	unknown	EL	Greece	22	1	26350	12484	36	11
Θοδωρής Ζαγοράκης / Thodoris Zagorakis	Θοδωρής Ζαγοράκης / Thodoris Zagorakis	235332330007800	Facebook	u	unknown	EL	Greece	5	1	19960	8421	27	11
Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	u	unknown	EL	Greece	16	1	19908	8896	81	22
Γιώργος Καμίνης	Georgios Kaminis	186974508081005	Facebook	u	unknown	EL	Greece	16	1	17778	7997	96	21
