advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
INBOX	New Digital Media	369693523475596	Facebook	m	male	EL	Greece	15	1	1005593	433055	1392	125
Οι Έλληνες	In Progress	2273336566260671	Facebook	m	male	EL	Greece	2	1	537017	231819	1582	792
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	m	male	EL	Greece	14	1	409195	123118	911	0
Cruel	In Progress	1949870255322243	Facebook	m	male	EL	Greece	1	1	408230	163292	815	408
Ομάδα Μνήμης	In Progress	230319800467420	Facebook	m	male	EL	Greece	1	1	371884	148754	743	371
Θοδωρής Ζαγοράκης / Thodoris Zagorakis	Θοδωρής Ζαγοράκης / Thodoris Zagorakis	235332330007800	Facebook	m	male	EL	Greece	1	1	294758	117903	294	58
ΣΥ.ΡΙΖ.Α.	ΣΥ.ΡΙΖ.Α.	31895177275	Facebook	m	male	EL	Greece	1	1	287690	115076	574	287
Γιώργος Καμίνης	Georgios Kaminis	186974508081005	Facebook	m	male	EL	Greece	6	1	283923	100611	1062	366
In Progress	In Progress	254883792041627	Facebook	m	male	EL	Greece	1	1	256219	102488	511	256
Ρένα Δούρου	Ρένα Δούρου	225197477683663	Facebook	m	male	EL	Greece	43	1	245327	50936	2926	0
Νάσος Ηλιόπουλος	Athanasios Iliopoulos	1535215766758773	Facebook	m	male	EL	Greece	7	1	218561	43545	514	0
European Parliament	European Parliament	178362315106	Facebook	m	male	EL	Greece	1	1	209168	83667	208	41
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	m	male	EL	Greece	2	1	181668	90834	369	63
Kyriakos Mitsotakis	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	34848567724	Facebook	m	male	EL	Greece	5	1	150349	32342	357	0
Βασιλική Λαζαράκου	Βασιλική Λαζαράκου 	443842809693601	Facebook	m	male	EL	Greece	3	1	122071	45171	449	69
Νίκος Ανδρουλάκης	Νίκος Ανδρουλάκης	216089191899991	Facebook	m	male	EL	Greece	5	1	100696	24484	392	0
Ιωάννης Σγουρός	Ιωαννης Σγουρος	1401098180146606	Facebook	m	male	EL	Greece	3	1	89587	20586	247	0
Giorgos Sklavos	Georgios Sklavos	1042099132649984	Facebook	m	male	EL	Greece	3	1	81211	17785	201	0
Νίκη Τζαβέλα - Niki Tzavela Official	Φερονικη Τζαβελα	866035200090418	Facebook	m	male	EL	Greece	1	1	76004	38002	379	76
Άννα Μισέλ Ασημακοπούλου	Άννα Μισέλ Ασημακοπούλου	1394997234118853	Facebook	m	male	EL	Greece	2	1	60602	12120	119	0
Giorgos Amiras - Γιώργος Αμυράς	Giorgos Amiras - Γιώργος Αμυράς	1407652086114560	Facebook	m	male	EL	Greece	1	1	60193	30097	300	60
Labros Palantzas / Λάμπρος Παλάντζας	Lampros Palantzas 	540653716458457	Facebook	m	male	EL	Greece	6	1	55669	18647	352	0
Ισμήνη Μώρου - Υποψήφια Ευρωβουλευτής	Μωρου Ισμηνη	650014548746122	Facebook	m	male	EL	Greece	2	1	55611	12817	154	0
Έλληνες Ριζοσπάστες	Leonidas Chrysochoou	2076559345980059	Facebook	m	male	EL	Greece	2	1	53865	10773	106	0
Πατριωτική Ριζοσπαστική Ένωση	Ελευθεριος Συναδινος	2119221251680890	Facebook	m	male	EL	Greece	1	1	47994	9599	95	0
