week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-12	FI	Finland	1184	156	9316933	2717238	123093	9553
w018	Week 18	2019-04-29	2019-05-05	FI	Finland	788	167	9191253	3837222	82683	22880
w017	Week 17	2019-04-22	2019-04-28	FI	Finland	507	141	2619569	1001483	27802	6456
w016	Week 16	2019-04-15	2019-04-21	FI	Finland	561	190	1516095	474146	18904	2948
w015	Week 15	2019-04-08	2019-04-14	FI	Finland	1692	520	16315996	5395099	154693	24749
w014	Week 14	2019-04-01	2019-04-07	FI	Finland	1293	477	10202096	3536572	92849	15128
w013	Week 13	2019-03-25	2019-03-31	FI	Finland	866	353	6788019	2571595	69722	12216
w012	Week 12	2019-03-18	2019-03-24	FI	Finland	721	304	4645961	1740658	48498	7136
w011	Week 11	2019-03-11	2019-03-17	FI	Finland	409	198	1674858	560972	18265	1874
w010	Week 10	2019-03-04	2019-03-10	FI	Finland	385	169	1119084	321856	14079	717
w009	Week 9	2019-02-25	2019-03-03	FI	Finland	158	82	759160	292924	5271	890
w008	Week 8	2019-02-18	2019-02-24	FI	Finland	147	63	422495	119771	5266	516
w007	Week 7	2019-02-11	2019-02-17	FI	Finland	100	52	246482	68635	3259	146
w006	Week 6	2019-02-04	2019-02-10	FI	Finland	106	51	507106	209569	4299	330
w005	Week 5	2019-01-28	2019-02-03	FI	Finland	128	45	461853	194031	3553	348
w004	Week 4	2019-01-21	2019-01-27	FI	Finland	81	34	146637	31449	2567	177
w003	Week 3	2019-01-14	2019-01-20	FI	Finland	88	40	199152	64525	2461	243
w002	Week 2	2019-01-07	2019-01-13	FI	Finland	72	34	212262	58880	2505	273
w001	Week 1	2019-01-01	2019-01-06	FI	Finland	58	28	204445	45974	2404	237
