advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	f18_24	female (18-24)	1110	1	38353161	16935764	166000	42750
Podemos	Unidas Podemos	269212336568846	Facebook	f18_24	female (18-24)	252	1	9378046	4165155	46657	11699
People's Vote UK	People's Vote	748608695327755	Facebook	f18_24	female (18-24)	3174	1	8537994	3090112	93824	17699
Best For Britain	Best for Britain	1863944713844924	Facebook	f18_24	female (18-24)	788	1	8011383	3521791	78499	19055
SPD	SPD	47930567748	Facebook	f18_24	female (18-24)	3800	1	7420587	1998233	151774	6267
Partido Popular	Partido Popular	72249031214	Facebook	f18_24	female (18-24)	844	1	6215489	2313804	36665	5440
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	f18_24	female (18-24)	1554	1	5434529	1862316	53353	8454
Greenpeace France		39435457457	Facebook	f18_24	female (18-24)	123	1	5129821	2292383	27466	6358
PSOE	PSOE	189318235003	Facebook	f18_24	female (18-24)	327	1	4867015	1897182	15550	2688
European Commission		107898832590939	Facebook	f18_24	female (18-24)	69	1	4449187	2025993	17091	4686
CDU	CDU	78502295414	Facebook	f18_24	female (18-24)	3170	1	4308350	1064090	37662	0
Kialo		729627343834501	Facebook	f18_24	female (18-24)	599	1	3993820	1593630	24139	5788
sp.a	sp.a	57253967150	Facebook	f18_24	female (18-24)	118	1	3720769	1577467	14515	3228
Greenpeace Deutschland		22541752487	Facebook	f18_24	female (18-24)	340	1	3527193	1315659	19138	2425
Conservatives	The Conservative Party	8807334278	Facebook	f18_24	female (18-24)	1430	1	3511717	1320833	36467	4714
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	f18_24	female (18-24)	1994	1	3246125	1061749	38955	2859
Ciudadanos	Ciudadanos	74078667754	Facebook	f18_24	female (18-24)	3231	1	3183542	1027465	27614	2629
European Greens		141366725876424	Facebook	f18_24	female (18-24)	45	1	2917258	1305026	16523	4387
Europees Parlement Nederland		270788920480	Facebook	f18_24	female (18-24)	46	1	2684597	1156637	23733	6063
Referendum Commission		580832208630212	Facebook	f18_24	female (18-24)	28	1	2353038	1096809	12361	2527
Sosialidemokraatit SDP		108945982480217	Facebook	f18_24	female (18-24)	235	1	2327168	893262	14535	3207
The Labour Party	The Labour Party	25749647410	Facebook	f18_24	female (18-24)	560	1	2322280	962644	16741	3504
România în primul rând	Future Innovation	770704223323599	Facebook	f18_24	female (18-24)	42	1	2296893	1078242	1548	419
Vlaams Belang	Vlaams Belang	56605856504	Facebook	f18_24	female (18-24)	57	1	2117959	963275	12435	2995
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	f18_24	female (18-24)	83	1	2062446	888738	5821	1269
