advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kialo		729627343834501	Facebook	m25_34	male (25-34)	692	1	24966045	10052679	162954	40293
European Parliament		178362315106	Facebook	m25_34	male (25-34)	1121	1	24745117	11029410	144989	36468
Podemos	Unidas Podemos	269212336568846	Facebook	m25_34	male (25-34)	287	1	12952711	5860896	73669	19173
People's Vote UK	People's Vote	748608695327755	Facebook	m25_34	male (25-34)	3334	1	12884508	4536758	150009	27509
Ciudadanos	Ciudadanos	74078667754	Facebook	m25_34	male (25-34)	4476	1	9990355	3011352	103386	6884
European Commission		107898832590939	Facebook	m25_34	male (25-34)	69	1	8022039	3743708	32512	8278
Partido Popular	Partido Popular	72249031214	Facebook	m25_34	male (25-34)	886	1	7209355	2732731	40781	6392
Conservatives	The Conservative Party	8807334278	Facebook	m25_34	male (25-34)	1609	1	6374893	2512876	64516	9637
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	m25_34	male (25-34)	1834	1	5878015	2067824	68644	9119
SPD	SPD	47930567748	Facebook	m25_34	male (25-34)	3394	1	5177160	1734749	89126	7175
CDU	CDU	78502295414	Facebook	m25_34	male (25-34)	3170	1	4936949	1221394	49337	0
Sacramento Kings		96222644025	Facebook	m25_34	male (25-34)	33	1	4713470	2159211	3644	1051
sp.a	sp.a	57253967150	Facebook	m25_34	male (25-34)	158	1	4123954	1755927	18389	4425
The Labour Party	The Labour Party	25749647410	Facebook	m25_34	male (25-34)	579	1	3523924	1394193	28839	5889
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	m25_34	male (25-34)	2158	1	3098195	1139390	26462	3348
Vlaams Belang	Vlaams Belang	56605856504	Facebook	m25_34	male (25-34)	57	1	2958694	1365067	18903	4475
Best For Britain	Best for Britain	1863944713844924	Facebook	m25_34	male (25-34)	760	1	2760921	1156782	31924	7695
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	m25_34	male (25-34)	62	1	2593464	1144467	5860	1600
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	m25_34	male (25-34)	89	1	2537362	1079256	22372	5360
PSOE	PSOE	189318235003	Facebook	m25_34	male (25-34)	259	1	2529419	1023061	8332	1463
FDP	FDP	21289227249	Facebook	m25_34	male (25-34)	553	1	2504999	753736	16723	923
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	m25_34	male (25-34)	83	1	2497697	1091274	6395	1347
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	m25_34	male (25-34)	93	1	2491671	1166024	7118	1713
Britain's Future	Britain's Future	1625300137516491	Facebook	m25_34	male (25-34)	844	1	2380487	939317	37662	2457
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	m25_34	male (25-34)	39	1	2231675	1066284	4337	1984
