advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	w012	Week 12	DK	Denmark	36	1	499779	179347	4710	933
Naser Khader		1995019340791443	Facebook	w012	Week 12	DK	Denmark	11	1	408326	116666	4685	1171
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	w012	Week 12	DK	Denmark	165	1	373355	97440	2467	601
Lizette Risgaard		547601668763372	Facebook	w012	Week 12	DK	Denmark	16	1	196070	86578	3180	864
Red Barnet		67571270393	Facebook	w012	Week 12	DK	Denmark	27	1	182793	66917	2905	680
Sex og Samfund		250994288337708	Facebook	w012	Week 12	DK	Denmark	4	1	110438	54065	3237	647
SE Energi & Klima		169900309711559	Facebook	w012	Week 12	DK	Denmark	2	1	92580	46290	385	77
World Animal Protection Danmark		33588644626	Facebook	w012	Week 12	DK	Denmark	5	1	70890	29339	844	189
Lederne		167891603415958	Facebook	w012	Week 12	DK	Denmark	2	1	66665	13333	178	89
Nick Zimmermann - Dansk Folkeparti	Zimmermann Nick	331034483992282	Facebook	w012	Week 12	DK	Denmark	3	1	64992	15999	334	147
Tænketanken Frej		241936245995223	Facebook	w012	Week 12	DK	Denmark	1	1	63635	31818	42	8
Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	w012	Week 12	DK	Denmark	27	1	62226	12960	291	105
Stine Helles, spidskandidat, Alternativet Fyn		1202144586507625	Facebook	w012	Week 12	DK	Denmark	11	1	57889	9729	773	130
CPH:DOX		24277116026	Facebook	w012	Week 12	DK	Denmark	3	1	55959	10992	160	66
En grønnere planet		301647537160818	Facebook	w012	Week 12	DK	Denmark	8	1	53563	17611	562	171
Ditte Helene Rasmussen		1695279804109365	Facebook	w012	Week 12	DK	Denmark	1	1	49999	10000	669	133
Nordea Invest		144098125661833	Facebook	w012	Week 12	DK	Denmark	1	1	49999	9999	133	66
Refurb.dk - Genbrugt it		32835346254	Facebook	w012	Week 12	DK	Denmark	1	1	49998	10000	669	133
Henning Overgaard		724792894340079	Facebook	w012	Week 12	DK	Denmark	1	1	49995	9999	66	13
Erhvervsstyrelsen		622025317930902	Facebook	w012	Week 12	DK	Denmark	1	1	49994	9999	133	66
Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	w012	Week 12	DK	Denmark	2	1	49121	24560	1644	328
European Greens		141366725876424	Facebook	w012	Week 12	DK	Denmark	2	1	47526	23079	109	34
Shahzad Riaz - Folketingskandidat		751124808611554	Facebook	w012	Week 12	DK	Denmark	4	1	45148	9030	517	56
Simple Feast		571176036346620	Facebook	w012	Week 12	DK	Denmark	21	1	44954	9523	626	89
Claus Hasselmanns - Folketingskandidat		611297145887529	Facebook	w012	Week 12	DK	Denmark	14	1	41908	13371	361	72
