country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SI	Slovenia	central_slovenia_statistical_region	Central Slovenia Statistical Region	2258	516	1919230	668662	13224	1106
SI	Slovenia	drava_statistical_region	Drava Statistical Region	1890	427	650118	212664	3653	283
SI	Slovenia	savinja_statistical_region	Savinja Statistical Region	1722	376	270220	88747	1823	130
SI	Slovenia	coastal_karst_statistical_region	Coastal–Karst Statistical Region	1726	380	131666	38439	919	24
SI	Slovenia	upper_carniola_statistical_region	Upper Carniola Statistical Region	1736	385	107063	36728	549	59
SI	Slovenia	southeast_slovenia_statistical_region	Southeast Slovenia Statistical Region	1576	335	101904	30681	469	37
SI	Slovenia	goriska_statistical_region	Goriška Statistical Region	1650	359	84843	25439	1095	21
SI	Slovenia	mura_statistical_region	Mura Statistical Region	1586	335	55614	17747	529	27
SI	Slovenia	carinthia_statistical_region	Carinthia Statistical Region	1445	296	45987	14937	467	11
SI	Slovenia	littoral_inner_carniola_statistical_region	Littoral–Inner Carniola Statistical Region	1321	263	24869	8456	319	3
SI	Slovenia	lower_sava_statistical_region	Lower Sava Statistical Region	1422	289	19566	7282	97	9
SI	Slovenia	central_sava_statistical_region	Central Sava Statistical Region	1328	254	7043	2383	55	3
