spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	BG	Bulgaria	1761	592	7668438	2391016	30776	8
50_100	50 - 100	BG	Bulgaria	1941	578	1788845	713769	5519	926
100_1k	100 - 1k	BG	Bulgaria	659	207	8943125	3993923	21202	6260
1k_5k	1k - 5k	BG	Bulgaria	58	28	1903215	850114	14605	3043
5k_10k	5k - 10k	BG	Bulgaria	4	4	10964	5482	261	69
10k_50k	10k - 50k	BG	Bulgaria	1	1	6351	3175	282	56
