region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
central_region	Central Region	MT	Malta	3647	699	11056827	3633066	69274	3726
gozo	Gozo	MT	Malta	2434	352	720852	210852	4648	361
south_eastern_region	South Eastern Region	MT	Malta	2742	439	3648622	1216259	20195	1319
