advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kialo		729627343834501	Facebook	50_100	50 - 100	NL	Netherlands	298	1	218301	81205	1383	274
Dungeon Defenders		107960282569653	Facebook	50_100	50 - 100	NL	Netherlands	264	1	146882	61238	535	96
		0	Facebook	50_100	50 - 100	NL	Netherlands	8	1	145519	66470	563	110
ExxonMobil		925007000949719	Facebook	50_100	50 - 100	NL	Netherlands	6	1	83091	29081	553	110
Aqua Purica		639699599460336	Facebook	50_100	50 - 100	NL	Netherlands	6	1	63070	12727	563	110
PRP Designs		1038790126305711	Facebook	50_100	50 - 100	NL	Netherlands	1	1	41543	20772	184	36
Games area		2075127812758129	Facebook	50_100	50 - 100	NL	Netherlands	1	1	41543	20772	184	36
Free a Girl		147590048618741	Facebook	50_100	50 - 100	NL	Netherlands	1	1	41543	20772	184	36
Klang der Solidarität		385076005313967	Facebook	50_100	50 - 100	NL	Netherlands	64	1	26556	11372	55	9
Shopwala Europe		393367314768104	Facebook	50_100	50 - 100	NL	Netherlands	11	1	23606	5288	217	36
Wholesome Culture		1664959567149320	Facebook	50_100	50 - 100	NL	Netherlands	6	1	22819	9374	27	5
Happiness Initiation		642874789462468	Facebook	50_100	50 - 100	NL	Netherlands	1	1	19273	9636	62	12
Greens/EFA in the European Parliament		150527751674751	Facebook	50_100	50 - 100	NL	Netherlands	36	1	7343	3259	8	1
Markets.com		478063878928667	Facebook	50_100	50 - 100	NL	Netherlands	7	1	7248	2576	46	9
Gazeta Wyborcza		63563473556	Facebook	50_100	50 - 100	NL	Netherlands	4	1	7203	1440	16	3
USR Diaspora	USR Diaspora	1793510380925494	Facebook	50_100	50 - 100	NL	Netherlands	2	1	6097	3048	53	10
Sawab Center En		858578634336951	Facebook	50_100	50 - 100	NL	Netherlands	1	1	5578	2231	1	0
Flotsam & Jetsam Bags		197779574433016	Facebook	50_100	50 - 100	NL	Netherlands	7	1	5384	1170	40	0
Pela Case		119283008140727	Facebook	50_100	50 - 100	NL	Netherlands	14	1	4009	1498	8	1
SP Haarlem		1441662002729821	Facebook	50_100	50 - 100	NL	Netherlands	3	1	3817	755	9	0
Humble Household		1746853745395190	Facebook	50_100	50 - 100	NL	Netherlands	31	1	3797	1215	21	4
Algemene Waterschapspartij Vechtstromen		583452858383522	Facebook	50_100	50 - 100	NL	Netherlands	33	1	3399	642	109	0
The Trevor Project		24470472733	Facebook	50_100	50 - 100	NL	Netherlands	1	1	3265	1306	2	0
Hoagard		331529506998997	Facebook	50_100	50 - 100	NL	Netherlands	7	1	3254	698	7	2
Orelia Jewellery		404191947424	Facebook	50_100	50 - 100	NL	Netherlands	1	1	3014	1205	0	0
