spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	NL	Netherlands	5537	1451	20860046	5318085	231132	78
50_100	50 - 100	NL	Netherlands	5804	1426	1074183	406811	6192	976
100_1k	100 - 1k	NL	Netherlands	1838	491	56816976	22833875	320893	91625
1k_5k	1k - 5k	NL	Netherlands	206	69	43958929	19763173	424010	85368
5k_10k	5k - 10k	NL	Netherlands	15	10	2042014	920254	31281	15325
10k_50k	10k - 50k	NL	Netherlands	1	1	32659	16329	1453	290
