advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	78	1	20502	8323	108	16
Piraten Lëtzebuerg		183148710560	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	37	1	15299	3719	203	0
Charles Goerens		441313569220539	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	30	1	13302	3477	58	2
LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	67	1	12325	3843	68	4
DP-Norden	DP-Norden	133967696651305	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	2	1	10973	5000	195	0
Piratepartei Bezierk Norden		494284087327520	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	3	1	8639	1728	171	0
Greenpeace Luxembourg		67370457805	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	119	1	7739	1951	64	0
DP - Demokratesch Partei	DP - Demokratesch Partei	280875378609326	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	12	1	4532	1345	11	0
déi gréng	déi gréng	21710789873	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	10	1	3809	1291	15	2
déi Lénk	déi Lénk	120444648033670	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	3	1	916	341	3	0
JDL Jonk Demokraten		141096935941189	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	1	1	896	179	1	0
Jonk Piraten		194441573983035	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	3	1	846	166	2	0
ADR  - Alternativ Demokratesch Reformpartei		115916035102253	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	2	1	716	141	2	0
Burelbach Immobilien		243135569564978	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	1	1	711	142	1	0
Krav Maga Nord		637221453133861	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	1	1	676	135	13	0
Déi Konservativ		235829416883581	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	1	1	583	116	5	1
CSV	CSV	56016549775	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	19	1	536	121	13	0
L'Or du Commun		212885115510806	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	1	1	501	100	0	0
European Investment Bank		350888674962511	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	1	1	476	238	2	0
Marc ANGEL		1404458223105541	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	1	1	447	89	0	0
Piraten Bezierk Osten		141480992729926	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	1	1	444	88	4	0
déi jonk gréng	Déi jonk gréng	197451906960613	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	12	1	435	74	8	0
Action Solidarité Tiers Monde - ASTM		161567570579610	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	2	1	327	72	0	0
Dan Kersch		231839814316073	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	2	1	307	153	3	0
BreakingPlanet		1993767777349037	Facebook	diekirch_district	Diekirch District	LU	Luxembourg	1	1	272	54	0	0
