country_code_filter	country_name_filter	impression_code	impression_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
FR	France	0_1k	0 - 1k	4083	1053	3019627	0	290092	6
FR	France	1k_5k	1k - 5k	3093	1369	10017548	2003910	195329	342
FR	France	5k_10k	5k - 10k	1294	757	7098082	3549395	76020	1892
FR	France	10k_50k	10k - 50k	2274	912	51296984	10259602	287641	49889
FR	France	50k_100k	50k - 100k	631	332	23174608	11587420	143771	43065
FR	France	100k_200k	100k - 200k	427	208	33888483	16944326	263719	70203
FR	France	200k_500k	200k - 500k	334	148	64116514	25646656	390122	90478
FR	France	500k_1m	500k - 1m	125	73	41004720	20502381	219418	59214
