impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
50k_100k	50k - 100k	FR	France	Parlement européen en France	Parlement européen en France	279757933824	Facebook	11	1	1099938	549974	5488	1099
50k_100k	50k - 100k	FR	France	Médecins du Monde France		265420476920	Facebook	11	1	1099819	549915	6487	1899
50k_100k	50k - 100k	FR	France	Greenpeace France		39435457457	Facebook	9	1	899827	449918	4490	899
50k_100k	50k - 100k	FR	France	Make.org	Make.org	122037308191612	Facebook	7	1	622200	311103	3604	1022
50k_100k	50k - 100k	FR	France	Le HCR, l'Agence des Nations Unies pour les Réfugiés		112542522148670	Facebook	6	1	599897	299951	2993	599
50k_100k	50k - 100k	FR	France	Kialo		729627343834501	Facebook	74	1	516668	258336	2412	553
50k_100k	50k - 100k	FR	France	SECIB Immobilier		378027698975144	Facebook	5	1	499995	250000	4995	2500
50k_100k	50k - 100k	FR	France	Stop Impôt		1538720933075616	Facebook	5	1	499953	249979	3494	1299
50k_100k	50k - 100k	FR	France	European Parliament		178362315106	Facebook	7	1	499949	249977	2094	399
50k_100k	50k - 100k	FR	France	UNICEF France		173159234432	Facebook	5	1	499941	249973	2494	499
50k_100k	50k - 100k	FR	France	Conseil Solaire		1329380840472696	Facebook	5	1	499833	249919	3993	1699
50k_100k	50k - 100k	FR	France	2 Min Ecologie		433170297221149	Facebook	5	1	498720	249362	3485	1296
50k_100k	50k - 100k	FR	France	Primes écologique		152399322377561	Facebook	4	1	399996	200000	3496	1600
50k_100k	50k - 100k	FR	France	Agence Isolation Pour Tous		568528630290119	Facebook	4	1	399961	199982	3995	1999
50k_100k	50k - 100k	FR	France	Mon Energie Verte		252140872017180	Facebook	3	1	299997	150000	2997	1500
50k_100k	50k - 100k	FR	France	Simulation Energétique		562488297524492	Facebook	3	1	299994	149998	2496	1099
50k_100k	50k - 100k	FR	France	Mon Homéo Mon Choix		1643185362449069	Facebook	3	1	299934	149968	1996	699
50k_100k	50k - 100k	FR	France	EcoFuel Premium		520021431842443	Facebook	3	1	299928	149965	1496	299
50k_100k	50k - 100k	FR	France	1 innovation par jour.		520430624775359	Facebook	3	1	299925	149964	296	0
50k_100k	50k - 100k	FR	France	La Prime Énergie		336155273400553	Facebook	3	1	299910	149956	1996	699
50k_100k	50k - 100k	FR	France	Dungeon Defenders		107960282569653	Facebook	8	1	280541	140272	393	36
50k_100k	50k - 100k	FR	France	La vérité sur l’Arabie Saoudite		2209014842757280	Facebook	3	1	255945	127974	225	0
50k_100k	50k - 100k	FR	France	Klang der Solidarität		385076005313967	Facebook	7	1	229202	114602	201	0
50k_100k	50k - 100k	FR	France	Agence Française pour la Transition Energétique		1981871332106127	Facebook	2	1	199998	100000	998	200
50k_100k	50k - 100k	FR	France	CFER		305254440031170	Facebook	2	1	199998	100000	9998	2000
50k_100k	50k - 100k	FR	France	Les Energies du Soleil		1684031805239401	Facebook	2	1	199997	99999	1497	599
50k_100k	50k - 100k	FR	France	Route Auto		252868201731333	Facebook	2	1	199997	99999	997	199
50k_100k	50k - 100k	FR	France	Aveda		1355743951182487	Facebook	2	1	199980	99991	997	199
50k_100k	50k - 100k	FR	France	Aides énergétiques pour tous		789578834730248	Facebook	2	1	199979	99990	1997	999
50k_100k	50k - 100k	FR	France	Ultima Petfood France		223284707822128	Facebook	2	1	199979	99990	997	199
50k_100k	50k - 100k	FR	France	Unis pour les Droits Humains		1642871805813802	Facebook	2	1	199974	99988	176	0
50k_100k	50k - 100k	FR	France	Outplay	Outplay	240300105113	Facebook	2	1	199973	99987	597	99
50k_100k	50k - 100k	FR	France	Le 1		850828794934579	Facebook	2	1	199973	99987	197	0
50k_100k	50k - 100k	FR	France	Brief.eco		550490141980385	Facebook	2	1	199972	99987	1497	599
50k_100k	50k - 100k	FR	France	WWF-France	WWF-France	145392792632	Facebook	2	1	199966	99984	997	199
50k_100k	50k - 100k	FR	France	Ligue des droits de l'Homme		91187778160	Facebook	2	1	199941	99971	997	199
50k_100k	50k - 100k	FR	France	SNE		1703448029710053	Facebook	2	1	199925	99963	5336	1334
50k_100k	50k - 100k	FR	France	Ultra Premium Direct		241324402728111	Facebook	2	1	199924	99963	1497	599
50k_100k	50k - 100k	FR	France	Campus protestant		2019076568379648	Facebook	2	1	181652	90827	906	181
50k_100k	50k - 100k	FR	France	Transition Energétique		753069428230726	Facebook	2	1	177018	88509	1768	885
50k_100k	50k - 100k	FR	France	Miséricorde pour l'Humanité France		596904657000107	Facebook	2	1	158952	79476	706	141
50k_100k	50k - 100k	FR	France	Chroniques Du Golfe		2196850910357980	Facebook	2	1	132147	66074	116	0
50k_100k	50k - 100k	FR	France	BonneGueule		140324089470	Facebook	2	1	131407	65704	655	131
50k_100k	50k - 100k	FR	France	Make-up Studio Martinique		1629772583807735	Facebook	2	1	123517	61759	616	123
50k_100k	50k - 100k	FR	France	Òmnium International		2177632682563843	Facebook	6	1	114325	57163	570	114
50k_100k	50k - 100k	FR	France	Fraternité générale		1150185098382760	Facebook	1	1	99999	50000	499	100
50k_100k	50k - 100k	FR	France	Romain Cujives		188432754884377	Facebook	1	1	99999	50000	499	100
50k_100k	50k - 100k	FR	France	Energie VERTE / Ressources Renouvelables		563277517440581	Facebook	1	1	99999	49999	499	100
50k_100k	50k - 100k	FR	France	Ville de Lille		255585387808947	Facebook	1	1	99999	50000	99	0
50k_100k	50k - 100k	FR	France	Prime Énergie		426045577958757	Facebook	1	1	99999	50000	999	500
50k_100k	50k - 100k	FR	France	Ma Solution Éco		1497801067022790	Facebook	1	1	99999	50000	499	100
50k_100k	50k - 100k	FR	France	Région Auvergne-Rhône-Alpes		381564575243650	Facebook	1	1	99999	50000	499	100
50k_100k	50k - 100k	FR	France	Festival Amnesty International Au Cinéma pour les Droits Humains		1263015460431177	Facebook	1	1	99999	50000	499	100
50k_100k	50k - 100k	FR	France	World Impact Summit		969833896555696	Facebook	1	1	99999	50000	499	100
50k_100k	50k - 100k	FR	France	Transition Énergétique		154065735430439	Facebook	1	1	99999	50000	999	500
50k_100k	50k - 100k	FR	France	Musée national de l'histoire de l'immigration		89756927592	Facebook	1	1	99999	50000	499	100
50k_100k	50k - 100k	FR	France	Essentiel Santé Magazine		1416781971877079	Facebook	1	1	99999	50000	499	100
