country_code_filter	country_name_filter	impression_code	impression_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
RO	Romania	0_1k	0 - 1k	843	337	500277	0	17299	0
RO	Romania	1k_5k	1k - 5k	1377	537	4421124	884401	26906	132
RO	Romania	5k_10k	5k - 10k	836	407	5909241	2954916	23171	1427
RO	Romania	10k_50k	10k - 50k	1565	514	48003852	9600962	85157	15970
RO	Romania	50k_100k	50k - 100k	466	178	28882333	14441311	79209	22341
RO	Romania	100k_200k	100k - 200k	397	126	51744325	25872292	136779	31967
RO	Romania	200k_500k	200k - 500k	281	97	88708271	35483379	142449	33596
RO	Romania	500k_1m	500k - 1m	126	55	71378391	35689231	120852	32841
