advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	18_24	18-24	DE	Germany	5216	1	13580060	3734484	204777	8912
CDU	CDU	78502295414	Facebook	18_24	18-24	DE	Germany	14076	1	11138785	2379829	369662	883
SPD	SPD	47930567748	Facebook	18_24	18-24	DE	Germany	4411	1	6656205	1626078	146347	2893
FDP	FDP	21289227249	Facebook	18_24	18-24	DE	Germany	1930	1	5089161	1491254	60792	2069
Katarina Barley	SPD	1522202731410785	Facebook	18_24	18-24	DE	Germany	836	1	3332622	838482	37090	1567
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	18_24	18-24	DE	Germany	90	1	2538660	1037722	11674	3632
Avaaz	Avaaz	8340223883	Facebook	18_24	18-24	DE	Germany	28	1	1928200	849902	16744	3420
Nicola Beer	FDP	206866712830769	Facebook	18_24	18-24	DE	Germany	95	1	1749620	722807	16511	3579
DIE LINKE	DIE LINKE	47694585682	Facebook	18_24	18-24	DE	Germany	605	1	1697040	462177	15352	335
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	18_24	18-24	DE	Germany	51	1	1442057	628743	10102	2346
Ökologisch-Demokratische Partei (ÖDP)	Ökologisch-Demokratische Partei (ÖDP)	120655374567	Facebook	18_24	18-24	DE	Germany	9	1	1225228	611462	3713	1031
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	18_24	18-24	DE	Germany	13	1	789655	354623	7357	2121
Landeszentrale für politische Bildung Thüringen	Landeszentrale für politische Bildung Thüringen	215460201802938	Facebook	18_24	18-24	DE	Germany	32	1	739448	199378	9693	1812
Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	18_24	18-24	DE	Germany	8	1	678766	294519	6010	1572
Senatsverwaltung für Kultur und Europa		247450562347746	Facebook	18_24	18-24	DE	Germany	3	1	666071	296838	1481	514
Kialo	Kialo	729627343834501	Facebook	18_24	18-24	DE	Germany	62	1	633881	151537	6230	1268
Thalia Buchhandlung - Thalia.de	Thalia Buchhandlung - Thalia.de	342884401877	Facebook	18_24	18-24	DE	Germany	15	1	586542	252485	8519	1757
Campact e.V.	Campact e.V.	82734241364	Facebook	18_24	18-24	DE	Germany	6	1	583030	288137	4126	1126
European Greens	European Greens	141366725876424	Facebook	18_24	18-24	DE	Germany	9	1	549463	267634	2943	700
Die Offene Gesellschaft	die Initiative Offene Gesellschaft mit Facebook-Werbegutschrift	912255502235222	Facebook	18_24	18-24	DE	Germany	420	1	538966	126317	9211	408
Delara Burkhardt	SPD Schleswig-Holstein	260587924600836	Facebook	18_24	18-24	DE	Germany	25	1	533745	203832	2558	401
European Parliament	European Parliament	178362315106	Facebook	18_24	18-24	DE	Germany	13	1	528640	238979	4129	922
PARTEI MENSCH UMWELT TIERSCHUTZ	PARTEI MENSCH UMWELT TIERSCHUTZ	108568039165729	Facebook	18_24	18-24	DE	Germany	16	1	516402	209779	3093	954
Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	18_24	18-24	DE	Germany	15	1	431431	183152	1667	287
Europäisches Parlament - Verbindungsbüro in Deutschland	Europäisches Parlament - Verbindungsbüro in Deutschland	294494163510	Facebook	18_24	18-24	DE	Germany	3	1	414969	201628	2367	473
Party of the European Left	Franziska Laskowski	160598290012	Facebook	18_24	18-24	DE	Germany	2	1	373651	149461	1813	507
Junge Liberale JuLis	Junge Liberale	110976485656573	Facebook	18_24	18-24	DE	Germany	5	1	345886	129834	4820	958
Grüne Jugend	Grüne Jugend	159474940754336	Facebook	18_24	18-24	DE	Germany	5	1	334345	147927	1707	697
BÜNDNIS 90/DIE GRÜNEN Schleswig-Holstein	BÜNDNIS 90/DIE GRÜNEN Schleswig-Holstein	1608463192727453	Facebook	18_24	18-24	DE	Germany	22	1	317989	85320	2695	497
Neue Liberale - Die Sozialliberalen		730976676939532	Facebook	18_24	18-24	DE	Germany	1	1	314258	125703	313	62
Grüne Jugend Mecklenburg-Vorpommern	Grüne Jugend Mecklenburg-Vorpommern	199036293467407	Facebook	18_24	18-24	DE	Germany	1	1	289697	115879	2896	579
FDP Bremen	FDP Bremen	152934608113175	Facebook	18_24	18-24	DE	Germany	144	1	286657	82173	4801	346
ÖDP Nordrhein-Westfalen	Ökologisch-Demokratische Partei (ÖDP) NRW	138480036196810	Facebook	18_24	18-24	DE	Germany	11	1	282433	125443	801	110
Sven Giegold	Sven Giegold	1391306014465513	Facebook	18_24	18-24	DE	Germany	23	1	246670	94356	2159	401
Berliner Stadtwerke	Berliner Stadtwerke	765844936882239	Facebook	18_24	18-24	DE	Germany	14	1	243723	106283	1351	535
SPD Land Bremen	SPD Land Bremen 	524965010906886	Facebook	18_24	18-24	DE	Germany	389	1	235819	36378	12292	0
DIE LINKE. Dresden	DIE LINKE. Dresden	101065286702367	Facebook	18_24	18-24	DE	Germany	90	1	227127	55759	3546	256
Greenpeace Deutschland	Greenpeace Deutschland	22541752487	Facebook	18_24	18-24	DE	Germany	22	1	220847	65907	2202	314
Jusos in der SPD	Jusos in der SPD	40415227476	Facebook	18_24	18-24	DE	Germany	18	1	209555	67951	1621	284
SPD Dresden	SPD Dresden	57318667478	Facebook	18_24	18-24	DE	Germany	72	1	202209	41525	3006	216
Körber-Stiftung	Körber-Stiftung	120479081330563	Facebook	18_24	18-24	DE	Germany	3	1	198526	80404	1068	405
FDP Baden-Württemberg	FDP Baden-Württemberg	241400009229424	Facebook	18_24	18-24	DE	Germany	10	1	182557	89832	4066	890
Volt Deutschland	Volt Deutschland	134209407129787	Facebook	18_24	18-24	DE	Germany	55	1	177775	41063	3028	57
Tierschutz hier	Rudolf Görg 	2309063122705796	Facebook	18_24	18-24	DE	Germany	12	1	175636	37259	966	135
Daniel Freund	Bündnis 90 / Die Grünen Kreisverband Aachen	566872987051379	Facebook	18_24	18-24	DE	Germany	7	1	174131	86737	1984	384
Bayernpartei	Bayernpartei	78309442751	Facebook	18_24	18-24	DE	Germany	15	1	166477	50926	2013	760
CDU in Niedersachsen	CDU in Niedersachsen	109460782417586	Facebook	18_24	18-24	DE	Germany	6	1	164834	72155	2403	472
Diakonie Deutschland	Diakonie Deutschland	41509493347	Facebook	18_24	18-24	DE	Germany	9	1	164017	34400	581	45
Talking Europe	Diskutier Mit Mir e.V.	316028505828375	Facebook	18_24	18-24	DE	Germany	6	1	162196	60248	1770	350
Friedrich-Naumann-Stiftung für die Freiheit	Friedrich-Naumann-Stiftung für die Freiheit	140889782312	Facebook	18_24	18-24	DE	Germany	13	1	154092	52105	1080	162
Grüne Mannheim	BÜNDNIS 90/DIE GRÜNEN Kreisverband Mannheim	123290727868673	Facebook	18_24	18-24	DE	Germany	45	1	152859	56163	1152	92
European Free Alliance	European Free Alliance	46708306425	Facebook	18_24	18-24	DE	Germany	5	1	150915	64062	2082	414
MENSCHLICHE WELT	Menschliche Welt	245758938922923	Facebook	18_24	18-24	DE	Germany	23	1	146176	58752	1364	417
Social Media Ads	Alexander Dietrich	561953460655717	Facebook	18_24	18-24	DE	Germany	23	1	146132	42560	727	0
Initiative Neue Soziale Marktwirtschaft (INSM)	Initiative Neue Soziale Marktwirtschaft (INSM)	121678260974	Facebook	18_24	18-24	DE	Germany	100	1	145585	38999	2837	0
European Commission	European Commission	107898832590939	Facebook	18_24	18-24	DE	Germany	21	1	144291	66767	221	62
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	18_24	18-24	DE	Germany	118	1	143283	43043	3591	68
DIE LINKE. Berlin	DiG Berlin	156304484388194	Facebook	18_24	18-24	DE	Germany	1	1	143240	57296	142	28
Uwe Conradt: Saarbrücken - gemeinsam - voran.	CDU Saarbrücken Stadt	577254072692345	Facebook	18_24	18-24	DE	Germany	20	1	132412	32446	724	45
Klima-Allianz Deutschland	Klima-Allianz Deutschland	110521004952	Facebook	18_24	18-24	DE	Germany	2	1	119591	59569	640	297
WWF Deutschland	WWF Deutschland	218786540044	Facebook	18_24	18-24	DE	Germany	6	1	118788	53510	1186	535
Europäische Kommission – Vertretung in Deutschland	Europäische Kommission – Vertretung in Deutschland	123332714357231	Facebook	18_24	18-24	DE	Germany	10	1	113669	26177	1044	171
DIE LINKE. Berlin-Mitte	Andreas Böttger	118337308237499	Facebook	18_24	18-24	DE	Germany	14	1	106758	22690	343	0
BÜNDNIS 90/DIE GRÜNEN Halle (Saale)	BÜNDNIS 90/ DIE GRÜNEN Stadtverband Halle	224759004224478	Facebook	18_24	18-24	DE	Germany	15	1	105234	26927	1452	262
Arndt Kohn	SPD-Unterbezirk in der Städteregion Aachen	1232732846774130	Facebook	18_24	18-24	DE	Germany	8	1	99272	40004	604	85
Bundesregierung	Bundesregierung	768905426534529	Facebook	18_24	18-24	DE	Germany	1	1	96171	38468	961	192
#NatürlichEuropa	Deutscher Naturschutzring DNR e.V.	255657841991242	Facebook	18_24	18-24	DE	Germany	3	1	93076	46538	470	126
CDU Region Stuttgart	CDU Region Stuttgart	1512459202315535	Facebook	18_24	18-24	DE	Germany	2	1	91794	45897	2294	458
Monika Hohlmeier	Monika Hohlmeier	139065632780165	Facebook	18_24	18-24	DE	Germany	21	1	87732	28270	535	78
Berlin Partner für Wirtschaft und Technologie	Berlin Partner für Wirtschaft und Technologie	490874321062716	Facebook	18_24	18-24	DE	Germany	4	1	86771	17354	865	173
FDP Hessen	FDP Hessen	188188564583	Facebook	18_24	18-24	DE	Germany	9	1	86754	27279	338	24
SPD Schleswig-Holstein	SPD Schleswig-Holstein	165381593630826	Facebook	18_24	18-24	DE	Germany	12	1	85930	17061	230	0
BÜNDNIS 90/DIE GRÜNEN Sachsen	BÜNDNIS 90/DIE GRÜNEN	86337829141	Facebook	18_24	18-24	DE	Germany	9	1	84399	28716	508	84
FDP Saar - SaarLiberale	FDP Saar	189006054445407	Facebook	18_24	18-24	DE	Germany	21	1	84047	21124	1019	160
Arbeitgeberverband Gesamtmetall	Arbeitgeberverband Gesamtmetall	169367889785454	Facebook	18_24	18-24	DE	Germany	33	1	79237	17119	716	0
Eko Fresh	Christoph Friedrich Brust	103824796345976	Facebook	18_24	18-24	DE	Germany	5	1	78442	21367	688	137
Ralf Lottermann - Für den Wormser Stadtrat	Ralf Lottermann	364491737725008	Facebook	18_24	18-24	DE	Germany	5	1	76872	22497	342	118
Familien-Partei		2314479965496560	Facebook	18_24	18-24	DE	Germany	1	1	74852	37426	373	187
SPD Mannheim	SPD Mannheim	417906251607978	Facebook	18_24	18-24	DE	Germany	4	1	72463	26961	516	165
Peter Gillo	Peter Gillo	578310722649724	Facebook	18_24	18-24	DE	Germany	6	1	71503	20251	614	123
VoteEuropa Deutschland	Verena Katharina Riedmiller	628787484249066	Facebook	18_24	18-24	DE	Germany	3	1	71261	16370	710	128
Jusos Niedersachsen	Jusos Niedersachsen	148209578562582	Facebook	18_24	18-24	DE	Germany	23	1	70377	15762	1470	0
Junge Liberale JuLis Bayern	Junge Liberale Bayern e.V.	109135205793336	Facebook	18_24	18-24	DE	Germany	11	1	69024	13515	650	35
FDP Karlsruhe-Stadt	FDP Kreisverband Karlsruhe-Stadt	342930772424635	Facebook	18_24	18-24	DE	Germany	15	1	68267	13851	785	121
CDU Hamburg-Nord	CDU Hamburg-Nord	685221951523894	Facebook	18_24	18-24	DE	Germany	104	1	67592	10819	2173	85
Bündnis 90/Die Grünen Berlin	Bündnis 90/Die Grünen Berlin	103558289679671	Facebook	18_24	18-24	DE	Germany	18	1	64059	19490	979	119
SPD POTSDAM	SPD Potsdam	123837087688700	Facebook	18_24	18-24	DE	Germany	12	1	61585	14056	642	73
FDP NRW	FDP NRW	282800387209	Facebook	18_24	18-24	DE	Germany	9	1	61442	13177	632	112
Christiane Hinninger	Christiane Hinninger	333672360622676	Facebook	18_24	18-24	DE	Germany	4	1	61221	20154	479	96
Barbara Meyer-Gluche	B90/Grüne Saarbrücken	183342321839259	Facebook	18_24	18-24	DE	Germany	15	1	59087	20872	771	179
IG Metall	IG Metall	249296718436	Facebook	18_24	18-24	DE	Germany	2	1	57306	24926	136	22
Piratenpartei	Piratenpartei	149871337782	Facebook	18_24	18-24	DE	Germany	4	1	56607	13543	924	422
FDP Wahlkampf	Philippe André Westenfelder	393722064802394	Facebook	18_24	18-24	DE	Germany	2	1	54846	13729	181	0
ABOUT YOU	ABOUT YOU	689801517732186	Facebook	18_24	18-24	DE	Germany	3	1	54583	24483	545	188
Manuela Ripa	Manuela Magda Franca Maria Ripa	271226510199428	Facebook	18_24	18-24	DE	Germany	9	1	54536	17340	1624	378
SPD Sachsen	SPD Sachsen	50169278122	Facebook	18_24	18-24	DE	Germany	13	1	54374	15340	616	65
Sebastian Rutten	Sebastian Rutten - FDP WIesbaden	344889229443918	Facebook	18_24	18-24	DE	Germany	16	1	53949	14100	623	72
SPD Kreis Düren	SPD Kreisverband Düren Jülich	351744732333754	Facebook	18_24	18-24	DE	Germany	11	1	52965	12327	363	29
LiSL Deutschland	Michael Kauch	223782884301813	Facebook	18_24	18-24	DE	Germany	7	1	51438	11235	687	118
YOU.and.EU	Nordstrom Laura Helena	250361215678222	Facebook	18_24	18-24	DE	Germany	2	1	51415	10283	101	0
BÜNDNIS 90/DIE GRÜNEN Magdeburg	BÜNDNIS 90/DIE GRÜNEN Magdeburg	83113756872	Facebook	18_24	18-24	DE	Germany	15	1	50941	11818	748	94
SPD Saar	SPD Saar	214065808453	Facebook	18_24	18-24	DE	Germany	1	1	49998	10000	498	99
Özlem Alev Demirel	DIE LINKE. NRW	602487899802568	Facebook	18_24	18-24	DE	Germany	2	1	49400	24433	259	121
Jusos Hamburg	SPD Hamburg	114266450799	Facebook	18_24	18-24	DE	Germany	3	1	49040	10808	256	33
GRÜNE Hamburg	GRÜNE Hamburg	25406037041	Facebook	18_24	18-24	DE	Germany	27	1	48591	19250	726	34
Grüne HSK	Jörg Rostek	426725177414680	Facebook	18_24	18-24	DE	Germany	2	1	47643	23723	242	118
Sarah Weiser	SPD Münster	2205288519491183	Facebook	18_24	18-24	DE	Germany	10	1	44235	11101	972	148
Demokratie in Bewegung	Demokratie in Bewegung	1799478453653006	Facebook	18_24	18-24	DE	Germany	12	1	43669	14918	418	71
DIE LINKE. NRW	DIE LINKE. NRW	150480805043795	Facebook	18_24	18-24	DE	Germany	1	1	42791	21396	213	42
thyssenkrupp	thyssenkrupp	644063045675734	Facebook	18_24	18-24	DE	Germany	1	1	41925	20962	104	20
Phil Hackemann	Philip Fritz Hermann Hackemann	234193444126795	Facebook	18_24	18-24	DE	Germany	33	1	41601	7498	1827	0
FDP Bielefeld	Jan-Maik Schlifter De La Fontaine	153467308073688	Facebook	18_24	18-24	DE	Germany	13	1	41532	10786	548	45
Junge Union Aurich	CDU Stadtverband Aurich und Junge Union Aurich	204261220053348	Facebook	18_24	18-24	DE	Germany	6	1	40486	8097	124	0
FDP Bayern	FDP Bayern	350558562311	Facebook	18_24	18-24	DE	Germany	2	1	40256	13773	306	61
Landtag von Baden-Württemberg	Landtag von Baden-Württemberg	2015022955380034	Facebook	18_24	18-24	DE	Germany	3	1	40110	9155	109	0
Bündnis 90/Die Grünen Friedrichshain-Kreuzberg	Bündnis 90/Die Grünen Xhain	112562615494117	Facebook	18_24	18-24	DE	Germany	7	1	39994	9086	350	52
Jens Gieseke	Jens Gieseke MdEP	483471921769289	Facebook	18_24	18-24	DE	Germany	4	1	39343	7868	353	68
Mike Mohring	CDU Weimarer Land	188677361503511	Facebook	18_24	18-24	DE	Germany	21	1	39037	9589	277	0
CDU Hamburg	CDU Landesverband Hamburg	173796242642081	Facebook	18_24	18-24	DE	Germany	12	1	38756	11391	770	96
Bündnis 90/Die Grünen Schwäbisch Hall	BÜNDNIS 90/DIE GRÜNEN Baden-Württemberg	1324932424284616	Facebook	18_24	18-24	DE	Germany	13	1	38602	8070	663	59
Jusos Schleswig-Holstein	Jusos Schleswig-Holstein	185490505413	Facebook	18_24	18-24	DE	Germany	19	1	38067	8393	538	0
Deine Würde - Eine Initiative zum 70. Jubiläum des Grundgesetzes	Deine Würde - Eine Initiative zum 70. Jubiläum des Grundgesetzes	316160725982888	Facebook	18_24	18-24	DE	Germany	1	1	37034	18517	185	37
SPD Berlin	SPD Berlin	134137749971478	Facebook	18_24	18-24	DE	Germany	10	1	36718	8076	231	0
Demokratie in Bewegung Sachsen-Anhalt	Demokratie in Bewegung Sachsen-Anhalt	1907967889415631	Facebook	18_24	18-24	DE	Germany	2	1	36058	17635	112	17
ViolavonCramon	BÜNDNIS 90/DIE GRÜNEN	126525857429764	Facebook	18_24	18-24	DE	Germany	4	1	36017	7203	215	36
BÜNDNIS 90/DIE GRÜNEN Sachsen-Anhalt	BÜNDNIS 90/DIE GRÜNEN Sachsen-Anhalt	106637900016	Facebook	18_24	18-24	DE	Germany	11	1	35453	7614	704	202
FDP Fraktion Bundestag	Fraktion der Freien Demokraten	341486659645594	Facebook	18_24	18-24	DE	Germany	29	1	34853	7443	837	0
GoodJobs	GoodJobs	1004883576238809	Facebook	18_24	18-24	DE	Germany	17	1	34679	7468	191	0
Grüne Jugend Freiburg	Grüne Jugend Freiburg	258738124139670	Facebook	18_24	18-24	DE	Germany	39	1	34659	8241	1138	0
