day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d136	2019-05-16	AT	Austria	4550	205	6456052	1885881	80943	6976
d135	2019-05-15	AT	Austria	4712	222	7316135	2169994	90042	8487
d134	2019-05-14	AT	Austria	4431	220	7080960	2188299	75319	8537
d133	2019-05-13	AT	Austria	4305	213	7370449	2387726	70350	8097
d132	2019-05-12	AT	Austria	4379	215	6066493	2011998	62619	8041
d131	2019-05-11	AT	Austria	4438	220	6825617	2205123	65577	8254
d130	2019-05-10	AT	Austria	4382	217	6241041	2075672	61438	7804
d129	2019-05-09	AT	Austria	4297	213	6165135	2083686	58953	7354
d128	2019-05-08	AT	Austria	4099	200	6131233	2045343	60638	7674
d127	2019-05-07	AT	Austria	3517	187	5785634	1906798	54660	7612
d126	2019-05-06	AT	Austria	3260	177	4427291	1517387	44265	6086
d125	2019-05-05	AT	Austria	3090	189	4862814	1780648	43624	6794
d124	2019-05-04	AT	Austria	3153	187	4892336	1754227	45963	8060
d123	2019-05-03	AT	Austria	3174	193	4071839	1429367	37542	6641
d122	2019-05-02	AT	Austria	3174	196	4473988	1558651	38542	6311
d121	2019-05-01	AT	Austria	3073	191	6442312	2340714	64097	11751
d120	2019-04-30	AT	Austria	3616	227	5112788	1695524	52432	7623
d119	2019-04-29	AT	Austria	2931	221	5652859	2113133	44704	7981
d118	2019-04-28	AT	Austria	2809	210	3658723	1272685	33926	5168
d117	2019-04-27	AT	Austria	2781	225	3527752	1265918	32534	5244
d116	2019-04-26	AT	Austria	2851	228	3888416	1452247	34981	6085
d115	2019-04-25	AT	Austria	2557	230	3541189	1335140	32609	5259
d114	2019-04-24	AT	Austria	2483	216	2836099	944426	27541	3535
d113	2019-04-23	AT	Austria	2078	215	2403130	822173	22357	4323
d112	2019-04-22	AT	Austria	1810	223	1604033	542617	13288	1618
d111	2019-04-21	AT	Austria	1821	231	1593389	564828	13042	1620
d110	2019-04-20	AT	Austria	1816	240	1541981	507121	12972	1514
d109	2019-04-19	AT	Austria	1849	254	2421227	843175	18248	3054
d108	2019-04-18	AT	Austria	1605	264	1675965	561016	12769	2116
d107	2019-04-17	AT	Austria	1463	272	1272726	463239	10158	1466
