advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Claudia Gamon	NEOS	447992848717452	Facebook	d084	2019-03-25	AT	Austria	1	1	99999	50000	499	100
Harald Vilimsky		547597092025909	Facebook	d084	2019-03-25	AT	Austria	8	1	65557	31468	409	103
Andreas Schieder	SPÖ	290881691011354	Facebook	d084	2019-03-25	AT	Austria	12	1	53573	24230	259	45
Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	d084	2019-03-25	AT	Austria	3	1	33086	13448	31	4
ISPA - Internet Service Providers Austria		202205536400	Facebook	d084	2019-03-25	AT	Austria	13	1	31331	7000	187	0
Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	d084	2019-03-25	AT	Austria	64	1	26654	11551	186	16
Freiheitliche Arbeitnehmer Oberösterreich	Freiheitliche Arbeitnehmer Oberösterreich	346842098763288	Facebook	d084	2019-03-25	AT	Austria	3	1	25052	12508	126	62
Kärnten Solar		577586748996730	Facebook	d084	2019-03-25	AT	Austria	1	1	24999	5000	49	0
Wirtschaftskammer		125946327466544	Facebook	d084	2019-03-25	AT	Austria	49	1	16976	3729	354	14
LICHT FÜR DIE WELT		179480532112410	Facebook	d084	2019-03-25	AT	Austria	1	1	16666	3333	32	0
FSG Niederösterreich		420116701402151	Facebook	d084	2019-03-25	AT	Austria	1	1	15384	7692	38	7
Heumilch		184745071568863	Facebook	d084	2019-03-25	AT	Austria	1	1	14705	5882	29	14
Die Grünen Wien		88676876113	Facebook	d084	2019-03-25	AT	Austria	1	1	12499	2500	24	0
Barbara M. Thaler		1945277729020140	Facebook	d084	2019-03-25	AT	Austria	15	1	11129	2387	85	7
Arbeiterkammer Niederösterreich		200201856970	Facebook	d084	2019-03-25	AT	Austria	1	1	11111	5555	55	11
Make Marketing Great Again - Österreichische Marketinggesellschaft		1697498173692459	Facebook	d084	2019-03-25	AT	Austria	1	1	9998	4999	98	0
Julia Herr	Sozialistische Jugend Österreich	345172509462824	Facebook	d084	2019-03-25	AT	Austria	2	1	9722	3611	69	13
SPÖ	SPÖ	77393060080	Facebook	d084	2019-03-25	AT	Austria	8	1	9114	3815	64	14
AUGE/UG - Alternative, Grüne und Unabhängige GewerkschafterInnen		422601690429	Facebook	d084	2019-03-25	AT	Austria	4	1	8350	1670	88	15
ServusTV		248450014269	Facebook	d084	2019-03-25	AT	Austria	1	1	8333	1666	16	0
Attac Österreich		337062242856	Facebook	d084	2019-03-25	AT	Austria	1	1	8333	1666	16	0
Pologize Fashion		274227073497806	Facebook	d084	2019-03-25	AT	Austria	1	1	7884	3942	70	35
VSStÖ WU Wien		202551513094711	Facebook	d084	2019-03-25	AT	Austria	2	1	7856	1571	28	0
Liste 5 - Grüne Gewerkschafter		305057743491748	Facebook	d084	2019-03-25	AT	Austria	2	1	7499	1500	87	12
Christian Zoll		601419393620184	Facebook	d084	2019-03-25	AT	Austria	1	1	7142	1428	71	14
Steirischer Bauernbund		411726222932639	Facebook	d084	2019-03-25	AT	Austria	2	1	6874	1375	24	0
Plan International Österreich		115130990779	Facebook	d084	2019-03-25	AT	Austria	8	1	6666	2066	72	7
European Parliament		178362315106	Facebook	d084	2019-03-25	AT	Austria	6	1	6279	1505	52	0
Ring Freiheitlicher Studenten RFS		148597481866190	Facebook	d084	2019-03-25	AT	Austria	1	1	6249	1250	12	0
Solidar-Werkstatt Österreich		181812101834074	Facebook	d084	2019-03-25	AT	Austria	1	1	6249	1250	62	12
Millennium City		138508402836297	Facebook	d084	2019-03-25	AT	Austria	1	1	6249	1250	12	0
Ansaar International e.V.		354608017990902	Facebook	d084	2019-03-25	AT	Austria	1	1	6243	3121	15	3
Dominik Nepp		135953609780627	Facebook	d084	2019-03-25	AT	Austria	25	1	5454	905	147	0
KOMintern - Kommunistische Gewerkschaftsinitiative international		349319195158880	Facebook	d084	2019-03-25	AT	Austria	2	1	5454	1090	18	0
Wolfram Pirchner	Österreichischer Seniorenbund	296676857050295	Facebook	d084	2019-03-25	AT	Austria	2	1	5319	2340	108	21
Arbeiterkammer		107152329360788	Facebook	d084	2019-03-25	AT	Austria	1	1	5263	2631	26	5
Tropen Verlag		156005111145974	Facebook	d084	2019-03-25	AT	Austria	1	1	4994	2497	12	2
Meins		1475362469455962	Facebook	d084	2019-03-25	AT	Austria	1	1	4761	2380	23	4
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	d084	2019-03-25	AT	Austria	24	1	4290	545	209	0
European Greens		141366725876424	Facebook	d084	2019-03-25	AT	Austria	1	1	4269	1707	42	8
Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	d084	2019-03-25	AT	Austria	23	1	3697	739	98	4
Klang der Solidarität		385076005313967	Facebook	d084	2019-03-25	AT	Austria	20	1	3479	1353	14	3
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	d084	2019-03-25	AT	Austria	5	1	3321	1592	18	3
LUQEL		246492066289117	Facebook	d084	2019-03-25	AT	Austria	1	1	3256	651	32	6
Peter Haubner		276851356116014	Facebook	d084	2019-03-25	AT	Austria	12	1	3225	903	51	3
Islamischer Zentralrat Schweiz (IZRS)		144407108981837	Facebook	d084	2019-03-25	AT	Austria	1	1	3120	624	5	0
Mauthausen Memorial / KZ-Gedenkstätte		822535621220156	Facebook	d084	2019-03-25	AT	Austria	2	1	2815	563	5	0
Die Innsbrucker Grünen	Die Innsbrucker Grünen	185943534768550	Facebook	d084	2019-03-25	AT	Austria	3	1	2791	1033	48	0
Thomas Waitz		235816017203590	Facebook	d084	2019-03-25	AT	Austria	2	1	2723	544	37	3
Aurora Prize		1413803418918630	Facebook	d084	2019-03-25	AT	Austria	1	1	2715	543	4	0
Migration und Globalisierung		1602678099989178	Facebook	d084	2019-03-25	AT	Austria	2	1	2589	517	8	0
Steffi Krisper	Stephanie Krisper	170392456839307	Facebook	d084	2019-03-25	AT	Austria	1	1	2499	500	49	0
Monika Riedl Christallmanufaktur		529557763789055	Facebook	d084	2019-03-25	AT	Austria	1	1	2499	1249	24	0
Selbstbedienung - Die Band		180038648734414	Facebook	d084	2019-03-25	AT	Austria	2	1	2324	1020	5	0
Trans.INFO - transport, trucking and logistics news		503559333358179	Facebook	d084	2019-03-25	AT	Austria	1	1	2177	435	10	0
CARE Österreich		163811269488	Facebook	d084	2019-03-25	AT	Austria	2	1	2035	400	23	4
Die Hoflieferanten		213600278683693	Facebook	d084	2019-03-25	AT	Austria	1	1	1999	1000	17	0
Die Philadelphia Posaune		541635382696298	Facebook	d084	2019-03-25	AT	Austria	2	1	1991	388	8	0
ARGE AIWWF		429332317092364	Facebook	d084	2019-03-25	AT	Austria	1	1	1943	971	1	0
Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	d084	2019-03-25	AT	Austria	4	1	1928	901	23	0
FPÖ Steiermark		109165729133109	Facebook	d084	2019-03-25	AT	Austria	2	1	1908	654	28	0
2glory.de		982420645171942	Facebook	d084	2019-03-25	AT	Austria	4	1	1888	377	20	3
Maximilian Krauss		590930261019192	Facebook	d084	2019-03-25	AT	Austria	24	1	1879	111	142	0
Testo Österreich		154238458591300	Facebook	d084	2019-03-25	AT	Austria	12	1	1799	299	59	0
VSStÖ - Graz		50220001580	Facebook	d084	2019-03-25	AT	Austria	2	1	1714	557	26	0
Gottfried Waldhäusl		627580790692097	Facebook	d084	2019-03-25	AT	Austria	7	1	1660	539	20	1
PolarNEWS		344744688893422	Facebook	d084	2019-03-25	AT	Austria	1	1	1652	330	14	2
Sven Schwerer - Bürgermeisterkandidat 2019 für Leonding		1307422952730524	Facebook	d084	2019-03-25	AT	Austria	1	1	1515	303	15	3
Siedler Verlag		545921772214198	Facebook	d084	2019-03-25	AT	Austria	4	1	1441	431	8	1
Jüdische Gemeinde Graz		1087203291340645	Facebook	d084	2019-03-25	AT	Austria	2	1	1340	250	33	0
Luchterhand Literaturverlag		341410458159	Facebook	d084	2019-03-25	AT	Austria	7	1	1271	625	7	2
GRAS - Grüne & Alternative Student_innen	GRAS - Grüne & Alternative Student_innen	79935247286	Facebook	d084	2019-03-25	AT	Austria	1	1	1249	250	24	0
OCHSNER Wärmepumpen GmbH		544839015887197	Facebook	d084	2019-03-25	AT	Austria	1	1	1249	249	24	0
Bürgerforum Europa		434134866705523	Facebook	d084	2019-03-25	AT	Austria	1	1	1249	250	12	2
KÖStV Austria-Wien		162592730442730	Facebook	d084	2019-03-25	AT	Austria	1	1	1249	250	24	0
fresh-lifestyle.at		1032445966924130	Facebook	d084	2019-03-25	AT	Austria	1	1	1249	625	12	0
Freiheitliche Arbeitnehmer Wien		1059639770780580	Facebook	d084	2019-03-25	AT	Austria	2	1	1214	607	12	0
Verein queerAltern - Wohnen Beratung Pflege für die LGBTI Community		247233858795413	Facebook	d084	2019-03-25	AT	Austria	1	1	1198	239	2	0
Die Grünen Mattighofen		241459419282080	Facebook	d084	2019-03-25	AT	Austria	1	1	1111	555	11	0
Steiermärkische Sparkasse		98931402021	Facebook	d084	2019-03-25	AT	Austria	2	1	1090	200	28	0
deingorilla.com		1473090849636848	Facebook	d084	2019-03-25	AT	Austria	2	1	1089	416	7	3
Wiener Berufsschulzeitung		996435257071689	Facebook	d084	2019-03-25	AT	Austria	1	1	999	200	19	0
KPÖ Murtal		970551679819440	Facebook	d084	2019-03-25	AT	Austria	1	1	999	200	19	0
Grüne Bildungswerkstatt Vorarlberg		1165492580180047	Facebook	d084	2019-03-25	AT	Austria	1	1	999	200	19	0
Stephan Pernkopf		530256460340682	Facebook	d084	2019-03-25	AT	Austria	28	1	902	0	89	0
agrarheute		152897127443	Facebook	d084	2019-03-25	AT	Austria	5	1	885	193	2	0
Die Tiroler Grünen	Die Tiroler Grünen	112941499555	Facebook	d084	2019-03-25	AT	Austria	1	1	833	166	16	0
Meine Abgeordneten	Verein Respekt.net	467206919970332	Facebook	d084	2019-03-25	AT	Austria	1	1	833	166	16	0
Europäische Bewegung Österreich		161031654392167	Facebook	d084	2019-03-25	AT	Austria	1	1	833	166	16	0
Barbara Jascht		414527438609874	Facebook	d084	2019-03-25	AT	Austria	1	1	772	154	7	1
Udo Landbauer		494195290313	Facebook	d084	2019-03-25	AT	Austria	3	1	767	312	20	0
Info-DIREKT		1409399859360135	Facebook	d084	2019-03-25	AT	Austria	2	1	749	83	41	0
Hallein		375551909815	Facebook	d084	2019-03-25	AT	Austria	1	1	714	142	14	0
Ordensgemeinschaften Österreich		341397769286892	Facebook	d084	2019-03-25	AT	Austria	1	1	666	333	6	0
Jürgen Todenhöfer		12084075837	Facebook	d084	2019-03-25	AT	Austria	1	1	662	132	1	0
sea-eye		728126633959903	Facebook	d084	2019-03-25	AT	Austria	2	1	636	234	9	0
