advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Morten Klessen	Socialdemokratiet i Nordjylland	1039840406189567	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	28	1	1307037	567257	7176	1959
Mia Tang	Mia Tang	358828094665364	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	23	1	418886	85954	3932	897
Thomas Thomsen	Thomsen Thomas	155006118510945	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	4	1	290568	115954	2087	456
Per Møller	Det Konservative Folkeparti	279383622197240	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	6	1	210994	45000	2824	602
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	76	1	210154	61463	2267	531
Søren Valgreen Knudsen - Folketingskandidat	Knudsen Soren Valgreen	1727075740642843	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	15	1	195985	44000	1417	348
Anne Honoré Østergaard	Ostergaard Anne Honore	1719764131664489	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	22	1	151978	28000	907	227
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	52	1	113026	32694	1772	413
Henrik Jørgensen - Folketingskandidat for Venstre Brønderslevkredsen	Ladefoged Martin Aggerholm	523900267627364	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	3	1	109988	24998	334	147
Lise Bech - Dansk Folkeparti	Bech Lise	665462313475794	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	3	1	102956	23414	1378	313
Christina Egelund	Liberal Alliance	684016791662654	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	40	1	76556	14618	785	65
Alternativet Nordjylland	Alternativet Nordjylland	1434894720136798	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	4	1	69911	16983	333	106
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	42	1	68832	25536	719	214
Per Husted i Folketinget	Nielsen Per Husted	125832481208156	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	4	1	64326	14165	242	86
Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	7	1	63228	26917	727	158
Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	36	1	55705	11418	722	147
Kim Edberg Andersen	Kim Edberg Andersen-Kristoffersen	533374726861312	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	6	1	30994	9000	240	40
European Parliament	European Parliament	178362315106	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	15	1	28530	12834	303	84
Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	12	1	28518	13007	883	190
Enhedslisten	Enhedslisten	223040066022	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	38	1	26612	10605	273	115
Niels Arbøl - Folketingskandidat for Radikale Venstre	Arbol Niels Henrik Karsten	303548033422907	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	10	1	25990	4000	346	53
Asger Christensen i EU	Christensen Asger Bank Møller	1450750935146684	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	6	1	24633	5012	370	116
Nikolaj Villumsen	Nikolaj Villumsen	529124290474705	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	39	1	23373	9171	372	95
3F - Danmarks Stærkeste Fagforening	3F - Danmarks Stærkeste Fagforening	109012749124622	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	7	1	22673	9251	278	64
Torben Overgaard	Nielsen Torben Kirk Overgaard	766828280077855	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	9	1	21594	3453	234	32
Lisbeth Bech Poulsen	Lisbeth Bech Poulsen	1559060601030590	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	5	1	16968	2995	226	40
Der er noget, der ikke stemmer	The Brand Agency ApS	607503123085160	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	3	1	15568	6893	163	46
Simon Leed Krøs	Krøs Simon Leed	2213595128921256	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	2	1	14998	6000	147	66
Per Larsen i Folketinget	Det Konservative Folkeparti	129802704387687	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	2	1	14938	5970	266	133
SF	SF	74796954245	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	34	1	14363	3137	123	29
Linea Søgaard-Lidell	Søgaard-Lidell Linea	1002755833225691	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	23	1	13840	4938	219	44
Jacob Høfler	Høfler Jacob Juel	205247329953919	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	5	1	12995	2000	280	53
Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	16	1	12389	4583	236	57
Pia Olsen Dyhr	SF	49348971479	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	26	1	11687	3643	115	32
BUPL	BUPL	359674067377201	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	13	1	11660	4358	133	48
FOA	FOA	132344416862423	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	25	1	10786	3380	53	11
Margrete Auken	SF	36730930417	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	25	1	10785	2399	125	27
Erik Poulsen - kandidat til Europa-Parlamentet	Erik Poulsen - kandidat til Europa-Parlamentet	203735820417737	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	9	1	10457	3511	226	59
Zetland	Zetland	341299649231023	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	64	1	9903	3357	37	12
Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	15	1	9846	2758	81	20
Daniel Nyboe Andersen	Andersen Daniel Nyboe	337594876360078	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	5	1	8995	1000	119	13
Ældre Sagen	Ældre Sagen	126543540781090	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	26	1	8632	1935	62	17
Jens-Henrik Kirk	Kirk Jens-Henrik	683682235062292	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	3	1	8442	3560	71	14
Susanne Zimmer - Alternativet	Zimmer Susanne	332103627167661	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	6	1	8039	1243	147	26
Jeppe Kofod	Socialdemokratiet	137685999659722	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	9	1	7952	3939	57	13
Fagbevægelsens Hovedorganisation	Fagbevægelsens Hovedorganisation	261599053881378	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	8	1	7439	2712	100	42
Lars Løkke Rasmussen	Venstre, Danmarks Liberale Parti	58140803787	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	6	1	7421	2102	59	13
Casper Pedersen	Pedersen Casper	2252326791657399	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	9	1	6874	1413	73	16
Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	6	1	6784	1437	45	12
Liberal Alliance	Liberal Alliance	106952222676974	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	135	1	6257	1165	38	6
Kuzma Pavlov Jensen	Det Konservative Folkeparti	2798719490153637	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	2	1	5671	2282	75	15
Enhedslisten Aalborg	Enhedslisten Aalborg	64344083041	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	1	1	4999	1000	66	13
Bergur Larsson Løkke Rasmussen	Bergur Løkke Rasmussen	141378109375840	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	28	1	4822	1579	63	20
Enhedslisten Mariagerfjord	Ringgaard Torsten Hessellund	1837032266538257	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	7	1	3839	0	50	0
Dina Raabjerg - Kandidat til EU - En jysk stemme	Myrup Dina Hoff	262868500820455	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	3	1	3343	824	41	8
Danmarks Socialdemokratiske Ungdom (DSU)	DSU	126084211821	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	9	1	3341	859	18	5
Alternativet	Alternativet	676061179094769	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	5	1	3046	1159	22	8
Sammen er du stærkere	HK Danmark	732591266819090	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	2	1	2932	586	54	19
Nye Borgerlige	Nye Borgerlige	646746285466931	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	3	1	2779	555	37	7
Morten Østergaard	Radikale Venstre	252520351444054	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	16	1	2759	674	9	3
Klaus Riskær Pedersen	Parti Klaus Riskaer Pedersen	728307113871618	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	4	1	2743	548	36	7
Marianne Vind	Marianne Vind	329236874385098	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	11	1	2736	709	53	11
Konservativ Ungdom	Konservativ Ungdom	119769598101853	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	9	1	2707	611	17	4
IDA	IDA	154415494575789	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	6	1	2676	664	11	5
Skole og Forældre	Skole og Forældre	113241872062337	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	4	1	2660	819	8	1
FDM	FDM	46265612799	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	2	1	2393	478	32	6
Plantebevægelsen	Plantebevægelsen	136775899834790	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	5	1	2095	419	28	5
Intact Denmark - Forening mod omskæring af børn	Intact Denmark - Forening mod omskæring af børn	415341115213431	Facebook	north_denmark_region	North Denmark Region	DK	Denmark	2	1	2006	201	15	0
