country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
NL	Netherlands	f	female	6758	1550	63972241	25269680	533416	105228
NL	Netherlands	m	male	6326	1488	52506740	20685933	416820	76309
NL	Netherlands	u	unknown	5592	1367	442992	165135	3981	664
