advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	w017	Week 17	42	1	130709999	13070000	637161	40349
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	w017	Week 17	231	1	117452138	11682791	789597	15339
Podemos	Unidas Podemos	269212336568846	Facebook	w017	Week 17	297	1	73292392	32452950	452058	120424
Partido Popular	Partido Popular	72249031214	Facebook	w017	Week 17	2125	1	54634377	20956499	416619	56463
COALICION CANARIA		AR489541609348661248	Google	w017	Week 17	3501	1	34009120	966731	139446	601
AMERISOFT SRL		AR573801583431647232	Google	w017	Week 17	85	1	31842606	3173307	3068	158
European Parliament		178362315106	Facebook	w017	Week 17	106	1	29502841	13539000	153655	40740
Ciudadanos	Ciudadanos	74078667754	Facebook	w017	Week 17	3023	1	29460977	8329000	402577	26000
Future Innovation SRL		AR474748779908562944	Google	w017	Week 17	28	1	25503577	2548069	124277	2244
Freiheitliche Partei Österreich		AR333020356698701824	Google	w017	Week 17	43	1	23604527	2352272	200649	20062
PSOE	PSOE	189318235003	Facebook	w017	Week 17	334	1	19939893	7911740	64443	10856
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	w017	Week 17	536	1	19142725	1684655	28767	871
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	w017	Week 17	71	1	18135028	1792320	52230	1141
Partido Animalista PACMA		AR145115193901318144	Google	w017	Week 17	4	1	12666666	1266666	63611	1083
Kialo		729627343834501	Facebook	w017	Week 17	127	1	10954875	4445000	48624	11135
sp.a	sp.a	57253967150	Facebook	w017	Week 17	133	1	10646649	4489706	47567	11618
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	w017	Week 17	75	1	10241804	1010493	91012	1675
FDP	FDP	21289227249	Facebook	w017	Week 17	695	1	9362358	2860929	70409	4178
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	w017	Week 17	110	1	7850000	779999	99549	2366
Romania #nuepsd	Future Innovation	293215748279337	Facebook	w017	Week 17	26	1	7159974	3265000	5163	2542
Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	w017	Week 17	64	1	6483436	2635500	23311	4075
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	w017	Week 17	30	1	6081623	2630164	15556	3611
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	w017	Week 17	51	1	5726023	551000	1945	70
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	w017	Week 17	46	1	5437717	534855	1333	65
PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	w017	Week 17	81	1	5321376	2250333	36915	9083
