recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-07	2019-05-07	IE	Ireland	382	94	904231	287346	6806	771
rd2	Last 2 days	2019-05-06	2019-05-07	IE	Ireland	413	104	1990089	633179	14631	1699
rd3	Last 3 days	2019-05-05	2019-05-07	IE	Ireland	439	114	3059472	986508	22183	2654
rd4	Last 4 days	2019-05-04	2019-05-07	IE	Ireland	483	123	4543917	1512241	33138	4321
rd5	Last 5 days	2019-05-03	2019-05-07	IE	Ireland	526	135	5708814	1914157	41360	5401
rd6	Last 6 days	2019-05-02	2019-05-07	IE	Ireland	577	146	6813407	2299643	48959	6415
rw1	Last week	2019-05-01	2019-05-07	IE	Ireland	607	155	7921155	2669819	56266	7379
rw2	Last 2 weeks	2019-04-24	2019-05-07	IE	Ireland	901	229	16073046	5830315	100905	13467
rw3	Last 3 weeks	2019-04-17	2019-05-07	IE	Ireland	1097	302	20970625	7856183	126614	17240
rw4	Last 4 weeks	2019-04-10	2019-05-07	IE	Ireland	1529	433	23951893	8987233	145381	19954
rm1	Last month	2019-04-08	2019-05-07	IE	Ireland	1652	476	24440145	9164725	149168	20505
rm2	Last 2 months	2019-03-09	2019-05-07	IE	Ireland	2757	782	32394203	12026224	211922	28729
rm3	Last 3 months	2019-02-07	2019-05-07	IE	Ireland	3108	855	33992843	12576079	223425	29921
rm6	Last 6 months	2019-01-01	2019-05-07	IE	Ireland	3300	895	34440648	12714465	227385	30144
