recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-26	2019-05-26	PL	Poland	157	62	1463161	528936	5549	1071
rd2	Last 2 days	2019-05-25	2019-05-26	PL	Poland	399	110	5285377	1832246	20344	4178
rd3	Last 3 days	2019-05-24	2019-05-26	PL	Poland	2561	316	40253168	14026721	144020	32998
rd4	Last 4 days	2019-05-23	2019-05-26	PL	Poland	2796	325	69823181	24337101	254958	58393
rd5	Last 5 days	2019-05-22	2019-05-26	PL	Poland	2947	339	91594225	31981017	337656	78340
rd6	Last 6 days	2019-05-21	2019-05-26	PL	Poland	3098	347	108341303	37953146	397652	91818
rw1	Last week	2019-05-20	2019-05-26	PL	Poland	3210	350	118178141	41484042	436448	100542
rw2	Last 2 weeks	2019-05-13	2019-05-26	PL	Poland	3360	355	131124894	46187438	487098	111603
rw3	Last 3 weeks	2019-05-06	2019-05-26	PL	Poland	3360	355	131124894	46187438	487098	111603
rw4	Last 4 weeks	2019-04-29	2019-05-26	PL	Poland	3360	355	131124894	46187438	487098	111603
rm1	Last month	2019-04-27	2019-05-26	PL	Poland	3360	355	131124894	46187438	487098	111603
rm2	Last 2 months	2019-03-28	2019-05-26	PL	Poland	3361	356	131129890	46188437	487121	111603
rm3	Last 3 months	2019-02-26	2019-05-26	PL	Poland	3361	356	131129890	46188437	487121	111603
rm6	Last 6 months	2019-01-01	2019-05-26	PL	Poland	3361	356	131129890	46188437	487121	111603
