advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	m	male	UK	United Kingdom	21	1	2768891	1253475	8390	2428
Conservatives	The Conservative Party	8807334278	Facebook	m	male	UK	United Kingdom	728	1	915218	145568	43106	138
European Parliament	European Parliament	178362315106	Facebook	m	male	UK	United Kingdom	3	1	633086	310763	8884	3557
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	m	male	UK	United Kingdom	21	1	624661	263879	12023	2457
The Labour Party	The Labour Party	25749647410	Facebook	m	male	UK	United Kingdom	10	1	587776	255994	4813	1479
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	m	male	UK	United Kingdom	251	1	469473	108547	17002	0
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	m	male	UK	United Kingdom	16	1	274937	97873	1550	127
People's Vote UK	People's Vote	748608695327755	Facebook	m	male	UK	United Kingdom	15	1	172747	52071	1793	222
West Midlands Conservatives	West Midlands Conservatives	223025417884693	Facebook	m	male	UK	United Kingdom	1	1	98978	49489	285	57
38 Degrees	38 Degrees	200006375787	Facebook	m	male	UK	United Kingdom	7	1	75518	19282	345	0
Scientists for EU	Scientists for EU	642444842524195	Facebook	m	male	UK	United Kingdom	1	1	63274	31637	365	73
School Cuts	National Education Union	871798409656672	Facebook	m	male	UK	United Kingdom	7	1	55871	11080	292	0
GMB Union	GMB Union	103295786760891	Facebook	m	male	UK	United Kingdom	5	1	53119	17936	133	0
Global Optimism	Global Optimism	2062802910474026	Facebook	m	male	UK	United Kingdom	1	1	42370	8474	97	0
Tom Watson	The Labour Party. Promoted by Tom Watson on behalf of Tom Watson	470873686267967	Facebook	m	male	UK	United Kingdom	5	1	38734	7747	343	0
Democratic Unionist Party	Democratic Unionist Party	105732052794210	Facebook	m	male	UK	United Kingdom	1	1	35942	7188	415	83
Alex Salmond	Slainte Media	136191876445102	Facebook	m	male	UK	United Kingdom	1	1	35496	7099	81	0
Scottish Green Party	Scottish Green Party	17999726169	Facebook	m	male	UK	United Kingdom	1	1	32977	6595	75	0
InFacts	InFacts	678120165658753	Facebook	m	male	UK	United Kingdom	2	1	32088	6285	147	0
Eastern Region Green Party	Eastern Region Green Party 	1635570190048987	Facebook	m	male	UK	United Kingdom	2	1	31505	7544	363	63
Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	m	male	UK	United Kingdom	1	1	27965	5593	322	64
Plaid Cymru	Plaid Cymru	26416930992	Facebook	m	male	UK	United Kingdom	1	1	25964	5192	299	60
Global Justice Now	Global Justice Now	6707857033	Facebook	m	male	UK	United Kingdom	1	1	24887	4977	57	0
West Midlands Labour	The Labour Party	1243222025739706	Facebook	m	male	UK	United Kingdom	4	1	24287	5958	179	0
South West Green Party	The Green Party of England and Wales	244490049076873	Facebook	m	male	UK	United Kingdom	14	1	21773	8033	498	0
