advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
People's Vote UK	People's Vote	748608695327755	Facebook	d005	2019-01-05	1330	1	5261386	1655333	65809	9758
Britain's Future	Britain's Future	1625300137516491	Facebook	d005	2019-01-05	57	1	695913	264705	2689	422
We are the 52%	We are the 52%	466744973727718	Facebook	d005	2019-01-05	13	1	316881	121275	533	55
NHS Against Brexit	Scientists for EU	2126073340865034	Facebook	d005	2019-01-05	6	1	149997	30000	343	0
38 Degrees	38 Degrees	200006375787	Facebook	d005	2019-01-05	18	1	138135	55980	1075	171
Plan International Sverige		382243262003	Facebook	d005	2019-01-05	63	1	119191	45838	1238	310
More United	More United	618113871680733	Facebook	d005	2019-01-05	2	1	108332	41666	1176	231
Andy Street	The Conservative Party	625464517632792	Facebook	d005	2019-01-05	34	1	103774	41557	715	55
Coalition for Reform in Political Advertising UK	Alex Tait on behalf of The Coalition for Reform in Political Advertising 	275297063168071	Facebook	d005	2019-01-05	9	1	102378	39664	601	84
Roberta Metsola		406824526101449	Facebook	d005	2019-01-05	3	1	58054	22722	604	111
London Labour Party	The London Labour Party 	474613052643462	Facebook	d005	2019-01-05	6	1	53999	21666	207	61
Alex Salmond	Slainte Media	136191876445102	Facebook	d005	2019-01-05	1	1	49999	25000	144	28
My Westhoughton	Westhoughton Liberal Democrats	254788712232	Facebook	d005	2019-01-05	1	1	49999	10000	577	115
Stadtwerke Tübingen: Wir wirken mit.		170813019659671	Facebook	d005	2019-01-05	2	1	45833	17499	124	50
Harald Vilimsky		547597092025909	Facebook	d005	2019-01-05	4	1	43999	17666	406	80
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	d005	2019-01-05	10	1	43076	9190	154	9
Scientists for EU	Scientists for EU	642444842524195	Facebook	d005	2019-01-05	2	1	41665	8333	95	0
Banque mondiale		155174084508744	Facebook	d005	2019-01-05	32	1	35891	15225	60	5
Greenpeace UK	Greenpeace UK 	9250349228	Facebook	d005	2019-01-05	39	1	35536	11717	273	22
Sylwia Spurek		1967695263556184	Facebook	d005	2019-01-05	2	1	34999	7000	81	16
Deloitte Nederland		319495812163	Facebook	d005	2019-01-05	3	1	33457	14166	91	12
Simple Politics		1052029294841900	Facebook	d005	2019-01-05	2	1	32795	13118	75	37
Kaar Kaas Sonn		215255338679306	Facebook	d005	2019-01-05	2	1	32258	12903	5	0
Best For Britain	Best for Britain	1863944713844924	Facebook	d005	2019-01-05	16	1	31711	9890	400	67
Kinder in Gefahr - DVCK e.V.		556019341220640	Facebook	d005	2019-01-05	1	1	31249	12500	62	31
Johann Gudenus		104145976305577	Facebook	d005	2019-01-05	14	1	31040	6264	181	23
Daydream Believers - Barnsley FC Film		351543495287992	Facebook	d005	2019-01-05	4	1	26666	11333	153	30
Sosialidemokraatit SDP		108945982480217	Facebook	d005	2019-01-05	5	1	26350	5770	226	40
PD Martin Cauchi Inglott		181379916072401	Facebook	d005	2019-01-05	2	1	25124	5000	61	0
Martin Beluský - kandidát na poslanca EP		2011031775831511	Facebook	d005	2019-01-05	1	1	24999	12500	24	0
Plaid Cymru	Plaid Cymru	26416930992	Facebook	d005	2019-01-05	3	1	23941	9889	58	22
Winkler Gyula		1560147330888040	Facebook	d005	2019-01-05	2	1	22333	11111	25	11
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	d005	2019-01-05	3	1	21428	4285	286	57
Fazland		392009187483727	Facebook	d005	2019-01-05	19	1	20399	7880	143	28
Alex and the jewel		1703830116536718	Facebook	d005	2019-01-05	1	1	19999	10000	49	10
Our Future, Our Choice	Our Future, Our Choice	1777176712575796	Facebook	d005	2019-01-05	4	1	19998	10000	229	0
WeWorld Onlus		299584710061488	Facebook	d005	2019-01-05	5	1	18804	8270	12	2
Le Monde		14892757589	Facebook	d005	2019-01-05	6	1	18388	7344	19	3
Oxfam Great Britain	Oxfam GB	7214031395	Facebook	d005	2019-01-05	5	1	16749	6944	186	35
Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	d005	2019-01-05	1	1	16666	3333	33	0
Westmorland and Lonsdale Liberal Democrats	P Trollope [Election Agent] on behalf of the Liberal Democrats	725151761019350	Facebook	d005	2019-01-05	1	1	16666	3333	38	0
Alastair Majury for Dunblane & Bridge of Allan	Alastair Majury	756672681150932	Facebook	d005	2019-01-05	1	1	16666	8333	96	19
Fabrizio Marrazzo		174478206566341	Facebook	d005	2019-01-05	1	1	16666	3333	33	0
Tomáš Zdechovský		275042429350706	Facebook	d005	2019-01-05	1	1	14285	7142	55	27
Keyron Italia		1473993739561073	Facebook	d005	2019-01-05	1	1	14285	7142	14	0
University of West London		124280710951576	Facebook	d005	2019-01-05	4	1	14285	2857	131	24
SOS-Kinderdörfer weltweit		56497026719	Facebook	d005	2019-01-05	20	1	13977	6387	85	15
Europees Parlement Nederland		270788920480	Facebook	d005	2019-01-05	1	1	12499	2500	124	25
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	d005	2019-01-05	1	1	12499	2500	124	25
Tim Farron	Westmorland and Lonsdale Liberal Democrats	118873691462974	Facebook	d005	2019-01-05	1	1	12499	2500	28	0
Suzy Firkin - Lib Dem	Congleton Constituency Liberal Democrats	152685888671384	Facebook	d005	2019-01-05	1	1	12499	2500	28	0
Sinistra Civica per Zingaretti		160144464607205	Facebook	d005	2019-01-05	1	1	12499	2500	24	0
APREN- Associação Portuguesa de Energias Renováveis		211407145540076	Facebook	d005	2019-01-05	1	1	12499	2500	24	0
Deep Blue Straws	Deep Blue Straws 	267647110556508	Facebook	d005	2019-01-05	2	1	10999	2200	45	0
Studyintheuk		170953716896026	Facebook	d005	2019-01-05	18	1	10899	2500	176	24
Carmine Pacente	Carmelo Iannicelli	218066501942820	Facebook	d005	2019-01-05	1	1	9999	2000	19	0
Tom Watson	The Labour Party. Promoted by Tom Watson on behalf of Tom Watson	470873686267967	Facebook	d005	2019-01-05	2	1	9999	5000	114	0
Νότης Μαριάς, Ανεξάρτητος Ευρωβουλευτής		337788662974718	Facebook	d005	2019-01-05	1	1	9999	2000	19	0
Biteback Publishing		162886884671	Facebook	d005	2019-01-05	1	1	9999	2000	115	23
Paul Farmer - Labour for Camborne, Redruth and Hayle	The Labour Party	433477530328893	Facebook	d005	2019-01-05	1	1	9999	2000	22	0
World Animal Protection Danmark		33588644626	Facebook	d005	2019-01-05	4	1	9854	4169	116	26
Linnéa Engström		1409490812643464	Facebook	d005	2019-01-05	5	1	8640	2254	78	15
Joanna Skrzydlewska	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	274904002573727	Facebook	d005	2019-01-05	1	1	8333	4166	19	9
Michela Giuffrida		656848937718109	Facebook	d005	2019-01-05	1	1	8333	1666	16	0
Tony Blair Institute for Global Change	Tony Blair Institute for Global Change	131712588824	Facebook	d005	2019-01-05	1	1	8333	1666	19	0
Josef Caruana		166617437361908	Facebook	d005	2019-01-05	2	1	7993	2633	26	3
Democracia para todos		141310866605696	Facebook	d005	2019-01-05	3	1	7549	1606	19	0
Basildon Labour Party	The Basildon Labour Party	1101356843268707	Facebook	d005	2019-01-05	3	1	7498	1500	171	0
Socios Cruz Roja		306840072990831	Facebook	d005	2019-01-05	16	1	7434	1917	73	13
KATHARINE HAMNETT		322018314523210	Facebook	d005	2019-01-05	1	1	7407	3703	42	21
Milieudefensie	Milieudefensie	83439828234	Facebook	d005	2019-01-05	1	1	7142	1428	14	0
Vaqueros Colombianos		680764692266815	Facebook	d005	2019-01-05	1	1	7142	1428	14	0
EIT InnoEnergy		344038838945608	Facebook	d005	2019-01-05	4	1	6879	2736	9	1
Clínica Harmonie Salamanca		115307495164630	Facebook	d005	2019-01-05	7	1	6665	1833	115	0
UNO-Flüchtlingshilfe		236934790401	Facebook	d005	2019-01-05	1	1	6578	2631	65	13
Andrew Western	The Labour Party	319905135091382	Facebook	d005	2019-01-05	4	1	6321	1571	23	0
Labour East	The Labour Party	407402162736656	Facebook	d005	2019-01-05	1	1	6249	1250	72	14
Labour Future	Labour Future	112846662487263	Facebook	d005	2019-01-05	1	1	6249	1250	14	0
Fair Play For Women	Fair Play For Women	203074990102652	Facebook	d005	2019-01-05	1	1	6249	1250	14	0
Fran Boait for Gloucester	The Labour Party	253410848522865	Facebook	d005	2019-01-05	1	1	6249	1250	14	0
Peter Taylor - Mayor of Watford	Elected Mayor of Watford 	1840967549564053	Facebook	d005	2019-01-05	3	1	5927	2214	96	0
Covestro		150793518281117	Facebook	d005	2019-01-05	1	1	5747	2298	11	5
Rishi Sunak	Rishi Sunak MP	1540198936249794	Facebook	d005	2019-01-05	1	1	5555	1111	64	12
Animal Equality UK		2047806148766050	Facebook	d005	2019-01-05	2	1	5084	2542	39	19
Durham Labour Left	Durham Labour Left	243574269369585	Facebook	d005	2019-01-05	2	1	4999	1000	114	0
Landrat Stefan Löwl		1526677994268367	Facebook	d005	2019-01-05	1	1	4999	1000	9	0
Pro Great Britain		673839426080736	Facebook	d005	2019-01-05	1	1	4999	2500	57	0
National Theatre		9212864972	Facebook	d005	2019-01-05	2	1	4892	1946	41	18
Collectif : Féministes contre le cyberharcèlement		1026099724099181	Facebook	d005	2019-01-05	3	1	4575	2287	45	0
Make-up Studio Martinique		1629772583807735	Facebook	d005	2019-01-05	1	1	4545	909	45	9
Robert Micallef		1080763715431573	Facebook	d005	2019-01-05	1	1	4545	909	8	0
UKIP South Cumbria	Doug Walters	843883778981850	Facebook	d005	2019-01-05	4	1	4291	2145	49	0
EBÖRD		506529806463047	Facebook	d005	2019-01-05	1	1	4166	833	8	0
Ivan ŠTEFANEC		324560137683033	Facebook	d005	2019-01-05	1	1	3968	1587	7	3
Cafés Baqué		334754253232371	Facebook	d005	2019-01-05	1	1	3921	1960	19	9
Maria Kaljuste - Maria from Estonia		1587214418196564	Facebook	d005	2019-01-05	1	1	3846	769	7	0
