advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
People's Vote UK	People's Vote	748608695327755	Facebook	d064	2019-03-05	63	1	1018570	400962	7872	1380
European Parliament		178362315106	Facebook	d064	2019-03-05	132	1	803317	320888	6592	1324
Coconut Bowls		451945511677873	Facebook	d064	2019-03-05	50	1	765950	206000	3084	0
Vlaams Belang	Vlaams Belang	56605856504	Facebook	d064	2019-03-05	1	1	499999	200000	4999	1000
Dungeon Defenders		107960282569653	Facebook	d064	2019-03-05	42	1	394958	83000	4057	89
Vattenfall Sverige		608975645850217	Facebook	d064	2019-03-05	24	1	320369	146666	3910	1121
Gazeta Wyborcza		63563473556	Facebook	d064	2019-03-05	4	1	312499	153250	333	65
Britain's Future	Britain's Future	1625300137516491	Facebook	d064	2019-03-05	146	1	306343	82164	3621	589
Fotografiska Stockholm		142320852554	Facebook	d064	2019-03-05	10	1	277726	121000	201	45
Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	d064	2019-03-05	20	1	189204	47909	870	22
We are the 52%	We are the 52%	466744973727718	Facebook	d064	2019-03-05	12	1	180535	67678	402	56
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	d064	2019-03-05	23	1	177501	41390	825	2
National Geographic		107307059419	Facebook	d064	2019-03-05	1	1	142857	71428	14	0
Unis pour les Droits Humains		1642871805813802	Facebook	d064	2019-03-05	8	1	139998	53500	154	0
Capire il cambiamento climatico		340472676679938	Facebook	d064	2019-03-05	4	1	139775	69887	496	99
Medici Senza Frontiere		65737832194	Facebook	d064	2019-03-05	22	1	117958	50982	456	154
WeWorld Onlus		299584710061488	Facebook	d064	2019-03-05	18	1	113791	29270	1299	2
The Labour Party	The Labour Party	25749647410	Facebook	d064	2019-03-05	8	1	106665	51333	847	401
MÁS		483644595439893	Facebook	d064	2019-03-05	1	1	99999	50000	499	100
e.on		309840349048638	Facebook	d064	2019-03-05	2	1	99998	20000	198	0
La Prime Énergie		336155273400553	Facebook	d064	2019-03-05	2	1	99998	20000	598	100
38 Degrees	38 Degrees	200006375787	Facebook	d064	2019-03-05	31	1	84648	32379	481	82
Mayor of London	the Greater London Authority	360322167647280	Facebook	d064	2019-03-05	1	1	83333	41666	482	96
Στηρίζουμε Μαρίνο Κλεάνθους για την Ευρωβουλή		831939610501208	Facebook	d064	2019-03-05	4	1	80332	32666	255	33
Salvatore Riccardi Hair Designer		638347189544941	Facebook	d064	2019-03-05	1	1	71428	28571	14	0
