advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
AMERISOFT SRL		AR573801583431647232	Google	d124	2019-05-04	111	1	17336666	1711666	3058	99
Future Innovation SRL		AR474748779908562944	Google	d124	2019-05-04	20	1	13791607	1379043	64647	1093
European Parliament		178362315106	Facebook	d124	2019-05-04	158	1	10837889	4963159	60556	17150
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	d124	2019-05-04	326	1	4851701	450800	5094	184
CDU	CDU	78502295414	Facebook	d124	2019-05-04	3170	1	4830978	1159375	43378	1037
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	d124	2019-05-04	48	1	4813333	469999	1116	16
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	d124	2019-05-04	69	1	4478771	446045	13643	363
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	d124	2019-05-04	68	1	4296557	426078	44071	802
Freiheitliche Partei Österreich		AR333020356698701824	Google	d124	2019-05-04	34	1	4166303	415779	32605	561
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	d124	2019-05-04	107	1	3460000	310000	3350	75
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	d124	2019-05-04	24	1	3208789	1396148	6730	2103
KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	d124	2019-05-04	1277	1	3184511	86333	12622	65
SPD		AR456734381399080960	Google	d124	2019-05-04	27	1	2669166	264166	134725	9679
Alternativet		AR198061076825243648	Google	d124	2019-05-04	3	1	2353333	235333	6266	126
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	d124	2019-05-04	26	1	1666839	760268	4977	1172
Vlaams Belang	Vlaams Belang	56605856504	Facebook	d124	2019-05-04	4	1	1547914	718958	6487	1697
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	d124	2019-05-04	74	1	1528788	635474	3481	935
sp.a	sp.a	57253967150	Facebook	d124	2019-05-04	54	1	1476121	678938	6982	1723
Fidesz	Fidesz	9844779306	Facebook	d124	2019-05-04	13	1	1333327	625000	4178	2011
mmb media agentur d.o.o.		AR524572049809604608	Google	d124	2019-05-04	524	1	1253333	20000	5366	0
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	d124	2019-05-04	8	1	1246426	598214	4355	1096
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	d124	2019-05-04	224	1	1223934	499936	6078	1179
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	d124	2019-05-04	12	1	1134772	525244	3437	1579
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	d124	2019-05-04	8	1	1024998	492500	1430	283
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	d124	2019-05-04	59	1	974166	85000	820	0
