advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	f	female	CY	Cyprus	19	1	1649708	738141	8006	2098
ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	f	female	CY	Cyprus	87	1	914229	271876	3353	106
European Parliament Office in Cyprus		205478755729	Facebook	f	female	CY	Cyprus	9	1	665293	297652	3077	574
Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ	EDEK	489124984493054	Facebook	f	female	CY	Cyprus	74	1	619848	135412	3298	0
Στηρίζουμε Μαρίνο Κλεάνθους για την Ευρωβουλή		831939610501208	Facebook	f	female	CY	Cyprus	29	1	618584	234466	2553	339
Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		270213387069072	Facebook	f	female	CY	Cyprus	22	1	384325	80720	1066	0
Nicos Tornaritis - Νίκος Τορναρίτης	Nicos Tornaritis - Νίκος Τορναρίτης	115653995162093	Facebook	f	female	CY	Cyprus	22	1	377515	91254	876	0
Λευτέρης Χριστοφόρου - Lefteris Christoforou		832972046731724	Facebook	f	female	CY	Cyprus	48	1	330487	72708	1707	0
Prof. Dr. Niyazi Kızılyürek	Niyazi Kızılyürek	878208312216203	Facebook	f	female	CY	Cyprus	22	1	321438	129974	1062	101
Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	f	female	CY	Cyprus	26	1	319621	76184	1023	9
γυρίζουμε		278308089460720	Facebook	f	female	CY	Cyprus	6	1	242073	106875	1639	380
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f	female	CY	Cyprus	17	1	214200	88095	322	79
Δημοκρατικός Συναγερμός	Δημοκρατικός Συναγερμός	64330641883	Facebook	f	female	CY	Cyprus	16	1	208014	63167	647	0
Νικόλας Παπαδόπουλος	Μανωλης Κυριακου	998046016880140	Facebook	f	female	CY	Cyprus	33	1	193701	44048	1121	0
Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS		46620712083	Facebook	f	female	CY	Cyprus	23	1	184350	39195	680	0
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	f	female	CY	Cyprus	5	1	181165	77049	1365	265
Δημοκρατικό Κόμμα	Constantinos Georgallides	293704380825571	Facebook	f	female	CY	Cyprus	45	1	171532	46342	1400	0
UK-Cyprus Enterprise Council	UK-Cyprus Enterprise Council 	1837120569879342	Facebook	f	female	CY	Cyprus	7	1	169131	72593	290	12
Δημήτρης Παπαδάκης	Δημήτρης Παπαδάκης - Demetris Papadakis	1406872809567447	Facebook	f	female	CY	Cyprus	12	1	151933	31742	394	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	f	female	CY	Cyprus	41	1	148974	68130	232	61
AKEL Türkçe	ΑΚΕΛ - AKEL	811609932267686	Facebook	f	female	CY	Cyprus	6	1	148459	69012	435	65
Παρατηρητήριο Τρίτης Ηλικίας Κύπρου		1788557328061678	Facebook	f	female	CY	Cyprus	4	1	145504	51462	512	74
Παναγιώτης Σεντώνας - Panayiotis Sentonas		436419753766608	Facebook	f	female	CY	Cyprus	17	1	135623	31630	509	0
Κόμμα Δικαιοσύνης - ΟΑΔ	Michael Minas	404386316397983	Facebook	f	female	CY	Cyprus	9	1	130850	52931	204	0
European Greens		141366725876424	Facebook	f	female	CY	Cyprus	10	1	100412	39197	409	88
