advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sosialidemokraatit SDP		108945982480217	Facebook	w007	Week 7	FI	Finland	9	1	127212	44431	789	135
Mikkel Näkkäläjärvi		617733068345315	Facebook	w007	Week 7	FI	Finland	18	1	71983	13999	1583	0
Amnesty International - Suomen osasto		134934386349	Facebook	w007	Week 7	FI	Finland	6	1	60829	13416	420	0
Liban Sheikh		302959147221497	Facebook	w007	Week 7	FI	Finland	1	1	31249	6250	61	0
Vihreät - De Gröna	Vihreät - De Gröna	33722070600	Facebook	w007	Week 7	FI	Finland	6	1	16287	5561	70	6
Ida Schauman	Schauman Ida Emilia Axelsdotter	1449434138617787	Facebook	w007	Week 7	FI	Finland	5	1	6064	933	230	0
Lainaopas		315522049062768	Facebook	w007	Week 7	FI	Finland	2	1	5997	999	197	0
Janne Kaisanlahti		309381625805373	Facebook	w007	Week 7	FI	Finland	3	1	5747	749	272	0
Sirkka-Liisa "Siku" Kähärä		608318885858000	Facebook	w007	Week 7	FI	Finland	1	1	4999	1000	99	0
SFP i Nyland - RKP Uusimaa		144821005614879	Facebook	w007	Week 7	FI	Finland	1	1	4991	998	98	0
Eduskuntavaaliehdokas Jenni Kiiskinen - Ylöjärven vihreät		393205937720831	Facebook	w007	Week 7	FI	Finland	1	1	4284	857	84	0
Sami Säynevirta		364635700968341	Facebook	w007	Week 7	FI	Finland	1	1	2999	600	59	0
MarketsCube		294693984421347	Facebook	w007	Week 7	FI	Finland	2	1	1998	0	176	0
Kimmo Sasi	Sasi Kimmo Kalevi Immeri	311253592006	Facebook	w007	Week 7	FI	Finland	1	1	1817	363	32	0
5Pillars	5 Pillars	490858150969676	Facebook	w007	Week 7	FI	Finland	1	1	1300	650	7	3
Elsi Katainen		190042298268350	Facebook	w007	Week 7	FI	Finland	2	1	1089	0	107	0
Saara Hyrkkö		250829455020050	Facebook	w007	Week 7	FI	Finland	1	1	972	194	19	0
Aila		196787204541798	Facebook	w007	Week 7	FI	Finland	1	1	666	0	66	0
Tanja Vahvelainen kansanedustajaehdokas		653005468206971	Facebook	w007	Week 7	FI	Finland	1	1	635	0	63	0
Convention on Elimination of all forms of Discrimination Against Men CEDAM		390422101527006	Facebook	w007	Week 7	FI	Finland	1	1	635	127	11	0
Otto Andersson		1425108367791147	Facebook	w007	Week 7	FI	Finland	1	1	599	0	59	0
Keräyslava Oy		764030493682447	Facebook	w007	Week 7	FI	Finland	2	1	582	0	57	0
Kialo		729627343834501	Facebook	w007	Week 7	FI	Finland	2	1	510	102	4	0
Juha Pitkänen		2015686778659015	Facebook	w007	Week 7	FI	Finland	1	1	399	0	39	0
Porvoon Vasemmisto		449437091752029	Facebook	w007	Week 7	FI	Finland	1	1	88	0	8	0
