region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
drenthe	Drenthe	NL	Netherlands	3017	614	164605	60226	1893	128
flevoland	Flevoland	NL	Netherlands	3099	643	110780	34828	1112	58
friesland	Friesland	NL	Netherlands	3136	633	382072	131990	3113	223
gelderland	Gelderland	NL	Netherlands	3904	822	3196056	1198433	21749	3167
groningen	Groningen	NL	Netherlands	3361	683	346797	112256	3912	535
limburg	Limburg	NL	Netherlands	3769	826	1387484	449162	10352	1519
noord_holland	Noord-Holland	NL	Netherlands	4441	979	3906983	1311082	41237	5624
north_brabant	North Brabant	NL	Netherlands	4113	870	2033949	785219	16570	3330
overijssel	Overijssel	NL	Netherlands	3478	714	630504	227715	6710	654
utrecht	Utrecht	NL	Netherlands	3713	792	885214	311731	7745	958
zeeland	Zeeland	NL	Netherlands	3140	659	131842	41821	1215	54
zuid_holland	Zuid-Holland	NL	Netherlands	4397	950	5371025	1951965	46370	7632
