country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BE	Belgium	w020	Week 20	2019-05-13	2019-05-13	2689	312	12636228	4550705	76909	11746
BE	Belgium	w019	Week 19	2019-05-06	2019-05-12	3876	457	91464425	33888481	603740	101600
BE	Belgium	w018	Week 18	2019-04-29	2019-05-05	3146	474	67126163	26963748	472513	92392
BE	Belgium	w017	Week 17	2019-04-22	2019-04-28	2747	496	43366191	16784303	310563	56380
BE	Belgium	w016	Week 16	2019-04-15	2019-04-21	2505	552	29279134	11087822	212039	34665
BE	Belgium	w015	Week 15	2019-04-08	2019-04-14	2269	701	20695361	7640562	136737	21595
BE	Belgium	w014	Week 14	2019-04-01	2019-04-07	1748	686	12007214	4315534	82492	10947
BE	Belgium	w013	Week 13	2019-03-25	2019-03-31	1339	535	9323357	3404174	56470	9067
BE	Belgium	w012	Week 12	2019-03-18	2019-03-24	1179	476	11200342	4401533	70391	11999
BE	Belgium	w011	Week 11	2019-03-11	2019-03-17	789	351	5942902	2186417	43407	7306
BE	Belgium	w010	Week 10	2019-03-04	2019-03-10	631	260	10016040	3947705	79061	14541
BE	Belgium	w009	Week 9	2019-02-25	2019-03-03	289	137	1148741	380292	10833	2025
BE	Belgium	w008	Week 8	2019-02-18	2019-02-24	229	107	774517	231274	4651	514
BE	Belgium	w007	Week 7	2019-02-11	2019-02-17	151	84	1131269	464858	5065	711
BE	Belgium	w006	Week 6	2019-02-04	2019-02-10	153	77	1653927	645529	11841	2241
BE	Belgium	w005	Week 5	2019-01-28	2019-02-03	161	60	819183	331545	8222	1408
BE	Belgium	w004	Week 4	2019-01-21	2019-01-27	150	55	715422	241075	6247	1297
BE	Belgium	w003	Week 3	2019-01-14	2019-01-20	133	47	668710	286150	4395	1749
BE	Belgium	w002	Week 2	2019-01-07	2019-01-13	114	41	467882	155180	2337	329
BE	Belgium	w001	Week 1	2019-01-01	2019-01-06	90	33	1424816	697665	7737	1681
