country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
MT	Malta	0_50	0 - 50	3769	714	29380211	7688104	183239	18
MT	Malta	50_100	50 - 100	4019	697	419562	129778	2888	343
MT	Malta	100_1k	100 - 1k	1036	282	17141813	7636517	69364	16435
MT	Malta	1k_5k	1k - 5k	106	38	3440803	1499141	28232	5707
MT	Malta	5k_10k	5k - 10k	10	6	27014	12701	322	71
MT	Malta	10k_50k	10k - 50k	1	1	3932	1966	175	35
