country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PT	Portugal	f	female	4350	1161	26128625	10403250	86166	12505
PT	Portugal	m	male	3863	1106	26385295	10738167	91596	15293
PT	Portugal	u	unknown	3534	1018	209328	82226	873	145
