advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Greens		141366725876424	Facebook	rd4	Last 4 days	114	1	16573109	7445095	97724	24292
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rd4	Last 4 days	119	1	14267370	6147265	24828	5615
FDP	FDP	21289227249	Facebook	rd4	Last 4 days	1379	1	11000313	3331316	110097	5331
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rd4	Last 4 days	374	1	10149142	4256448	48075	9000
România în primul rând	Future Innovation	770704223323599	Facebook	rd4	Last 4 days	37	1	7581896	3346260	6786	1809
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rd4	Last 4 days	115	1	7397337	3080634	25506	6430
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rd4	Last 4 days	399	1	7240895	2273140	56001	7693
Partito Democratico		77034286895	Facebook	rd4	Last 4 days	128	1	7100961	3058569	25744	4561
sp.a	sp.a	57253967150	Facebook	rd4	Last 4 days	214	1	6607006	2351026	30206	5021
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rd4	Last 4 days	72	1	6502816	2665714	34873	8342
SPÖ	SPÖ	77393060080	Facebook	rd4	Last 4 days	556	1	5862419	1945747	49154	7541
Make.org	Make.org	122037308191612	Facebook	rd4	Last 4 days	26	1	5671937	2489655	29959	6904
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rd4	Last 4 days	759	1	4869944	1525096	69468	9131
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	rd4	Last 4 days	63	1	4843549	2197666	15605	4981
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	rd4	Last 4 days	46	1	4452306	1859333	5606	746
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	rd4	Last 4 days	36	1	4427824	1993746	3270	805
Sign for my Future	Sign for my Future	1345513882259768	Facebook	rd4	Last 4 days	62	1	4310615	1770666	39549	10553
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rd4	Last 4 days	30	1	4247850	1877506	8084	3399
Open Vld	Open Vld	53668151866	Facebook	rd4	Last 4 days	180	1	4054760	1666000	22948	5481
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd4	Last 4 days	137	1	3878242	1246000	11792	961
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	rd4	Last 4 days	24	1	3651503	1625047	6168	1549
MSZP	MSZP	115388925185513	Facebook	rd4	Last 4 days	43	1	3509545	1453416	5512	2207
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	rd4	Last 4 days	95	1	3478493	1374940	6007	2108
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rd4	Last 4 days	9	1	3402373	1472619	9861	3173
Centerpartiet	Centerpartiet	12690894340	Facebook	rd4	Last 4 days	203	1	3390989	1163556	39749	9881
