advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Greens		141366725876424	Facebook	rd2	Last 2 days	114	1	9980676	4425380	57534	13771
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rd2	Last 2 days	114	1	8146178	3509388	13945	3190
FDP	FDP	21289227249	Facebook	rd2	Last 2 days	1375	1	6258770	1902963	59157	2963
Make.org	Make.org	122037308191612	Facebook	rd2	Last 2 days	26	1	5510959	2424827	29220	6752
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rd2	Last 2 days	373	1	5215164	2205339	25221	4742
Partito Democratico		77034286895	Facebook	rd2	Last 2 days	127	1	4082234	1751570	15097	2647
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rd2	Last 2 days	398	1	3992897	1223070	33017	3813
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rd2	Last 2 days	115	1	3784165	1571983	13400	3315
România în primul rând	Future Innovation	770704223323599	Facebook	rd2	Last 2 days	33	1	3504282	1542177	3294	863
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rd2	Last 2 days	72	1	3251407	1332857	17436	4171
sp.a	sp.a	57253967150	Facebook	rd2	Last 2 days	206	1	3128038	1097888	13990	2303
SPÖ	SPÖ	77393060080	Facebook	rd2	Last 2 days	544	1	2779716	900471	23855	3540
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	rd2	Last 2 days	62	1	2564607	1167333	8299	2669
Sign for my Future	Sign for my Future	1345513882259768	Facebook	rd2	Last 2 days	61	1	2527968	1034333	22802	6133
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rd2	Last 2 days	759	1	2434972	762548	34734	4565
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	rd2	Last 2 days	35	1	2218078	997706	1627	402
Open Vld	Open Vld	53668151866	Facebook	rd2	Last 2 days	179	1	2004880	828500	11274	2690
Facebook	Facebook	316001081653	Facebook	rd2	Last 2 days	4	1	1999996	800000	18510	4050
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rd2	Last 2 days	9	1	1984519	852976	5596	1870
Centerpartiet	Centerpartiet	12690894340	Facebook	rd2	Last 2 days	203	1	1981637	657111	23377	5781
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	rd2	Last 2 days	23	1	1868413	823857	3612	781
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rd2	Last 2 days	20	1	1860699	762380	3285	1254
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd2	Last 2 days	132	1	1851621	588499	5621	348
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	rd2	Last 2 days	135	1	1802748	738656	15694	3361
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	rd2	Last 2 days	159	1	1706206	578546	31289	7830
