advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rm1	Last month	310	1	116702689	53700999	628355	176281
Podemos	Unidas Podemos	269212336568846	Facebook	rm1	Last month	306	1	89900088	39821388	540310	141805
Partido Popular	Partido Popular	72249031214	Facebook	rm1	Last month	3642	1	73683798	26022416	547890	60133
Ciudadanos	Ciudadanos	74078667754	Facebook	rm1	Last month	5932	1	72226068	20494000	763168	45000
COALICION CANARIA		AR489541609348661248	Google	rm1	Last month	4640	1	51549416	671324	227537	0
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rm1	Last month	227	1	42705443	19095333	107547	24004
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rm1	Last month	94	1	39790684	18250555	97506	25791
CDU	CDU	78502295414	Facebook	rm1	Last month	3170	1	38647830	9275000	347030	8300
sp.a	sp.a	57253967150	Facebook	rm1	Last month	410	1	37468456	15023623	177021	38182
AMERISOFT SRL		AR573801583431647232	Google	rm1	Last month	154	1	37061120	3661999	7396	0
FDP	FDP	21289227249	Facebook	rm1	Last month	2201	1	33691715	10349960	282606	17400
România în primul rând	Future Innovation	770704223323599	Facebook	rm1	Last month	92	1	29873168	13228000	27619	7357
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rm1	Last month	398	1	29700601	12214000	140701	26799
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rm1	Last month	127	1	29289495	12208148	93446	24529
Kialo		729627343834501	Facebook	rm1	Last month	372	1	27141628	10018000	131055	28378
SPD	SPD	47930567748	Facebook	rm1	Last month	6789	1	26480210	5993000	749611	21499
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	rm1	Last month	1969	1	26170000	719999	98450	0
PSOE	PSOE	189318235003	Facebook	rm1	Last month	335	1	25670665	10323000	78065	14299
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	rm1	Last month	116	1	24837722	10833166	40068	10753
mmb media agentur d.o.o.		AR524572049809604608	Google	rm1	Last month	1437	1	24089999	1030000	71849	0
European Greens		141366725876424	Facebook	rm1	Last month	120	1	24069880	10783000	143080	36500
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rm1	Last month	55	1	22350946	10472000	52650	23390
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	rm1	Last month	90	1	21677910	9371000	187309	43899
Vlaams Belang	Vlaams Belang	56605856504	Facebook	rm1	Last month	58	1	21207295	9739176	140254	35482
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	rm1	Last month	812	1	20957102	1435606	39733	0
SPÖ	SPÖ	77393060080	Facebook	rm1	Last month	732	1	19288319	6548754	147866	21528
Greenpeace France		39435457457	Facebook	rm1	Last month	37	1	17346203	8201333	75988	17133
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rm1	Last month	516	1	15599818	5305988	132802	21900
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rm1	Last month	816	1	15405463	5183708	200511	33771
Fidesz	Fidesz	9844779306	Facebook	rm1	Last month	79	1	15301920	7189999	48753	23865
Partito Democratico		77034286895	Facebook	rm1	Last month	130	1	14885870	6500999	49570	9100
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rm1	Last month	23	1	14099977	6499999	47977	12599
The Brexit Party	The Brexit Party	230416667843105	Facebook	rm1	Last month	107	1	13505144	6285000	209242	59016
