advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rw3	Last 3 weeks	310	1	116702689	53700999	628355	176281
Partido Popular	Partido Popular	72249031214	Facebook	rw3	Last 3 weeks	2121	1	40054233	15891500	305893	45903
CDU	CDU	78502295414	Facebook	rw3	Last 3 weeks	3170	1	38647830	9275000	347030	8300
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rw3	Last 3 weeks	194	1	35794327	15846256	82418	18261
Podemos	Unidas Podemos	269212336568846	Facebook	rw3	Last 3 weeks	299	1	35420178	15622996	225376	61875
AMERISOFT SRL		AR573801583431647232	Google	rw3	Last 3 weeks	141	1	30704031	3038830	5827	0
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rw3	Last 3 weeks	74	1	29723315	13852395	74577	19961
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rw3	Last 3 weeks	398	1	28933614	11868203	138787	26405
FDP	FDP	21289227249	Facebook	rw3	Last 3 weeks	1913	1	28312364	8685571	244382	15100
România în primul rând	Future Innovation	770704223323599	Facebook	rw3	Last 3 weeks	62	1	27169938	12080000	24968	6618
sp.a	sp.a	57253967150	Facebook	rw3	Last 3 weeks	366	1	26805610	10649313	126976	26461
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rw3	Last 3 weeks	125	1	26677664	11137080	84139	22106
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	rw3	Last 3 weeks	1969	1	26170000	719999	98450	0
mmb media agentur d.o.o.		AR524572049809604608	Google	rw3	Last 3 weeks	1437	1	24089999	1030000	71849	0
European Greens		141366725876424	Facebook	rw3	Last 3 weeks	117	1	23233911	10455857	140101	35328
COALICION CANARIA		AR489541609348661248	Google	rw3	Last 3 weeks	3975	1	21438785	183818	98922	0
Ciudadanos	Ciudadanos	74078667754	Facebook	rw3	Last 3 weeks	1700	1	18526300	5331000	237000	16700
SPD	SPD	47930567748	Facebook	rw3	Last 3 weeks	5051	1	18461948	3919999	541549	11799
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rw3	Last 3 weeks	44	1	18163991	8457017	44324	19833
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	rw3	Last 3 weeks	77	1	17774423	7725499	27239	7616
SPÖ	SPÖ	77393060080	Facebook	rw3	Last 3 weeks	699	1	17031083	5788783	130459	19439
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	rw3	Last 3 weeks	66	1	15868210	6883828	141131	33542
Vlaams Belang	Vlaams Belang	56605856504	Facebook	rw3	Last 3 weeks	42	1	15277605	6965823	92497	25367
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rw3	Last 3 weeks	502	1	15206497	5158999	129898	21500
Kialo		729627343834501	Facebook	rw3	Last 3 weeks	255	1	15191747	5197999	76328	15988
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rw3	Last 3 weeks	814	1	14946322	4999283	198234	33365
Partito Democratico		77034286895	Facebook	rw3	Last 3 weeks	130	1	14787234	6459181	49429	9077
Fidesz	Fidesz	9844779306	Facebook	rw3	Last 3 weeks	75	1	14201925	6690000	46276	22627
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rw3	Last 3 weeks	23	1	14099977	6499999	47977	12599
Open Vld	Open Vld	53668151866	Facebook	rw3	Last 3 weeks	356	1	13250963	5029081	91496	17443
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	rw3	Last 3 weeks	557	1	13030760	930638	22982	0
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	rw3	Last 3 weeks	735	1	12349264	4625999	193094	37030
Mediabrands Digital OÜ		AR530356305605427200	Google	rw3	Last 3 weeks	336	1	11819999	939999	16800	0
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rw3	Last 3 weeks	72	1	11379928	4665000	61028	14599
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	rw3	Last 3 weeks	220	1	10898039	4174875	20732	7386
The Brexit Party	The Brexit Party	230416667843105	Facebook	rw3	Last 3 weeks	96	1	10781357	4994038	183152	52510
Greenpeace France		39435457457	Facebook	rw3	Last 3 weeks	21	1	10756979	5061000	47779	11000
PSOE	PSOE	189318235003	Facebook	rw3	Last 3 weeks	335	1	10560179	4165517	34823	5818
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	rw3	Last 3 weeks	56	1	10436944	4343000	13543	2000
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	rw3	Last 3 weeks	111	1	10241897	4885003	42223	8390
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	rw3	Last 3 weeks	122	1	10219999	950000	6099	0
ČSSD	ČSSD	111041662264882	Facebook	rw3	Last 3 weeks	2069	1	10195931	2296000	50331	11440
Romania #nuepsd	Future Innovation	293215748279337	Facebook	rw3	Last 3 weeks	31	1	10049137	4702916	6508	2892
Greenpeace España	Greenpeace España	133044800622	Facebook	rw3	Last 3 weeks	165	1	9635835	3445000	31635	3600
The Labour Party	The Labour Party	25749647410	Facebook	rw3	Last 3 weeks	80	1	9455919	3862999	82067	18052
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	rw3	Last 3 weeks	286	1	9303333	716666	14266	0
Make.org	Make.org	122037308191612	Facebook	rw3	Last 3 weeks	72	1	9153706	3975888	49606	12188
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	rw3	Last 3 weeks	474	1	9114740	3304670	33548	6278
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	rw3	Last 3 weeks	42	1	9013584	3950797	7126	2633
HLAS		AR312619193323225088	Google	rw3	Last 3 weeks	667	1	8979690	302142	31302	0
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	rw3	Last 3 weeks	65	1	8915021	3870416	7058	1969
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	rw3	Last 3 weeks	397	1	8834970	3260418	60880	16237
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	rw3	Last 3 weeks	85	1	8306916	3477999	21129	8352
Kyriakos Mitsotakis		34848567724	Facebook	rw3	Last 3 weeks	48	1	7859951	3214000	15252	2900
Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	rw3	Last 3 weeks	85	1	7815330	3199714	16777	3196
Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	rw3	Last 3 weeks	64	1	7798068	3441426	18560	4726
DIE LINKE	DIE LINKE	47694585682	Facebook	rw3	Last 3 weeks	270	1	7695457	2702545	36925	3099
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	rw3	Last 3 weeks	23	1	7635789	757894	1089	0
Claudia Gamon	NEOS	447992848717452	Facebook	rw3	Last 3 weeks	231	1	7522519	2542750	46444	7000
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	rw3	Last 3 weeks	36	1	7519963	3459999	10455	2836
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	rw3	Last 3 weeks	1464	1	7504060	1683109	152815	4975
Facebook Brussels	Facebook	287739491272583	Facebook	rw3	Last 3 weeks	16	1	7449984	3280000	63484	16299
Groen	Groen	84920854319	Facebook	rw3	Last 3 weeks	189	1	7288541	2482936	38633	5393
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rw3	Last 3 weeks	142	1	7204858	2512999	24757	3000
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	rw3	Last 3 weeks	83	1	7194495	3159894	15851	3597
Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	rw3	Last 3 weeks	345	1	7011530	2037374	45993	3299
Ανεξάρτητοι 'Ελληνες	Start Business Hellas	343233902394715	Facebook	rw3	Last 3 weeks	54	1	6947847	3018440	16808	3317
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	rw3	Last 3 weeks	44	1	6844191	3104615	29213	6365
Andreas Schieder	SPÖ	290881691011354	Facebook	rw3	Last 3 weeks	116	1	6837818	2166724	63738	12373
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	rw3	Last 3 weeks	21	1	6829978	3125000	11673	2326
Centerpartiet	Centerpartiet	12690894340	Facebook	rw3	Last 3 weeks	221	1	6814779	2400500	73584	18424
Harald Vilimsky		547597092025909	Facebook	rw3	Last 3 weeks	65	1	6774771	3014048	56676	14277
Greenpeace Deutschland		22541752487	Facebook	rw3	Last 3 weeks	271	1	6636066	2202894	49232	7218
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	rw3	Last 3 weeks	88	1	6577911	2678999	35012	8599
kontrast.at	kontrast.at	1079650008770485	Facebook	rw3	Last 3 weeks	64	1	6404054	2643374	34073	12137
MSZP	MSZP	115388925185513	Facebook	rw3	Last 3 weeks	86	1	6392914	2505999	10228	3977
