recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-16	2019-05-16	HU	Hungary	700	166	6512661	2481984	12186	3989
rd2	Last 2 days	2019-05-15	2019-05-16	HU	Hungary	784	180	15184254	5876607	29115	9969
rd3	Last 3 days	2019-05-14	2019-05-16	HU	Hungary	892	186	23876434	9384595	46489	16220
rd4	Last 4 days	2019-05-13	2019-05-16	HU	Hungary	972	199	33248696	13301679	63824	22807
rd5	Last 5 days	2019-05-12	2019-05-16	HU	Hungary	1123	212	42016407	17067158	80871	29471
rd6	Last 6 days	2019-05-11	2019-05-16	HU	Hungary	1216	225	50117681	20484185	97561	36033
rw1	Last week	2019-05-10	2019-05-16	HU	Hungary	1302	247	57876596	23700837	114105	42417
rw2	Last 2 weeks	2019-05-03	2019-05-16	HU	Hungary	2096	583	106282537	44045500	229061	90137
rw3	Last 3 weeks	2019-04-26	2019-05-16	HU	Hungary	2877	779	133437731	54907519	284656	110116
rw4	Last 4 weeks	2019-04-19	2019-05-16	HU	Hungary	3283	877	148595145	60919901	317694	120531
rm1	Last month	2019-04-17	2019-05-16	HU	Hungary	3350	903	153419430	62963361	327718	124142
rm2	Last 2 months	2019-03-18	2019-05-16	HU	Hungary	4972	1379	190687905	78454098	421038	150007
rm3	Last 3 months	2019-02-16	2019-05-16	HU	Hungary	5393	1478	199231502	81639298	444392	154724
rm6	Last 6 months	2019-01-01	2019-05-16	HU	Hungary	5587	1519	202599388	83048924	451617	156451
